country,msm_id,file_name,total_mappable_segments,top1_network_transition_share,top2_network_transition_share,top3_network_transition_share,effective_network_transition_count,network_transition_concentration_tier,top1_corridor_share,top2_corridor_share,top3_corridor_share,effective_corridor_count,corridor_concentration_tier,cross_layer_distribution_class,country_fallback_share,auditable_cross_layer_case,sufficient_trace_observation,sufficient_corridor_observation,sufficient_network_transition_resolution,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,domestic_segment_share,international_segment_share,paper_case_scope,probe_country,service_id
,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,55,0.41818181818181815,0.7454545454545454,0.8363636363636363,4.848497075390848,weak_network_transition_concentration,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,35,11,1.0,0.0,service_country_cross_layer_distribution_audit,CH,B-Root
CH,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,65,0.38461538461538464,0.7384615384615385,0.8461538461538463,4.790385080134005,weak_network_transition_concentration,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,40,12,1.0,0.0,country_cross_layer_distribution_audit,,
SG,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,1318,0.2321699544764795,0.3626707132018209,0.43778452200303486,26.051439635976458,broad_network_transition_distribution,0.9855842185128983,0.9946889226100152,1.0,1.0886226381817357,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,618,216,0.9855842185128983,0.014415781487101669,country_cross_layer_distribution_audit,,
,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,162,0.41975308641975306,0.6419753086419753,0.6975308641975309,7.75634326396568,broad_network_transition_distribution,0.9691358024691358,0.9814814814814814,0.9876543209876543,1.1958415058869376,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,73,14,0.9876543209876543,0.012345679012345678,service_country_cross_layer_distribution_audit,PT,B-Root
DK,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,295,0.14576271186440679,0.26440677966101694,0.3593220338983051,22.76206318857347,broad_network_transition_distribution,0.9322033898305084,0.983050847457627,0.9932203389830508,1.346398433016854,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,121,43,0.6338983050847458,0.36610169491525424,country_cross_layer_distribution_audit,,
,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,355,0.2619718309859155,0.37746478873239436,0.4704225352112676,18.109674071628117,broad_network_transition_distribution,0.9267605633802817,0.9690140845070423,0.9802816901408451,1.4239305088964844,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,97,30,0.7352112676056338,0.2647887323943662,service_country_cross_layer_distribution_audit,DK,B-Root
,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,347,0.138328530259366,0.23342939481268013,0.3256484149855908,28.28088650768539,broad_network_transition_distribution,0.9077809798270894,0.9711815561959655,1.0,1.440395834836775,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,87,42,0.9711815561959655,0.02881844380403458,service_country_cross_layer_distribution_audit,SG,B-Root
,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,177,0.24293785310734464,0.3672316384180791,0.4858757062146893,12.140953019654718,broad_network_transition_distribution,0.8983050847457628,0.9943502824858758,1.0,1.419934548237577,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,47,21,0.9265536723163842,0.07344632768361582,service_country_cross_layer_distribution_audit,SE,B-Root
SE,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,307,0.495114006514658,0.5765472312703583,0.6547231270358306,7.445453206913676,broad_network_transition_distribution,0.8827361563517915,0.9869706840390879,0.996742671009772,1.5063205304112912,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,147,49,0.9446254071661238,0.05537459283387622,country_cross_layer_distribution_audit,,
PT,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,242,0.3512396694214876,0.5041322314049587,0.5950413223140496,11.896800959747475,broad_network_transition_distribution,0.8760330578512396,0.9876033057851239,0.9958677685950413,1.5264507158101162,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,99,26,0.8884297520661157,0.1115702479338843,country_cross_layer_distribution_audit,,
