probe_country,service_id,path_scope_stratum,total_atomic_segments,uniquely_resolved_segments,bounded_candidate_set_segments,no_matched_corridor_segments,insufficiently_resolved_segments,rtt_conclusive_segments,rtt_inconclusive_segments,uniquely_resolved_share,bounded_candidate_set_share,no_matched_corridor_share,insufficiently_resolved_share
?,F-Root,all_publicly_visible,14,0,0,8,6,9,5,0.0,0.0,0.5714285714285714,0.42857142857142855
AD,F-Root,all_publicly_visible,6,0,0,0,6,6,0,0.0,0.0,0.0,1.0
AE,F-Root,all_publicly_visible,193,28,2,108,55,139,54,0.14507772020725387,0.010362694300518135,0.5595854922279793,0.2849740932642487
AE,F-Root,resolved_entry_only,12,0,0,2,10,12,0,0.0,0.0,0.16666666666666666,0.8333333333333334
AF,F-Root,all_publicly_visible,63,0,0,11,52,43,20,0.0,0.0,0.1746031746031746,0.8253968253968254
AL,F-Root,all_publicly_visible,235,0,0,125,110,168,67,0.0,0.0,0.5319148936170213,0.46808510638297873
AM,F-Root,all_publicly_visible,176,0,0,126,50,142,34,0.0,0.0,0.7159090909090909,0.2840909090909091
AO,F-Root,all_publicly_visible,98,0,0,52,46,71,27,0.0,0.0,0.5306122448979592,0.46938775510204084
AO,F-Root,resolved_entry_only,16,0,0,6,10,16,0,0.0,0.0,0.375,0.625
AR,F-Root,all_publicly_visible,448,0,0,251,197,318,130,0.0,0.0,0.5602678571428571,0.43973214285714285
AR,F-Root,resolved_entry_only,14,0,0,0,14,12,2,0.0,0.0,0.0,1.0
AT,F-Root,all_publicly_visible,2317,0,0,1764,553,1608,709,0.0,0.0,0.7613293051359517,0.23867069486404835
AT,F-Root,resolved_entry_only,16,0,0,12,4,12,4,0.0,0.0,0.75,0.25
AU,F-Root,all_publicly_visible,2354,7,4,1083,1260,1600,754,0.002973661852166525,0.0016992353440951572,0.4600679694137638,0.5352591333899746
AU,F-Root,resolved_entry_only,77,0,0,6,71,38,39,0.0,0.0,0.07792207792207792,0.922077922077922
AX,F-Root,all_publicly_visible,22,4,2,12,4,14,8,0.18181818181818182,0.09090909090909091,0.5454545454545454,0.18181818181818182
AZ,F-Root,all_publicly_visible,71,0,0,19,52,56,15,0.0,0.0,0.2676056338028169,0.7323943661971831
BA,F-Root,all_publicly_visible,126,0,0,90,36,94,32,0.0,0.0,0.7142857142857143,0.2857142857142857
BA,F-Root,resolved_entry_only,20,0,0,14,6,13,7,0.0,0.0,0.7,0.3
BB,F-Root,all_publicly_visible,14,2,0,8,4,9,5,0.14285714285714285,0.0,0.5714285714285714,0.2857142857142857
BD,F-Root,all_publicly_visible,132,0,0,17,115,100,32,0.0,0.0,0.12878787878787878,0.8712121212121212
BE,F-Root,all_publicly_visible,1342,0,0,783,559,1015,327,0.0,0.0,0.5834575260804769,0.4165424739195231
BF,F-Root,all_publicly_visible,46,0,0,19,27,29,17,0.0,0.0,0.41304347826086957,0.5869565217391305
BG,F-Root,all_publicly_visible,624,0,0,450,174,474,150,0.0,0.0,0.7211538461538461,0.27884615384615385
BG,F-Root,resolved_entry_only,33,0,0,30,3,29,4,0.0,0.0,0.9090909090909091,0.09090909090909091
BH,F-Root,all_publicly_visible,63,0,0,8,55,46,17,0.0,0.0,0.12698412698412698,0.873015873015873
BI,F-Root,all_publicly_visible,12,0,0,10,2,12,0,0.0,0.0,0.8333333333333334,0.16666666666666666
BJ,F-Root,all_publicly_visible,124,10,0,88,26,84,40,0.08064516129032258,0.0,0.7096774193548387,0.20967741935483872
BL,F-Root,all_publicly_visible,12,0,0,12,0,10,2,0.0,0.0,1.0,0.0
BO,F-Root,all_publicly_visible,261,6,0,153,102,165,96,0.022988505747126436,0.0,0.5862068965517241,0.39080459770114945
BO,F-Root,resolved_entry_only,6,0,0,0,6,4,2,0.0,0.0,0.0,1.0
BR,F-Root,all_publicly_visible,902,10,0,388,504,622,280,0.011086474501108648,0.0,0.43015521064301554,0.5587583148558758
BR,F-Root,resolved_entry_only,158,0,0,72,86,112,46,0.0,0.0,0.45569620253164556,0.5443037974683544
BT,F-Root,all_publicly_visible,16,0,0,14,2,10,6,0.0,0.0,0.875,0.125
BW,F-Root,all_publicly_visible,20,0,0,14,6,13,7,0.0,0.0,0.7,0.3
BY,F-Root,all_publicly_visible,371,0,0,298,73,252,119,0.0,0.0,0.8032345013477089,0.1967654986522911
CA,F-Root,all_publicly_visible,3261,13,36,2028,1184,2219,1042,0.003986507206378411,0.011039558417663294,0.6218951241950322,0.3630788101809261
CA,F-Root,resolved_entry_only,129,0,0,64,65,87,42,0.0,0.0,0.49612403100775193,0.5038759689922481
CD,F-Root,all_publicly_visible,51,1,0,36,14,34,17,0.0196078431372549,0.0,0.7058823529411765,0.27450980392156865
CD,F-Root,resolved_entry_only,18,0,0,12,6,12,6,0.0,0.0,0.6666666666666666,0.3333333333333333
CG,F-Root,all_publicly_visible,46,0,0,20,26,33,13,0.0,0.0,0.43478260869565216,0.5652173913043478
CH,F-Root,all_publicly_visible,3948,0,0,3151,797,2759,1189,0.0,0.0,0.7981256332320162,0.2018743667679838
CH,F-Root,resolved_entry_only,8,0,0,4,4,6,2,0.0,0.0,0.5,0.5
CI,F-Root,all_publicly_visible,18,0,0,3,15,13,5,0.0,0.0,0.16666666666666666,0.8333333333333334
CK,F-Root,all_publicly_visible,7,0,0,5,2,6,1,0.0,0.0,0.7142857142857143,0.2857142857142857
CL,F-Root,all_publicly_visible,755,31,0,191,533,541,214,0.04105960264900662,0.0,0.25298013245033113,0.7059602649006622
CL,F-Root,resolved_entry_only,318,3,0,42,273,236,82,0.009433962264150943,0.0,0.1320754716981132,0.8584905660377359
CM,F-Root,all_publicly_visible,14,0,0,8,6,10,4,0.0,0.0,0.5714285714285714,0.42857142857142855
CM,F-Root,resolved_entry_only,4,0,0,4,0,3,1,0.0,0.0,1.0,0.0
CN,F-Root,all_publicly_visible,1142,3,9,694,436,782,360,0.002626970227670753,0.00788091068301226,0.6077057793345009,0.38178633975481613
CN,F-Root,resolved_entry_only,880,3,0,559,318,597,283,0.003409090909090909,0.0,0.6352272727272728,0.3613636363636364
CO,F-Root,all_publicly_visible,412,1,0,185,226,325,87,0.0024271844660194173,0.0,0.44902912621359226,0.5485436893203883
CR,F-Root,all_publicly_visible,136,2,0,18,116,116,20,0.014705882352941176,0.0,0.1323529411764706,0.8529411764705882
CU,F-Root,all_publicly_visible,20,0,0,14,6,16,4,0.0,0.0,0.7,0.3
CV,F-Root,all_publicly_visible,44,0,2,16,26,32,12,0.0,0.045454545454545456,0.36363636363636365,0.5909090909090909
CW,F-Root,all_publicly_visible,26,2,0,22,2,17,9,0.07692307692307693,0.0,0.8461538461538461,0.07692307692307693
CY,F-Root,all_publicly_visible,116,4,2,76,34,80,36,0.034482758620689655,0.017241379310344827,0.6551724137931034,0.29310344827586204
CZ,F-Root,all_publicly_visible,2853,0,0,1703,1150,2015,838,0.0,0.0,0.5969155275148966,0.4030844724851034
CZ,F-Root,resolved_entry_only,465,0,0,163,302,363,102,0.0,0.0,0.35053763440860214,0.6494623655913978
DE,F-Root,all_publicly_visible,17643,8,8,13082,4545,12949,4694,0.0004534376239868503,0.0004534376239868503,0.7414838746244969,0.25760925012752933
DE,F-Root,resolved_entry_only,3872,4,0,2456,1412,3112,760,0.0010330578512396695,0.0,0.6342975206611571,0.3646694214876033
DJ,F-Root,all_publicly_visible,21,4,0,13,4,16,5,0.19047619047619047,0.0,0.6190476190476191,0.19047619047619047
DK,F-Root,all_publicly_visible,1310,70,5,859,376,889,421,0.05343511450381679,0.003816793893129771,0.6557251908396946,0.2870229007633588
DK,F-Root,resolved_entry_only,54,0,0,50,4,42,12,0.0,0.0,0.9259259259259259,0.07407407407407407
DO,F-Root,all_publicly_visible,86,2,0,47,37,70,16,0.023255813953488372,0.0,0.5465116279069767,0.43023255813953487
DZ,F-Root,all_publicly_visible,8,0,0,0,8,5,3,0.0,0.0,0.0,1.0
EC,F-Root,all_publicly_visible,270,0,0,55,215,223,47,0.0,0.0,0.2037037037037037,0.7962962962962963
EE,F-Root,all_publicly_visible,199,0,12,131,56,153,46,0.0,0.06030150753768844,0.6582914572864321,0.2814070351758794
EG,F-Root,all_publicly_visible,33,0,0,4,29,23,10,0.0,0.0,0.12121212121212122,0.8787878787878788
EG,F-Root,resolved_entry_only,6,0,0,0,6,4,2,0.0,0.0,0.0,1.0
ES,F-Root,all_publicly_visible,2382,11,0,1032,1339,1717,665,0.004617968094038623,0.0,0.4332493702770781,0.5621326616288833
ES,F-Root,resolved_entry_only,120,0,0,55,65,82,38,0.0,0.0,0.4583333333333333,0.5416666666666666
ET,F-Root,all_publicly_visible,8,0,0,0,8,7,1,0.0,0.0,0.0,1.0
FI,F-Root,all_publicly_visible,1713,46,163,1147,357,1307,406,0.026853473438412143,0.09515469935785172,0.6695855224751898,0.2084063047285464
FJ,F-Root,all_publicly_visible,9,0,0,4,5,5,4,0.0,0.0,0.4444444444444444,0.5555555555555556
FM,F-Root,all_publicly_visible,21,9,0,11,1,15,6,0.42857142857142855,0.0,0.5238095238095238,0.047619047619047616
FR,F-Root,all_publicly_visible,12126,2,0,8682,3442,8802,3324,0.00016493485073396007,0.0,0.7159821870361207,0.2838528781131453
FR,F-Root,resolved_entry_only,135,0,0,40,95,84,51,0.0,0.0,0.2962962962962963,0.7037037037037037
GB,F-Root,all_publicly_visible,5839,0,0,4034,1805,4124,1715,0.0,0.0,0.6908717246103785,0.3091282753896215
GB,F-Root,resolved_entry_only,876,0,0,451,425,657,219,0.0,0.0,0.5148401826484018,0.4851598173515982
GE,F-Root,all_publicly_visible,161,0,0,113,48,121,40,0.0,0.0,0.7018633540372671,0.2981366459627329
GF,F-Root,all_publicly_visible,14,0,0,12,2,9,5,0.0,0.0,0.8571428571428571,0.14285714285714285
GG,F-Root,all_publicly_visible,10,0,0,6,4,7,3,0.0,0.0,0.6,0.4
GG,F-Root,resolved_entry_only,10,0,0,6,4,7,3,0.0,0.0,0.6,0.4
GH,F-Root,all_publicly_visible,26,4,0,18,4,19,7,0.15384615384615385,0.0,0.6923076923076923,0.15384615384615385
GP,F-Root,all_publicly_visible,20,0,4,12,4,16,4,0.0,0.2,0.6,0.2
GQ,F-Root,all_publicly_visible,6,2,0,4,0,6,0,0.3333333333333333,0.0,0.6666666666666666,0.0
GR,F-Root,all_publicly_visible,505,0,0,298,207,407,98,0.0,0.0,0.5900990099009901,0.4099009900990099
GR,F-Root,resolved_entry_only,2,0,0,2,0,2,0,0.0,0.0,1.0,0.0
GT,F-Root,all_publicly_visible,28,2,0,10,16,18,10,0.07142857142857142,0.0,0.35714285714285715,0.5714285714285714
GU,F-Root,all_publicly_visible,116,32,4,52,28,78,38,0.27586206896551724,0.034482758620689655,0.4482758620689655,0.2413793103448276
HK,F-Root,all_publicly_visible,622,11,0,286,325,408,214,0.017684887459807074,0.0,0.45980707395498394,0.522508038585209
HN,F-Root,all_publicly_visible,79,2,0,15,62,54,25,0.02531645569620253,0.0,0.189873417721519,0.7848101265822784
HN,F-Root,resolved_entry_only,40,0,0,8,32,21,19,0.0,0.0,0.2,0.8
HR,F-Root,all_publicly_visible,498,0,0,288,210,388,110,0.0,0.0,0.5783132530120482,0.42168674698795183
HR,F-Root,resolved_entry_only,40,0,0,18,22,35,5,0.0,0.0,0.45,0.55
HT,F-Root,all_publicly_visible,11,0,0,5,6,7,4,0.0,0.0,0.45454545454545453,0.5454545454545454
HU,F-Root,all_publicly_visible,388,0,0,234,154,300,88,0.0,0.0,0.6030927835051546,0.39690721649484534
HU,F-Root,resolved_entry_only,186,0,0,136,50,143,43,0.0,0.0,0.7311827956989247,0.26881720430107525
