feasible_corridor_count,bounded_candidate_set_segments,bounded_candidate_set_share
2,698,0.5759075907590759
3,372,0.3069306930693069
4,35,0.028877887788778877
5,54,0.04455445544554455
6,16,0.013201320132013201
7,4,0.0033003300330033004
8,6,0.0049504950495049506
10,14,0.01155115511551155
11,4,0.0033003300330033004
14,2,0.0016501650165016502
15,1,0.0008250825082508251
21,6,0.0049504950495049506
