probe_country,service_id,service_class,deployment_type,path_scope_stratum,total_valid_traces,mappable_traces,traces_with_feasible_submarine_corridor_candidates,submarine_candidate_exposure_rate,any_candidate_exposure_rate,inter_region_candidate_exposure_rate,domestic_inter_region_candidate_exposure_rate,international_inter_region_candidate_exposure_rate,intra_region_candidate_rate,submarine_exposed_traces,service_physical_exposure_rate,mappable_trace_rate,unique_probes,unique_probe_asns,unique_target_ips,unique_target_asns,service_entry_resolution_rate,sufficient_trace_observation,country_fallback_share,sufficient_network_transition_resolution,auditable_paper_case,observation_sufficiency_reason,failed_thresholds
PH,F-Root,dns_root,anycast,all_publicly_visible,118,100,65,0.5508474576271186,0.5508474576271186,0.5508474576271186,0.4830508474576271,0.2457627118644068,0.03389830508474576,65,0.5508474576271186,0.847457627118644,59,33,1,1,0.0,True,0.1391304347826087,True,True,auditable,
IL,F-Root,dns_root,anycast,all_publicly_visible,57,40,28,0.49122807017543857,0.49122807017543857,0.49122807017543857,0.49122807017543857,0.0,0.49122807017543857,28,0.49122807017543857,0.7017543859649122,29,12,1,1,0.0,True,0.0,True,True,auditable,
SE,F-Root,dns_root,anycast,all_publicly_visible,400,368,138,0.345,0.345,0.345,0.1625,0.28,0.17,138,0.345,0.92,200,70,1,1,0.0,True,0.2336448598130841,True,True,auditable,
NO,F-Root,dns_root,anycast,all_publicly_visible,177,162,59,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.1977401129943503,59,0.3333333333333333,0.9152542372881356,89,33,1,1,0.3728813559322034,True,0.16,True,True,auditable,
NO,F-Root,dns_root,anycast,resolved_entry_only,66,66,22,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.15151515151515152,22,0.3333333333333333,1.0,34,11,1,1,1.0,True,0.0,True,True,auditable,
FI,F-Root,dns_root,anycast,all_publicly_visible,283,251,82,0.28975265017667845,0.28975265017667845,0.28975265017667845,0.28975265017667845,0.0,0.0,82,0.28975265017667845,0.8869257950530035,142,50,1,1,0.0,True,0.04285714285714286,True,True,auditable,
TH,F-Root,dns_root,anycast,all_publicly_visible,78,51,19,0.24358974358974358,0.24358974358974358,0.24358974358974358,0.19230769230769232,0.05128205128205128,0.0,19,0.24358974358974358,0.6538461538461539,39,24,1,1,0.02564102564102564,True,0.09375,True,True,auditable,
JP,F-Root,dns_root,anycast,all_publicly_visible,448,413,99,0.22098214285714285,0.22098214285714285,0.22098214285714285,0.21651785714285715,0.004464285714285714,0.09375,99,0.22098214285714285,0.921875,224,99,1,1,0.013392857142857142,True,0.28662420382165604,True,True,auditable,
ID,F-Root,dns_root,anycast,all_publicly_visible,156,146,31,0.1987179487179487,0.36538461538461536,0.1987179487179487,0.1858974358974359,0.019230769230769232,0.20512820512820512,31,0.1987179487179487,0.9358974358974359,79,57,1,1,0.19230769230769232,True,0.28125,True,True,auditable,
TW,F-Root,dns_root,anycast,all_publicly_visible,126,97,22,0.1746031746031746,0.19047619047619047,0.1746031746031746,0.1746031746031746,0.0,0.06349206349206349,22,0.1746031746031746,0.7698412698412699,63,29,1,1,0.14285714285714285,True,0.23076923076923078,True,True,auditable,
US,F-Root,dns_root,anycast,all_publicly_visible,3290,3044,306,0.09300911854103343,0.09300911854103343,0.09300911854103343,0.08936170212765958,0.00425531914893617,0.015197568389057751,306,0.09300911854103343,0.9252279635258359,1646,440,1,1,0.053495440729483285,True,0.16595744680851063,True,True,auditable,
CA,F-Root,dns_root,anycast,all_publicly_visible,541,498,28,0.051756007393715345,0.051756007393715345,0.051756007393715345,0.033271719038817,0.018484288354898338,0.018484288354898338,28,0.051756007393715345,0.9205175600739371,271,85,1,1,0.033271719038817,True,0.06451612903225806,True,True,auditable,
