stage_order,accounting_stage,counting_unit,count,parent_stage,parent_count,retention_rate_within_parent,consistency_assertion_passed
1,raw_traceroutes,trace,54060,,,,True
2,valid_traceroutes,trace,27030,raw_traceroutes,54060.0,0.5,True
3,traces_with_mappable_segments,trace,24387,valid_traceroutes,27030.0,0.9022197558268591,True
4,mappable_atomic_segments,atomic_segment,88622,,,,True
5,segments_with_complete_asn_labels,atomic_segment,67741,mappable_atomic_segments,88622.0,0.7643813048678658,True
6,segments_with_landing_candidates,atomic_segment,23136,mappable_atomic_segments,88622.0,0.26106384419218703,True
7,segments_with_feasible_corridors,atomic_segment,7197,segments_with_landing_candidates,23136.0,0.31107365145228216,True
8,inter_region_candidate_bearing_segments,atomic_segment,5367,segments_with_feasible_corridors,7197.0,0.7457273864110046,True
9,paper_auditable_country_service_units,country_service_unit,11,all_country_service_scope_units,372.0,0.02956989247311828,True
