probe_country,total_valid_traces,mappable_traces,submarine_exposed_traces,service_physical_exposure_rate,mappable_trace_rate,unique_services,unique_probes,unique_probe_asns,unique_target_ips,unique_target_asns
DK,217,205,91,0.41935483870967744,0.9447004608294931,1,108,35,1,1
DO,18,12,2,0.1111111111111111,0.6666666666666666,1,9,7,1,1
DZ,2,0,0,0.0,0.0,1,1,1,1,1
EC,48,23,0,0.0,0.4791666666666667,1,24,19,1,1
EE,76,56,6,0.07894736842105263,0.7368421052631579,1,38,22,1,1
EG,4,4,0,0.0,1.0,1,2,1,1,1
ES,459,352,11,0.023965141612200435,0.7668845315904139,1,230,73,1,1
ET,2,0,0,0.0,0.0,1,1,1,1,1
FI,283,251,82,0.28975265017667845,0.8869257950530035,1,142,50,1,1
FJ,4,1,0,0.0,0.25,1,2,2,1,1
FM,5,3,3,0.6,0.6,1,3,1,1,1
FR,1900,1788,8,0.004210526315789474,0.9410526315789474,1,951,163,1,1
GB,1043,945,4,0.003835091083413231,0.9060402684563759,1,522,186,1,1
GE,20,20,0,0.0,1.0,1,10,6,1,1
GF,2,2,0,0.0,1.0,1,1,1,1,1
GG,2,2,0,0.0,1.0,1,1,1,1,1
GH,6,6,4,0.6666666666666666,1.0,1,3,3,1,1
GP,4,4,4,1.0,1.0,1,2,2,1,1
GQ,2,2,2,1.0,1.0,1,1,1,1,1
GR,146,100,0,0.0,0.684931506849315,1,73,26,1,1
GT,8,4,2,0.25,0.5,1,4,3,1,1
GU,18,18,17,0.9444444444444444,1.0,1,9,5,1,1
HK,98,80,6,0.061224489795918366,0.8163265306122449,1,49,32,1,1
HN,18,8,2,0.1111111111111111,0.4444444444444444,1,9,6,1,1
HR,84,66,3,0.03571428571428571,0.7857142857142857,1,42,20,1,1
HT,2,2,0,0.0,1.0,1,1,1,1,1
HU,110,80,0,0.0,0.7272727272727273,1,55,23,1,1
ID,156,146,56,0.358974358974359,0.9358974358974359,1,79,57,1,1
IE,173,163,2,0.011560693641618497,0.9421965317919075,1,87,24,1,1
IL,57,40,28,0.49122807017543857,0.7017543859649122,1,29,12,1,1
IM,6,6,2,0.3333333333333333,1.0,1,3,3,1,1
IN,271,181,4,0.014760147601476014,0.6678966789667896,1,135,59,1,1
IQ,16,10,2,0.125,0.625,1,8,6,1,1
IR,88,27,0,0.0,0.3068181818181818,1,44,22,1,1
IS,22,20,0,0.0,0.9090909090909091,1,11,8,1,1
IT,614,505,5,0.008143322475570033,0.8224755700325733,1,307,102,1,1
JO,4,0,0,0.0,0.0,1,2,2,1,1
JP,448,413,99,0.22098214285714285,0.921875,1,224,99,1,1
KE,30,27,2,0.06666666666666667,0.9,1,15,10,1,1
KG,40,32,0,0.0,0.8,1,20,13,1,1
KH,6,6,0,0.0,1.0,1,3,3,1,1
KI,4,4,0,0.0,1.0,1,2,1,1,1
KN,2,2,2,1.0,1.0,1,1,1,1,1
KR,44,36,0,0.0,0.8181818181818182,1,22,12,1,1
KW,4,2,0,0.0,0.5,1,2,2,1,1
KY,2,2,2,1.0,1.0,1,1,1,1,1
KZ,108,105,0,0.0,0.9722222222222222,1,54,20,1,1
LA,2,2,2,1.0,1.0,1,1,1,1,1
LB,4,0,0,0.0,0.0,1,2,2,1,1
LC,4,4,4,1.0,1.0,1,2,2,1,1
LI,6,6,6,1.0,1.0,1,3,3,1,1
LK,26,22,3,0.11538461538461539,0.8461538461538461,1,13,6,1,1
LS,2,2,0,0.0,1.0,1,1,1,1,1
LT,72,64,0,0.0,0.8888888888888888,1,36,21,1,1
LU,76,52,0,0.0,0.6842105263157895,1,38,20,1,1
LV,60,52,0,0.0,0.8666666666666667,1,30,19,1,1
MA,2,2,0,0.0,1.0,1,1,1,1,1
MD,51,31,0,0.0,0.6078431372549019,1,25,15,1,1
ME,12,12,2,0.16666666666666666,1.0,1,6,5,1,1
MG,4,4,0,0.0,1.0,1,2,1,1,1
MH,2,2,0,0.0,1.0,1,1,1,1,1
MK,20,16,0,0.0,0.8,1,10,8,1,1
ML,2,2,2,1.0,1.0,1,1,1,1,1
MM,6,6,3,0.5,1.0,1,3,3,1,1
MN,13,13,0,0.0,1.0,1,7,7,1,1
MP,2,2,2,1.0,1.0,1,1,1,1,1
MT,16,16,16,1.0,1.0,1,8,2,1,1
MU,16,14,0,0.0,0.875,1,8,4,1,1
MV,22,22,2,0.09090909090909091,1.0,1,11,4,1,1
MW,2,2,0,0.0,1.0,1,1,1,1,1
MX,86,75,2,0.023255813953488372,0.872093023255814,1,43,22,1,1
MY,66,36,5,0.07575757575757576,0.5454545454545454,1,33,18,1,1
MZ,5,4,0,0.0,0.8,1,3,3,1,1
NA,3490,3007,272,0.07793696275071633,0.8616045845272207,1,1745,4,1,1
NC,10,10,0,0.0,1.0,1,5,2,1,1
NG,18,14,0,0.0,0.7777777777777778,1,9,6,1,1
NI,12,8,0,0.0,0.6666666666666666,1,6,4,1,1
NL,1148,853,4,0.003484320557491289,0.7430313588850174,1,575,159,1,1
NO,177,162,59,0.3333333333333333,0.9152542372881356,1,89,33,1,1
NP,29,23,0,0.0,0.7931034482758621,1,15,9,1,1
NZ,196,178,12,0.061224489795918366,0.9081632653061225,1,98,32,1,1
OM,2,2,0,0.0,1.0,1,1,1,1,1
PA,36,20,6,0.16666666666666666,0.5555555555555556,1,18,11,1,1
PE,38,24,5,0.13157894736842105,0.631578947368421,1,19,14,1,1
PF,10,0,0,0.0,0.0,1,5,1,1,1
PG,2,2,2,1.0,1.0,1,1,1,1,1
PH,118,100,65,0.5508474576271186,0.847457627118644,1,59,33,1,1
PK,12,6,0,0.0,0.5,1,6,5,1,1
PL,408,392,0,0.0,0.9607843137254902,1,204,120,1,1
PR,2,2,0,0.0,1.0,1,1,1,1,1
PS,2,0,0,0.0,0.0,1,1,1,1,1
PT,188,121,13,0.06914893617021277,0.6436170212765957,1,94,21,1,1
PW,2,2,0,0.0,1.0,1,1,1,1,1
PY,20,16,0,0.0,0.8,1,10,8,1,1
QA,2,2,0,0.0,1.0,1,1,1,1,1
RE,71,71,0,0.0,1.0,1,36,4,1,1
RO,161,144,0,0.0,0.8944099378881988,1,81,43,1,1
RS,88,70,0,0.0,0.7954545454545454,1,44,16,1,1
RU,934,833,0,0.0,0.8918629550321199,1,465,280,1,1
RW,2,2,0,0.0,1.0,1,1,1,1,1
SA,30,13,0,0.0,0.43333333333333335,1,15,8,1,1
SE,400,368,138,0.345,0.92,1,200,70,1,1
SG,227,212,11,0.048458149779735685,0.933920704845815,1,114,56,1,1
SI,86,73,0,0.0,0.8488372093023255,1,43,19,1,1
SK,96,84,0,0.0,0.875,1,48,21,1,1
SL,4,2,2,0.5,0.5,1,2,2,1,1
SM,2,2,0,0.0,1.0,1,1,1,1,1
SN,2,2,0,0.0,1.0,1,1,1,1,1
SS,2,2,0,0.0,1.0,1,1,1,1,1
SV,22,12,0,0.0,0.5454545454545454,1,11,6,1,1
SY,2,0,0,0.0,0.0,1,1,1,1,1
TD,2,2,2,1.0,1.0,1,1,1,1,1
TG,2,2,2,1.0,1.0,1,1,1,1,1
TH,78,51,19,0.24358974358974358,0.6538461538461539,1,39,24,1,1
TJ,28,18,0,0.0,0.6428571428571429,1,14,10,1,1
TL,8,8,2,0.25,1.0,1,4,2,1,1
TN,16,14,2,0.125,0.875,1,8,5,1,1
TO,2,2,2,1.0,1.0,1,1,1,1,1
TR,116,109,4,0.034482758620689655,0.9396551724137931,1,58,29,1,1
TT,2,2,0,0.0,1.0,1,1,1,1,1
TV,2,2,2,1.0,1.0,1,1,1,1,1
TW,126,97,24,0.19047619047619047,0.7698412698412699,1,63,29,1,1
TZ,8,8,0,0.0,1.0,1,4,3,1,1
UA,302,243,1,0.0033112582781456954,0.804635761589404,1,151,104,1,1
UG,12,12,1,0.08333333333333333,1.0,1,6,4,1,1
US,3290,3044,306,0.09300911854103343,0.9252279635258359,1,1646,440,1,1
UY,38,38,0,0.0,1.0,1,19,5,1,1
UZ,20,18,0,0.0,0.9,1,10,8,1,1
VA,2,2,0,0.0,1.0,1,1,1,1,1
VE,70,53,3,0.04285714285714286,0.7571428571428571,1,35,24,1,1
VI,4,4,2,0.5,1.0,1,2,2,1,1
VN,48,44,6,0.125,0.9166666666666666,1,24,13,1,1
VU,2,0,0,0.0,0.0,1,1,1,1,1
XK,4,4,0,0.0,1.0,1,2,2,1,1
YE,2,2,0,0.0,1.0,1,1,1,1,1
ZA,228,214,14,0.06140350877192982,0.9385964912280702,1,113,63,1,1
ZM,8,7,0,0.0,0.875,1,4,4,1,1
ZW,6,6,0,0.0,1.0,1,3,2,1,1
