probe_country,total_valid_traces,mappable_traces,submarine_exposed_traces,service_physical_exposure_rate,mappable_trace_rate,unique_services,unique_probes,unique_probe_asns,unique_target_ips,unique_target_asns
AD,6,0,0,0.0,0.0,1,3,1,1,1
AE,40,27,11,0.275,0.675,1,20,14,1,1
AF,11,5,0,0.0,0.45454545454545453,1,6,2,1,1
AL,46,38,0,0.0,0.8260869565217391,1,23,14,1,1
AM,28,28,0,0.0,1.0,1,14,7,1,1
AO,20,20,0,0.0,1.0,1,10,4,1,1
AR,102,88,0,0.0,0.8627450980392157,1,51,39,1,1
AT,410,404,5,0.012195121951219513,0.9853658536585366,1,206,81,1,1
AU,479,333,12,0.025052192066805846,0.6951983298538622,1,240,71,1,1
AX,4,4,2,0.5,1.0,1,2,2,1,1
AZ,18,10,0,0.0,0.5555555555555556,1,9,8,1,1
BA,30,27,0,0.0,0.9,1,15,6,1,1
BB,2,2,2,1.0,1.0,1,1,1,1,1
BD,18,5,0,0.0,0.2777777777777778,1,9,6,1,1
BE,294,260,0,0.0,0.8843537414965986,1,146,25,1,1
BF,9,7,0,0.0,0.7777777777777778,1,5,4,1,1
BG,166,160,0,0.0,0.963855421686747,1,83,51,1,1
BH,10,4,2,0.2,0.4,1,5,2,1,1
BI,2,2,0,0.0,1.0,1,1,1,1,1
BJ,14,14,8,0.5714285714285714,1.0,1,7,4,1,1
BL,2,2,0,0.0,1.0,1,1,1,1,1
BO,36,34,3,0.08333333333333333,0.9444444444444444,1,18,9,1,1
BR,173,134,9,0.05202312138728324,0.7745664739884393,1,87,58,1,1
BT,4,2,0,0.0,0.5,1,2,2,1,1
BW,2,2,0,0.0,1.0,1,1,1,1,1
BY,46,46,0,0.0,1.0,1,23,14,1,1
BZ,2,2,2,1.0,1.0,1,1,1,1,1
CA,541,498,28,0.051756007393715345,0.9205175600739371,1,271,85,1,1
CD,6,6,1,0.16666666666666666,1.0,1,3,3,1,1
CG,4,4,0,0.0,1.0,1,2,2,1,1
CH,643,613,125,0.19440124416796267,0.9533437013996889,1,323,81,1,1
CI,2,2,0,0.0,1.0,1,1,1,1,1
CK,2,2,0,0.0,1.0,1,1,1,1,1
CL,153,88,9,0.058823529411764705,0.5751633986928104,1,76,33,1,1
CM,4,4,0,0.0,1.0,1,2,2,1,1
CN,100,95,10,0.1,0.95,1,50,23,1,1
CO,62,48,0,0.0,0.7741935483870968,1,31,22,1,1
CR,32,11,2,0.0625,0.34375,1,16,8,1,1
CU,2,2,0,0.0,1.0,1,1,1,1,1
CV,8,8,2,0.25,1.0,1,4,2,1,1
CW,4,4,2,0.5,1.0,1,2,2,1,1
CY,26,24,6,0.23076923076923078,0.9230769230769231,1,13,6,1,1
CZ,552,498,0,0.0,0.9021739130434783,1,277,112,1,1
DE,3172,3071,16,0.005044136191677175,0.9681588902900379,1,1590,376,1,1
DJ,6,6,2,0.3333333333333333,1.0,1,3,2,1,1
