probe_country,service_id,msm_id,file_name,total_mappable_segments,top1_network_transition_share,top2_network_transition_share,top3_network_transition_share,effective_network_transition_count,network_transition_concentration_tier,top1_corridor_share,top2_corridor_share,top3_corridor_share,effective_corridor_count,corridor_concentration_tier,cross_layer_distribution_class,country_fallback_share,auditable_cross_layer_case,sufficient_trace_observation,sufficient_corridor_observation,sufficient_network_transition_resolution,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,domestic_segment_share,international_segment_share,analysis_scope
AD,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,6,0.6666666666666666,1.0,1.0,1.8898815748423097,moderate_network_transition_concentration,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",3,1,0.0,1.0,probe_country_service
AE,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,6,0.3333333333333333,0.6666666666666666,1.0,2.9999999999999996,weak_network_transition_concentration,0.3333333333333333,0.6666666666666666,1.0,2.9999999999999996,weak_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1.0,0.0,probe_country_service
AL,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,2,1.0,1.0,1.0,1.0,severe_network_transition_concentration,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1.0,0.0,probe_country_service
AR,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,2,1.0,1.0,1.0,1.0,severe_network_transition_concentration,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1.0,0.0,probe_country_service
AT,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,2,1.0,1.0,1.0,1.0,severe_network_transition_concentration,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1.0,0.0,probe_country_service
AU,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,1488,0.49663978494623656,0.5833333333333334,0.655241935483871,9.76532265801381,broad_network_transition_distribution,0.4845430107526882,0.6592741935483871,0.747983870967742,5.33031564582997,broad_corridor_observation_distribution,network_and_physical_both_broad,0.0,True,True,True,True,True,auditable,,128,52,0.8682795698924731,0.13172043010752688,probe_country_service
AX,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,8,0.75,1.0,1.0,1.7547653506033232,moderate_network_transition_concentration,0.5,0.75,1.0,2.82842712474619,weak_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.75,0.25,probe_country_service
BB,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,2,1.0,1.0,1.0,1.0,severe_network_transition_concentration,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0,probe_country_service
BD,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,13,0.3076923076923077,0.5384615384615385,0.6923076923076923,4.7824704820732045,broad_network_transition_distribution,0.38461538461538464,0.6153846153846154,0.7692307692307693,4.389137802382906,broad_corridor_observation_distribution,network_and_physical_both_broad,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",4,4,0.7692307692307693,0.23076923076923078,probe_country_service
BG,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,4,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.5,1.0,1.0,2.0,moderate_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1.0,0.0,probe_country_service
BH,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,4,1.0,1.0,1.0,1.0,severe_network_transition_concentration,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1.0,0.0,probe_country_service
BJ,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,8,0.75,1.0,1.0,1.7547653506033232,moderate_network_transition_concentration,0.75,1.0,1.0,1.7547653506033232,moderate_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",3,2,0.0,1.0,probe_country_service
BO,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,6,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.6666666666666666,1.0,1.0,1.8898815748423097,moderate_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1.0,0.0,probe_country_service
BR,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,15,0.2,0.4,0.6000000000000001,5.678804561701127,broad_network_transition_distribution,0.26666666666666666,0.4666666666666667,0.6666666666666667,4.888007261905381,broad_corridor_observation_distribution,network_and_physical_both_broad,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",3,3,0.6,0.4,probe_country_service
BZ,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,2,1.0,1.0,1.0,1.0,severe_network_transition_concentration,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0,probe_country_service
CA,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,341,0.21700879765395895,0.36363636363636365,0.49560117302052786,11.580246079298423,broad_network_transition_distribution,0.7888563049853372,0.9501466275659823,0.9824046920821115,1.9789521160411998,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,64,10,0.8680351906158358,0.13196480938416422,probe_country_service
CD,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,1,1.0,1.0,1.0,1.0,severe_network_transition_concentration,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0,probe_country_service
CH,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,52,0.4230769230769231,0.6153846153846154,0.6923076923076923,6.558592876430338,broad_network_transition_distribution,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,19,9,1.0,0.0,probe_country_service
CK,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,8,0.5,0.75,1.0,2.82842712474619,weak_network_transition_concentration,0.5,0.75,1.0,2.82842712474619,weak_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.75,0.25,probe_country_service
CL,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,1,1.0,1.0,1.0,1.0,severe_network_transition_concentration,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1.0,0.0,probe_country_service
CM,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,4,0.5,1.0,1.0,2.0,moderate_network_transition_concentration,0.5,1.0,1.0,2.0,moderate_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0,probe_country_service
CN,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,204,0.19117647058823528,0.3627450980392157,0.48039215686274506,11.566755077594218,broad_network_transition_distribution,0.3480392156862745,0.5833333333333333,0.6813725490196079,6.044522900889003,broad_corridor_observation_distribution,network_and_physical_both_broad,0.0,True,True,True,True,True,auditable,,19,10,0.6813725490196079,0.31862745098039214,probe_country_service
CO,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,22,0.2727272727272727,0.5454545454545454,0.7727272727272727,4.6418528891436726,broad_network_transition_distribution,0.3181818181818182,0.5909090909090908,0.8181818181818181,3.917261006495293,weak_corridor_observation_concentration,network_and_physical_both_broad,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",4,3,0.0,1.0,probe_country_service
CU,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,1,1.0,1.0,1.0,1.0,severe_network_transition_concentration,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0,probe_country_service
CV,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,14,0.42857142857142855,0.8571428571428571,1.0,2.729838563103603,moderate_network_transition_concentration,0.42857142857142855,0.8571428571428571,1.0,2.729838563103603,moderate_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",3,2,0.8571428571428571,0.14285714285714285,probe_country_service
CW,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,4,0.5,0.75,1.0,2.82842712474619,weak_network_transition_concentration,0.5,0.75,1.0,2.82842712474619,weak_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,0.0,1.0,probe_country_service
CY,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,8,0.5,1.0,1.0,2.0,moderate_network_transition_concentration,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",5,2,0.0,1.0,probe_country_service
DE,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,64,0.390625,0.609375,0.734375,5.571766451782625,broad_network_transition_distribution,0.484375,0.734375,0.953125,3.331570153336601,weak_corridor_observation_concentration,network_and_physical_both_broad,0.0,False,False,False,True,False,insufficient_minimum_unique_probes,minimum_unique_probes,9,4,0.515625,0.484375,probe_country_service
DJ,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,4,0.5,1.0,1.0,2.0,moderate_network_transition_concentration,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,0.0,1.0,probe_country_service
DK,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,396,0.15404040404040403,0.3005050505050505,0.4267676767676768,17.674285639126747,broad_network_transition_distribution,0.8080808080808081,0.9494949494949495,0.9898989898989898,1.8680148815937776,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,74,27,0.9595959595959596,0.04040404040404041,probe_country_service
DO,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,8,0.75,0.875,1.0,2.0867794400977164,moderate_network_transition_concentration,0.75,1.0,1.0,1.7547653506033232,moderate_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",3,3,0.0,1.0,probe_country_service
EC,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,15,0.5333333333333333,1.0,1.0,1.9955571994469739,moderate_network_transition_concentration,0.5333333333333333,1.0,1.0,1.9955571994469739,moderate_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",5,5,0.5333333333333333,0.4666666666666667,probe_country_service
EE,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,15,0.5333333333333333,1.0,1.0,1.9955571994469739,moderate_network_transition_concentration,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",8,6,0.0,1.0,probe_country_service
ES,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,31,0.25806451612903225,0.4838709677419355,0.6129032258064516,6.53131835590138,broad_network_transition_distribution,0.2903225806451613,0.5483870967741935,0.6774193548387097,6.124281786878206,broad_corridor_observation_distribution,network_and_physical_both_broad,0.0,False,False,False,True,False,insufficient_minimum_unique_probes,minimum_unique_probes,7,3,0.7096774193548387,0.2903225806451613,probe_country_service
FI,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,131,0.366412213740458,0.6106870229007634,0.7404580152671756,6.092115848855324,broad_network_transition_distribution,0.549618320610687,0.7938931297709924,0.8702290076335878,3.5208391750231423,weak_corridor_observation_concentration,network_and_physical_both_broad,0.0,True,True,True,True,True,auditable,,37,11,0.3816793893129771,0.6183206106870229,probe_country_service
FJ,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,6,0.3333333333333333,0.6666666666666666,1.0,2.9999999999999996,weak_network_transition_concentration,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1.0,0.0,probe_country_service
FM,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,3,1.0,1.0,1.0,1.0,severe_network_transition_concentration,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1,1.0,0.0,probe_country_service
FR,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,126,0.873015873015873,0.9365079365079365,1.0,1.5978066867505831,severe_network_transition_concentration,0.7301587301587301,0.873015873015873,1.0,2.159061187891577,moderate_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,True,True,True,True,True,auditable,,12,10,1.0,0.0,probe_country_service
GB,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,40,0.95,1.0,1.0,1.2195906179141718,severe_network_transition_concentration,0.55,0.9500000000000001,1.0,2.3282414889191574,moderate_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,True,True,True,True,True,auditable,,11,4,1.0,0.0,probe_country_service
GG,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,4,1.0,1.0,1.0,1.0,severe_network_transition_concentration,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1.0,0.0,probe_country_service
GH,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,2,1.0,1.0,1.0,1.0,severe_network_transition_concentration,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0,probe_country_service
GP,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,4,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.5,1.0,1.0,2.0,moderate_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.5,0.5,probe_country_service
GQ,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,2,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.5,1.0,1.0,2.0,moderate_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.5,0.5,probe_country_service
GT,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,2,1.0,1.0,1.0,1.0,severe_network_transition_concentration,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0,probe_country_service
GU,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,27,0.6666666666666666,0.8148148148148148,0.8888888888888888,2.8888455168024434,moderate_network_transition_concentration,0.8148148148148148,0.8888888888888888,0.9629629629629629,1.9630928428655745,severe_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",5,2,0.8888888888888888,0.1111111111111111,probe_country_service
HK,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,205,0.2731707317073171,0.40975609756097564,0.5024390243902439,15.53075850704103,broad_network_transition_distribution,0.4292682926829268,0.8390243902439024,0.8975609756097561,3.482419597404852,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,18,14,0.9463414634146341,0.05365853658536585,probe_country_service
HN,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,2,1.0,1.0,1.0,1.0,severe_network_transition_concentration,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0,probe_country_service
ID,K-Root,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,330,0.1606060606060606,0.27575757575757576,0.3242424242424243,38.78306662313956,broad_network_transition_distribution,0.8939393939393939,0.9272727272727272,0.9515151515151515,1.6711727751714829,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,65,49,1.0,0.0,probe_country_service
