probe_country,service_id,service_class,deployment_type,total_valid_traces,mappable_traces,submarine_exposed_traces,service_physical_exposure_rate,mappable_trace_rate,unique_probes,unique_probe_asns,unique_target_ips,unique_target_asns,service_entry_resolution_rate,sufficient_trace_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,analysis_scope
AZ,K-Root,dns_root,anycast,18,12,0,0.0,0.6666666666666666,9,8,1,1,0.6666666666666666,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
BA,K-Root,dns_root,anycast,30,28,0,0.0,0.9333333333333333,15,6,1,1,0.9333333333333333,True,True,auditable,,probe_country_service
BB,K-Root,dns_root,anycast,2,2,2,1.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
BD,K-Root,dns_root,anycast,18,18,9,0.5,1.0,9,6,1,1,0.8888888888888888,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
BE,K-Root,dns_root,anycast,296,285,0,0.0,0.9628378378378378,147,26,1,1,0.9628378378378378,True,True,auditable,,probe_country_service
BF,K-Root,dns_root,anycast,8,6,0,0.0,0.75,4,3,1,1,0.75,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
BG,K-Root,dns_root,anycast,166,154,2,0.012048192771084338,0.927710843373494,83,51,1,1,0.9156626506024096,True,True,auditable,,probe_country_service
BH,K-Root,dns_root,anycast,10,6,2,0.2,0.6,5,2,1,1,0.6,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
BI,K-Root,dns_root,anycast,2,2,0,0.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
BJ,K-Root,dns_root,anycast,14,14,8,0.5714285714285714,1.0,7,4,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
BL,K-Root,dns_root,anycast,2,2,0,0.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
BO,K-Root,dns_root,anycast,36,36,2,0.05555555555555555,1.0,18,9,1,1,1.0,True,True,auditable,,probe_country_service
BR,K-Root,dns_root,anycast,173,152,12,0.06936416184971098,0.8786127167630058,87,58,1,1,0.8092485549132948,True,True,auditable,,probe_country_service
BT,K-Root,dns_root,anycast,4,2,0,0.0,0.5,2,2,1,1,0.5,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
BW,K-Root,dns_root,anycast,2,2,0,0.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
BY,K-Root,dns_root,anycast,46,46,0,0.0,1.0,23,14,1,1,0.9565217391304348,True,True,auditable,,probe_country_service
BZ,K-Root,dns_root,anycast,2,2,2,1.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
CA,K-Root,dns_root,anycast,545,519,136,0.24954128440366974,0.9522935779816514,272,85,1,1,0.944954128440367,True,True,auditable,,probe_country_service
CD,K-Root,dns_root,anycast,6,6,1,0.16666666666666666,1.0,3,3,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
CG,K-Root,dns_root,anycast,4,2,0,0.0,0.5,2,2,1,1,0.5,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
CH,K-Root,dns_root,anycast,647,601,38,0.05873261205564142,0.9289026275115919,324,81,1,1,0.9165378670788253,True,True,auditable,,probe_country_service
CI,K-Root,dns_root,anycast,2,2,0,0.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
CK,K-Root,dns_root,anycast,2,2,2,1.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
CL,K-Root,dns_root,anycast,154,64,1,0.006493506493506494,0.4155844155844156,76,33,1,1,0.4155844155844156,True,True,auditable,,probe_country_service
CM,K-Root,dns_root,anycast,4,4,4,1.0,1.0,2,2,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
CN,K-Root,dns_root,anycast,100,92,51,0.51,0.92,50,23,1,1,0.53,True,True,auditable,,probe_country_service
CO,K-Root,dns_root,anycast,62,60,18,0.2903225806451613,0.967741935483871,31,22,1,1,0.9516129032258065,True,True,auditable,,probe_country_service
CR,K-Root,dns_root,anycast,32,26,0,0.0,0.8125,16,8,1,1,0.8125,True,True,auditable,,probe_country_service
CU,K-Root,dns_root,anycast,2,2,1,0.5,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
CV,K-Root,dns_root,anycast,8,8,6,0.75,1.0,4,2,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
CW,K-Root,dns_root,anycast,4,4,3,0.75,1.0,2,2,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
CY,K-Root,dns_root,anycast,26,24,8,0.3076923076923077,0.9230769230769231,13,6,1,1,0.9230769230769231,False,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,probe_country_service
CZ,K-Root,dns_root,anycast,554,546,0,0.0,0.9855595667870036,278,112,1,1,0.9819494584837545,True,True,auditable,,probe_country_service
DE,K-Root,dns_root,anycast,3187,3087,42,0.013178537809852526,0.9686225290241607,1596,376,1,1,0.9610919359899592,True,True,auditable,,probe_country_service
DJ,K-Root,dns_root,anycast,6,6,4,0.6666666666666666,1.0,3,2,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
DK,K-Root,dns_root,anycast,216,204,174,0.8055555555555556,0.9444444444444444,108,35,1,1,0.9444444444444444,True,True,auditable,,probe_country_service
DO,K-Root,dns_root,anycast,18,18,8,0.4444444444444444,1.0,9,7,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
DZ,K-Root,dns_root,anycast,2,2,0,0.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
EC,K-Root,dns_root,anycast,48,46,15,0.3125,0.9583333333333334,24,19,1,1,0.9166666666666666,True,True,auditable,,probe_country_service
EE,K-Root,dns_root,anycast,76,66,15,0.19736842105263158,0.868421052631579,39,22,1,1,0.868421052631579,True,True,auditable,,probe_country_service
EG,K-Root,dns_root,anycast,4,4,0,0.0,1.0,2,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
ES,K-Root,dns_root,anycast,461,388,27,0.05856832971800434,0.841648590021692,230,73,1,1,0.8199566160520607,True,True,auditable,,probe_country_service
ET,K-Root,dns_root,anycast,2,2,0,0.0,1.0,1,1,1,1,0.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
FI,K-Root,dns_root,anycast,280,269,119,0.425,0.9607142857142857,141,50,1,1,0.9535714285714286,True,True,auditable,,probe_country_service
FJ,K-Root,dns_root,anycast,4,2,2,0.5,0.5,2,2,1,1,0.5,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
FM,K-Root,dns_root,anycast,5,3,3,0.6,0.6,3,1,1,1,0.6,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
FR,K-Root,dns_root,anycast,1901,1798,31,0.016307206733298264,0.9458179905312993,952,163,1,1,0.9374013677012099,True,True,auditable,,probe_country_service
GB,K-Root,dns_root,anycast,1047,981,24,0.022922636103151862,0.9369627507163324,524,186,1,1,0.933142311365807,True,True,auditable,,probe_country_service
GE,K-Root,dns_root,anycast,20,20,0,0.0,1.0,10,6,1,1,1.0,False,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,probe_country_service
GF,K-Root,dns_root,anycast,2,2,0,0.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
GG,K-Root,dns_root,anycast,2,2,2,1.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
GH,K-Root,dns_root,anycast,6,6,2,0.3333333333333333,1.0,3,3,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
GP,K-Root,dns_root,anycast,4,4,2,0.5,1.0,2,2,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
GQ,K-Root,dns_root,anycast,2,2,2,1.0,1.0,1,1,1,1,0.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
GR,K-Root,dns_root,anycast,148,136,0,0.0,0.918918918918919,74,26,1,1,0.918918918918919,True,True,auditable,,probe_country_service
GT,K-Root,dns_root,anycast,8,4,2,0.25,0.5,4,3,1,1,0.5,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
GU,K-Root,dns_root,anycast,18,16,12,0.6666666666666666,0.8888888888888888,9,5,1,1,0.7777777777777778,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
HK,K-Root,dns_root,anycast,98,95,72,0.7346938775510204,0.9693877551020408,49,32,1,1,0.9081632653061225,True,True,auditable,,probe_country_service
HN,K-Root,dns_root,anycast,18,8,2,0.1111111111111111,0.4444444444444444,9,6,1,1,0.4444444444444444,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
HR,K-Root,dns_root,anycast,84,84,0,0.0,1.0,42,20,1,1,1.0,True,True,auditable,,probe_country_service
HT,K-Root,dns_root,anycast,2,2,0,0.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
HU,K-Root,dns_root,anycast,110,104,0,0.0,0.9454545454545454,55,23,1,1,0.9454545454545454,True,True,auditable,,probe_country_service
ID,K-Root,dns_root,anycast,157,149,129,0.821656050955414,0.9490445859872612,79,57,1,1,0.9363057324840764,True,True,auditable,,probe_country_service
IE,K-Root,dns_root,anycast,174,170,0,0.0,0.9770114942528736,87,24,1,1,0.9655172413793104,True,True,auditable,,probe_country_service
IL,K-Root,dns_root,anycast,61,59,39,0.639344262295082,0.9672131147540983,31,12,1,1,0.9508196721311475,True,True,auditable,,probe_country_service
IM,K-Root,dns_root,anycast,6,6,4,0.6666666666666666,1.0,3,3,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
IN,K-Root,dns_root,anycast,271,228,8,0.02952029520295203,0.8413284132841329,135,59,1,1,0.8339483394833949,True,True,auditable,,probe_country_service
IQ,K-Root,dns_root,anycast,16,14,0,0.0,0.875,8,6,1,1,0.875,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
IR,K-Root,dns_root,anycast,88,16,0,0.0,0.18181818181818182,44,22,1,1,0.1590909090909091,True,True,auditable,,probe_country_service
IS,K-Root,dns_root,anycast,22,22,0,0.0,1.0,11,8,1,1,1.0,False,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,probe_country_service
IT,K-Root,dns_root,anycast,611,513,0,0.0,0.839607201309329,307,102,1,1,0.8101472995090017,True,True,auditable,,probe_country_service
JO,K-Root,dns_root,anycast,4,2,0,0.0,0.5,2,2,1,1,0.5,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
JP,K-Root,dns_root,anycast,446,422,93,0.2085201793721973,0.9461883408071748,224,98,1,1,0.9417040358744395,True,True,auditable,,probe_country_service
KE,K-Root,dns_root,anycast,30,28,4,0.13333333333333333,0.9333333333333333,15,10,1,1,0.9333333333333333,True,True,auditable,,probe_country_service
KG,K-Root,dns_root,anycast,40,34,0,0.0,0.85,20,13,1,1,0.85,True,True,auditable,,probe_country_service
KH,K-Root,dns_root,anycast,6,6,6,1.0,1.0,3,3,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
KI,K-Root,dns_root,anycast,4,4,4,1.0,1.0,2,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
KN,K-Root,dns_root,anycast,2,2,2,1.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
KR,K-Root,dns_root,anycast,44,38,6,0.13636363636363635,0.8636363636363636,22,12,1,1,0.8181818181818182,True,True,auditable,,probe_country_service
KW,K-Root,dns_root,anycast,4,2,0,0.0,0.5,2,2,1,1,0.5,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
KY,K-Root,dns_root,anycast,2,2,2,1.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
KZ,K-Root,dns_root,anycast,108,108,0,0.0,1.0,54,20,1,1,1.0,True,True,auditable,,probe_country_service
LA,K-Root,dns_root,anycast,2,2,0,0.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
LB,K-Root,dns_root,anycast,4,0,0,0.0,0.0,2,2,1,1,0.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
LC,K-Root,dns_root,anycast,4,4,0,0.0,1.0,2,2,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
LI,K-Root,dns_root,anycast,6,6,0,0.0,1.0,3,3,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
LK,K-Root,dns_root,anycast,26,24,6,0.23076923076923078,0.9230769230769231,13,6,1,1,0.9230769230769231,False,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,probe_country_service
LS,K-Root,dns_root,anycast,2,2,0,0.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
LT,K-Root,dns_root,anycast,72,68,0,0.0,0.9444444444444444,36,21,1,1,0.9166666666666666,True,True,auditable,,probe_country_service
LU,K-Root,dns_root,anycast,76,58,0,0.0,0.7631578947368421,38,20,1,1,0.7631578947368421,True,True,auditable,,probe_country_service
LV,K-Root,dns_root,anycast,61,59,0,0.0,0.9672131147540983,31,19,1,1,0.9672131147540983,True,True,auditable,,probe_country_service
MA,K-Root,dns_root,anycast,2,2,0,0.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
MD,K-Root,dns_root,anycast,50,32,0,0.0,0.64,25,15,1,1,0.64,True,True,auditable,,probe_country_service
ME,K-Root,dns_root,anycast,12,12,0,0.0,1.0,6,5,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
MG,K-Root,dns_root,anycast,4,4,0,0.0,1.0,2,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
MH,K-Root,dns_root,anycast,2,2,2,1.0,1.0,1,1,1,1,0.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
MK,K-Root,dns_root,anycast,20,18,0,0.0,0.9,10,8,1,1,0.6,False,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,probe_country_service
ML,K-Root,dns_root,anycast,2,2,2,1.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
MM,K-Root,dns_root,anycast,6,4,4,0.6666666666666666,0.6666666666666666,3,3,1,1,0.6666666666666666,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
MN,K-Root,dns_root,anycast,14,14,14,1.0,1.0,7,7,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
MP,K-Root,dns_root,anycast,2,2,2,1.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
MT,K-Root,dns_root,anycast,16,16,16,1.0,1.0,8,2,1,1,0.9375,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
MU,K-Root,dns_root,anycast,16,14,0,0.0,0.875,8,4,1,1,0.875,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
MV,K-Root,dns_root,anycast,22,22,20,0.9090909090909091,1.0,11,4,1,1,0.9090909090909091,False,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,probe_country_service
MW,K-Root,dns_root,anycast,2,2,0,0.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
MX,K-Root,dns_root,anycast,84,73,6,0.07142857142857142,0.8690476190476191,42,21,1,1,0.8690476190476191,True,True,auditable,,probe_country_service
MY,K-Root,dns_root,anycast,65,63,17,0.26153846153846155,0.9692307692307692,33,18,1,1,0.9692307692307692,True,True,auditable,,probe_country_service
MZ,K-Root,dns_root,anycast,6,4,0,0.0,0.6666666666666666,3,3,1,1,0.6666666666666666,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
NA,K-Root,dns_root,anycast,3497,3202,557,0.15927938232770947,0.9156419788390049,1750,4,1,1,0.8839004861309694,True,True,auditable,,probe_country_service
NC,K-Root,dns_root,anycast,10,10,10,1.0,1.0,5,2,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
NG,K-Root,dns_root,anycast,19,19,6,0.3157894736842105,1.0,9,6,1,1,0.631578947368421,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
NI,K-Root,dns_root,anycast,12,8,0,0.0,0.6666666666666666,6,4,1,1,0.6666666666666666,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
NL,K-Root,dns_root,anycast,1149,1105,14,0.012184508268059183,0.9617058311575283,577,159,1,1,0.9573542210617929,True,True,auditable,,probe_country_service
NO,K-Root,dns_root,anycast,178,170,137,0.7696629213483146,0.9550561797752809,89,33,1,1,0.9438202247191011,True,True,auditable,,probe_country_service
NP,K-Root,dns_root,anycast,29,29,0,0.0,1.0,15,9,1,1,1.0,False,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,probe_country_service
NZ,K-Root,dns_root,anycast,196,178,165,0.8418367346938775,0.9081632653061225,98,32,1,1,0.8979591836734694,True,True,auditable,,probe_country_service
OM,K-Root,dns_root,anycast,2,2,0,0.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
PA,K-Root,dns_root,anycast,36,30,0,0.0,0.8333333333333334,18,11,1,1,0.8333333333333334,True,True,auditable,,probe_country_service
PE,K-Root,dns_root,anycast,41,35,20,0.4878048780487805,0.8536585365853658,21,16,1,1,0.8048780487804879,True,True,auditable,,probe_country_service
PF,K-Root,dns_root,anycast,10,10,0,0.0,1.0,5,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
PG,K-Root,dns_root,anycast,2,2,2,1.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
PH,K-Root,dns_root,anycast,118,114,60,0.5084745762711864,0.9661016949152542,59,33,1,1,0.9491525423728814,True,True,auditable,,probe_country_service
PK,K-Root,dns_root,anycast,12,8,2,0.16666666666666666,0.6666666666666666,6,5,1,1,0.6666666666666666,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
PL,K-Root,dns_root,anycast,408,364,4,0.00980392156862745,0.8921568627450981,204,120,1,1,0.8921568627450981,True,True,auditable,,probe_country_service
PR,K-Root,dns_root,anycast,2,2,2,1.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
PS,K-Root,dns_root,anycast,2,2,0,0.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
PT,K-Root,dns_root,anycast,190,178,100,0.5263157894736842,0.9368421052631579,95,21,1,1,0.9315789473684211,True,True,auditable,,probe_country_service
PW,K-Root,dns_root,anycast,2,2,0,0.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
