country,msm_id,file_name,total_mappable_segments,total_observation_mass,unique_corridors_observed,top1_corridor_id,top1_corridor_share,top2_corridor_share,top3_corridor_share,effective_corridor_count,corridor_concentration_tier,is_corridor_concentrated,auditable_corridor_concentration,sufficient_corridor_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,unique_measurements_or_targets,domestic_segment_share,international_segment_share,paper_case_scope,probe_country,service_id
FR,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,184,184.0,1,landing_region_0230::landing_region_0431,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,True,True,True,auditable,,103,47,1,0.0,1.0,country_corridor_concentration_summary,,
CH,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,66,66.0,1,landing_region_0376::landing_region_0376,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,True,True,True,auditable,,22,11,1,1.0,0.0,country_corridor_concentration_summary,,
,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,52,52.0,1,landing_region_0376::landing_region_0376,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,True,True,True,auditable,,19,9,1,1.0,0.0,service_country_corridor_concentration_summary,CH,K-Root
,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,198,198.0,2,landing_region_0239::landing_region_0239,0.9797979797979798,1.0,1.0,1.1038723342398742,severe_corridor_observation_concentration,True,True,True,True,auditable,,49,11,1,1.0,0.0,service_country_corridor_concentration_summary,PT,K-Root
PT,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,254,254.0,3,landing_region_0239::landing_region_0239,0.9763779527559056,0.9921259842519685,1.0,1.1352520946509417,severe_corridor_observation_concentration,True,True,True,True,auditable,,64,18,1,0.9921259842519685,0.007874015748031496,country_corridor_concentration_summary,,
CA,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,399,399.0,3,landing_region_0008::landing_region_0008,0.9649122807017544,0.9899749373433584,1.0,1.1888628074417145,severe_corridor_observation_concentration,True,True,True,True,auditable,,81,14,1,0.8771929824561403,0.12280701754385964,country_corridor_concentration_summary,,
MV,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,44,44.0,2,landing_region_0439::landing_region_0439,0.9545454545454546,1.0,1.0,1.20310702625738,severe_corridor_observation_concentration,True,True,True,True,auditable,,10,3,1,0.9545454545454546,0.045454545454545456,country_corridor_concentration_summary,,
AE,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,30,30.0,2,landing_region_0330::landing_region_0377,0.9333333333333333,1.0,1.0,1.2775319170740629,severe_corridor_observation_concentration,True,True,True,True,auditable,,14,7,1,0.06666666666666667,0.9333333333333333,country_corridor_concentration_summary,,
TW,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,821,821.0,6,landing_region_0719::landing_region_0719,0.9086479902557856,0.9732034104750305,0.9878197320341047,1.4803003940088701,severe_corridor_observation_concentration,True,True,True,True,auditable,,162,46,1,0.9829476248477467,0.01705237515225335,country_corridor_concentration_summary,,
,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,330,330.0,8,landing_region_0061::landing_region_0061,0.8939393939393939,0.9272727272727272,0.9515151515151515,1.6711727751714829,severe_corridor_observation_concentration,True,True,True,True,auditable,,65,49,1,1.0,0.0,service_country_corridor_concentration_summary,ID,K-Root
HK,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,516,516.0,5,landing_region_0230::landing_region_0230,0.874031007751938,0.937984496124031,0.9593023255813954,1.7057780912521043,severe_corridor_observation_concentration,True,True,True,True,auditable,,131,74,1,0.874031007751938,0.12596899224806202,country_corridor_concentration_summary,,
ZA,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,43,43.0,4,landing_region_0233::landing_region_0556,0.8604651162790697,0.9069767441860465,0.9534883720930232,1.746149368757859,severe_corridor_observation_concentration,True,True,True,True,auditable,,19,7,1,0.046511627906976744,0.9534883720930233,country_corridor_concentration_summary,,
,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,404,404.0,6,landing_region_0719::landing_region_0719,0.8539603960396039,0.9504950495049505,0.9801980198019802,1.756285523562374,severe_corridor_observation_concentration,True,True,True,True,auditable,,43,16,1,0.995049504950495,0.0049504950495049506,service_country_corridor_concentration_summary,TW,K-Root
NG,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,42,42.0,4,landing_region_0006::landing_region_0556,0.8333333333333334,0.9285714285714286,0.9761904761904763,1.8401452782076908,severe_corridor_observation_concentration,True,True,True,True,auditable,,18,9,1,0.0,1.0,country_corridor_concentration_summary,,
ID,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,553,553.0,7,landing_region_0061::landing_region_0061,0.8155515370705244,0.9547920433996383,0.9746835443037974,1.8936387337867595,severe_corridor_observation_concentration,True,True,True,True,auditable,,111,64,1,1.0,0.0,country_corridor_concentration_summary,,
,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,396,396.0,4,landing_region_0051::landing_region_0051,0.8080808080808081,0.9494949494949495,0.9898989898989898,1.8680148815937776,severe_corridor_observation_concentration,True,True,True,True,auditable,,74,27,1,0.9595959595959596,0.04040404040404041,service_country_corridor_concentration_summary,DK,K-Root
NO,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,285,285.0,9,landing_region_0335::landing_region_0335,0.8035087719298246,0.880701754385965,0.9157894736842106,2.318178203838461,severe_corridor_observation_concentration,True,True,True,True,auditable,,61,26,1,1.0,0.0,country_corridor_concentration_summary,,
,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,341,341.0,6,landing_region_0008::landing_region_0008,0.7888563049853372,0.9501466275659823,0.9824046920821115,1.9789521160411998,moderate_corridor_observation_concentration,True,True,True,True,auditable,,64,10,1,0.8680351906158358,0.13196480938416422,service_country_corridor_concentration_summary,CA,K-Root
DK,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,395,395.0,4,landing_region_0051::landing_region_0051,0.7873417721518987,0.9645569620253165,0.9898734177215189,1.8860363040201127,moderate_corridor_observation_concentration,True,True,True,True,auditable,,76,28,1,0.959493670886076,0.04050632911392405,country_corridor_concentration_summary,,
,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,79,79.0,2,landing_region_0083::landing_region_0083,0.7848101265822784,1.0,1.0,1.6832933004826205,moderate_corridor_observation_concentration,True,True,True,True,auditable,,18,8,1,0.7848101265822784,0.21518987341772153,service_country_corridor_concentration_summary,IL,K-Root
IL,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,90,90.0,2,landing_region_0083::landing_region_0083,0.7777777777777778,1.0,1.0,1.6984332340231805,moderate_corridor_observation_concentration,True,True,True,True,auditable,,21,9,1,0.7777777777777778,0.2222222222222222,country_corridor_concentration_summary,,
,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,210,210.0,4,landing_region_0051::landing_region_0051,0.7761904761904762,0.980952380952381,0.9904761904761905,1.8404936679577253,moderate_corridor_observation_concentration,True,True,True,True,auditable,,25,14,1,0.9619047619047619,0.0380952380952381,service_country_corridor_concentration_summary,SE,K-Root
NZ,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,799,799.0,9,landing_region_0089::landing_region_0089,0.7509386733416771,0.8410513141426783,0.918648310387985,2.6317811149588453,moderate_corridor_observation_concentration,True,True,True,True,auditable,,149,49,1,0.9824780976220275,0.017521902377972465,country_corridor_concentration_summary,,
,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,300,300.0,13,landing_region_0335::landing_region_0335,0.75,0.8066666666666666,0.8533333333333333,3.063962372291813,moderate_corridor_observation_concentration,True,True,True,True,auditable,,60,25,1,0.9733333333333334,0.02666666666666667,service_country_corridor_concentration_summary,NO,K-Root
CN,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,92,92.0,3,landing_region_0230::landing_region_0230,0.7391304347826086,0.9891304347826086,1.0,1.8573457610186905,moderate_corridor_observation_concentration,True,True,True,True,auditable,,21,6,1,0.7391304347826086,0.2608695652173913,country_corridor_concentration_summary,,
,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,126,126.0,3,landing_region_0041::landing_region_0041,0.7301587301587301,0.873015873015873,1.0,2.159061187891577,moderate_corridor_observation_concentration,True,True,True,True,auditable,,12,10,1,1.0,0.0,service_country_corridor_concentration_summary,FR,K-Root
SE,5001,dns-root_k-root_msm5001_20260701T000000Z_010000Z.json,281,281.0,4,landing_region_0051::landing_region_0051,0.7259786476868327,0.9857651245551602,0.9928825622775801,1.9213785089351427,moderate_corridor_observation_concentration,True,True,True,True,auditable,,39,24,1,0.9430604982206405,0.05693950177935943,country_corridor_concentration_summary,,
