core_agreement,candidate_rows,candidate_row_share,aggregate_normalized_support,aggregate_support_share,units_affected
dual_core_agreement,1129435,0.6350349162796451,187639.87937079027,0.6388501757512904,106
geo_dominant_as_weak,500358,0.28133075443903427,77903.83443835955,0.2652361453734387,87
weak_dual_evidence,148747,0.08363432928132064,28171.286190850176,0.09591367887527084,74
