unit_id,src_country,network_definition,physical_level,candidate_view,physical_diversity_view,network_score_column,selected_network_diversity_score,network_diversity_score,network_diversity_combined,network_diversity_as_only,network_diversity_country_only,network_diversity_target_probe,network_diversity_as_egress_primary,network_diversity_dst_asn_primary,physical_candidate_diversity_upper_bound,network_percentile,physical_upper_bound_percentile,network_rank_upper_bound,physical_upper_rank,rank_gap_upper_bound,network_physical_upper_bound_percentile_gap,network_high,physical_upper_low,upper_bound_mismatch_category,strict_upper_bound_mismatch_75_25,pdb_num_ixps,pdb_num_facilities,pdb_num_networks,pdb_num_network_facility_presence,pdb_num_ixp_participants,pdb_ixp_participant_entropy,pdb_facility_participant_entropy,pdb_interconnection_footprint_score,pdb_interconnection_footprint_percentile,pdb_interconnection_footprint_tier
src_country=AE|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,AE,as_egress_primary,corridor,conservative_set,upper_bound,network_diversity_as_egress_primary,6.012979423062976,6.012979423062976,12.606490936117313,7.497779436572001,1.5199875870822348,3.588723912463076,6.012979423062976,5.146852785069608,39.0,0.8508771929824561,0.8026315789473685,18.0,22.0,4.0,0.04824561403508765,True,False,network_high_physical_upper_high,False,2.0,15.0,169.0,187.0,145.0,0.5654001452743456,1.252359465175292,10.82475905840779,0.6847826086956522,high
src_country=AG|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,AG,as_egress_primary,corridor,conservative_set,upper_bound,network_diversity_as_egress_primary,0.8664339756999316,0.8664339756999316,2.1910133173369406,0.6931471805599453,0.17328679513998632,1.324579341637009,0.8664339756999316,0.6931471805599453,20.0,0.16228070175438597,0.6754385964912281,84.0,32.0,-52.0,-0.513157894736842,False,False,network_low_physical_upper_high,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0244565217391304,low
src_country=AL|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,AL,as_egress_primary,corridor,conservative_set,upper_bound,network_diversity_as_egress_primary,0.8664339756999316,0.8664339756999316,2.359249435647547,0.6931471805599453,0.17328679513998632,1.4928154599476156,0.8664339756999316,0.6931471805599453,1.0,0.16228070175438597,0.07017543859649122,84.0,50.0,-34.0,0.09210526315789475,False,True,network_low_physical_upper_low,False,1.0,6.0,28.0,19.0,23.0,-0.0,1.156135669649826,7.162488829251559,0.5108695652173914,medium
src_country=AO|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,AO,as_egress_primary,corridor,conservative_set,upper_bound,network_diversity_as_egress_primary,3.2018396943823566,3.2018396943823566,7.333462048639218,4.183260761561009,1.590620130818332,1.559581156259877,3.2018396943823566,3.2556660109635276,10.0,0.5614035087719298,0.47368421052631576,51.0,41.0,-10.0,0.08771929824561403,True,True,network_high_physical_upper_low,False,2.0,8.0,35.0,28.0,38.0,0.6779471359178069,1.3644867010839494,8.921789641462196,0.5815217391304348,medium
src_country=AT|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,AT,as_egress_primary,corridor,conservative_set,upper_bound,network_diversity_as_egress_primary,4.332253245979553,4.332253245979553,9.811660411373255,6.446811702404304,1.0967345428157522,2.268114166153199,4.332253245979553,4.8189956357350905,2.0,0.6842105263157895,0.17543859649122806,37.0,49.0,12.0,0.5087719298245614,True,True,network_high_physical_upper_low,False,6.0,56.0,299.0,504.0,229.0,0.8832602326962405,2.767272949336192,15.343277073578498,0.8315217391304348,high
src_country=AU|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,AU,as_egress_primary,corridor,conservative_set,upper_bound,network_diversity_as_egress_primary,8.297508847134408,8.297508847134408,15.421665497782612,9.563793197429625,1.0601897260377828,4.797682574315203,8.297508847134408,7.074349590940825,53.0,0.956140350877193,0.8771929824561403,6.0,15.0,9.0,0.07894736842105265,True,False,network_high_physical_upper_high,False,36.0,163.0,752.0,2126.0,1703.0,2.8047520506896526,3.677124714727356,21.816726333685327,0.9565217391304348,high
src_country=AX|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,AX,as_egress_primary,corridor,conservative_set,upper_bound,network_diversity_as_egress_primary,0.8664339756999316,0.8664339756999316,2.359555547942499,0.6931471805599453,0.7999743916826223,0.8664339756999316,0.8664339756999316,0.6931471805599453,5.0,0.16228070175438597,0.34210526315789475,84.0,46.0,-38.0,-0.17982456140350878,False,True,network_low_physical_upper_low,False,,,,,,,,,,
src_country=BB|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,BB,as_egress_primary,corridor,conservative_set,upper_bound,network_diversity_as_egress_primary,0.8664339756999316,0.8664339756999316,1.732867951399863,0.6931471805599453,0.17328679513998632,0.8664339756999316,0.8664339756999316,0.6931471805599453,1.0,0.16228070175438597,0.07017543859649122,84.0,50.0,-34.0,0.09210526315789475,False,True,network_low_physical_upper_low,False,,,,,,,,,,
src_country=BG|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,BG,as_egress_primary,corridor,conservative_set,upper_bound,network_diversity_as_egress_primary,1.732867951399863,1.732867951399863,4.47275366465436,3.086459303534469,0.17328679513998632,1.2130075659799042,1.732867951399863,2.4260151319598084,3.0,0.34210526315789475,0.2412280701754386,76.0,48.0,-28.0,0.10087719298245615,False,True,network_low_physical_upper_low,False,8.0,30.0,362.0,469.0,401.0,1.6151499861121996,2.158086135642676,15.298850737841091,0.8260869565217391,high
src_country=BH|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,BH,as_egress_primary,corridor,conservative_set,upper_bound,network_diversity_as_egress_primary,4.101678178896789,4.101678178896789,10.86908222047115,6.382778173853718,1.8566898086094206,2.6296142380080125,4.101678178896789,4.633794372119327,35.0,0.6754385964912281,0.7894736842105263,38.0,23.0,-15.0,-0.11403508771929827,True,False,network_high_physical_upper_high,False,2.0,8.0,28.0,8.0,27.0,-0.0,1.3862943611198906,8.049427057110695,0.5489130434782609,medium
src_country=BJ|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,BJ,as_egress_primary,corridor,conservative_set,upper_bound,network_diversity_as_egress_primary,2.5431579703427474,2.5431579703427474,5.37690562352678,2.8043018942699374,1.1568636092228566,1.4157401200339865,2.5431579703427474,2.1965843800627747,4.0,0.47368421052631576,0.29385964912280704,61.0,47.0,-14.0,0.17982456140350872,False,True,network_low_physical_upper_low,False,1.0,1.0,6.0,1.0,5.0,-0.0,-0.0,3.332204510175204,0.2146739130434782,low
src_country=BN|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,BN,as_egress_primary,corridor,conservative_set,upper_bound,network_diversity_as_egress_primary,1.860485998903294,1.860485998903294,5.691889725358953,3.023120685508295,0.17328679513998632,2.4954822447106726,1.860485998903294,2.011550856371447,1.0,0.37719298245614036,0.07017543859649122,72.0,50.0,-22.0,0.30701754385964913,False,True,network_low_physical_upper_low,False,1.0,4.0,11.0,3.0,11.0,-0.0,1.0986122886681096,5.886104031450156,0.4239130434782608,medium
src_country=BQ|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,BQ,as_egress_primary,corridor,conservative_set,upper_bound,network_diversity_as_egress_primary,0.34657359027997264,0.34657359027997264,1.732867951399863,0.6931471805599453,0.17328679513998632,0.8664339756999316,0.34657359027997264,0.6931471805599453,17.0,0.02631578947368421,0.6491228070175439,86.0,34.0,-52.0,-0.6228070175438597,False,False,network_low_physical_upper_high,False,1.0,1.0,7.0,1.0,7.0,-0.0,-0.0,3.465735902799726,0.2391304347826087,low
src_country=BR|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,BR,as_egress_primary,corridor,conservative_set,upper_bound,network_diversity_as_egress_primary,6.472112830552807,6.472112830552807,14.434243850726768,8.71278992345962,1.1200503540555806,4.601403573211567,6.472112830552807,6.745954588158666,50.0,0.8859649122807017,0.868421052631579,14.0,16.0,2.0,0.01754385964912275,True,False,network_high_physical_upper_high,False,53.0,348.0,2731.0,3565.0,5130.0,2.523519934691111,4.103444677660139,24.383809801808635,0.9891304347826086,high
src_country=BZ|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,BZ,as_egress_primary,corridor,conservative_set,upper_bound,network_diversity_as_egress_primary,1.2424533248940002,1.2424533248940002,3.380786384402028,2.1383330595080277,0.17328679513998632,1.0691665297540138,1.2424533248940002,1.791759469228055,1.0,0.2850877192982456,0.07017543859649122,82.0,50.0,-32.0,0.2149122807017544,False,True,network_low_physical_upper_low,False,,,,,,,,,,
src_country=CA|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,CA,as_egress_primary,corridor,conservative_set,upper_bound,network_diversity_as_egress_primary,7.376757611401986,7.376757611401986,14.941129067003374,10.030858769820904,0.9055145768117177,4.004755720370754,7.376757611401986,7.255919170889543,413.0,0.9385964912280702,1.0,8.0,1.0,-7.0,-0.06140350877192979,True,False,network_high_physical_upper_high,False,28.0,166.0,825.0,1262.0,899.0,2.4100143594577137,3.944190291480141,21.55608906686206,0.9510869565217392,high
src_country=CG|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,CG,as_egress_primary,corridor,conservative_set,upper_bound,network_diversity_as_egress_primary,0.8664339756999316,0.8664339756999316,1.732867951399863,0.6931471805599453,0.17328679513998632,0.8664339756999316,0.8664339756999316,0.6931471805599453,2.0,0.16228070175438597,0.17543859649122806,84.0,49.0,-35.0,-0.01315789473684209,False,True,network_low_physical_upper_low,False,2.0,3.0,11.0,3.0,9.0,-0.0,0.6365141682948128,5.6063274678708135,0.3967391304347826,medium
src_country=CH|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,CH,as_egress_primary,corridor,conservative_set,upper_bound,network_diversity_as_egress_primary,6.311864414214951,6.311864414214951,13.886903501147708,9.566466695921562,0.5151349386363947,3.805301866589751,6.311864414214951,6.9002809214198155,2.0,0.868421052631579,0.17543859649122806,16.0,49.0,33.0,0.6929824561403509,True,True,network_high_physical_upper_low,True,15.0,78.0,1042.0,762.0,1307.0,1.967333859119908,3.1174718861643598,19.17669877499184,0.9239130434782608,high
src_country=CI|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,CI,as_egress_primary,corridor,conservative_set,upper_bound,network_diversity_as_egress_primary,0.8664339756999316,0.8664339756999316,2.668769039850659,0.6931471805599453,0.17328679513998632,1.8023350641507274,0.8664339756999316,0.6931471805599453,1.0,0.16228070175438597,0.07017543859649122,84.0,50.0,-34.0,0.09210526315789475,False,True,network_low_physical_upper_low,False,1.0,5.0,17.0,9.0,14.0,-0.0,0.3488320958430319,5.724110503527197,0.4021739130434782,medium
src_country=CL|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,CL,as_egress_primary,corridor,conservative_set,upper_bound,network_diversity_as_egress_primary,1.609690925198936,1.609690925198936,9.46824488694791,4.68112243552766,1.117787442572317,3.66933500884793,1.609690925198936,3.932668692756933,9.0,0.3333333333333333,0.4473684210526316,77.0,42.0,-35.0,-0.11403508771929827,False,True,network_low_physical_upper_low,False,8.0,49.0,233.0,262.0,208.0,0.9711634680575264,2.740022434913147,15.27575460109274,0.8206521739130435,high
src_country=CN|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,CN,as_egress_primary,corridor,conservative_set,upper_bound,network_diversity_as_egress_primary,6.534743192805649,6.534743192805649,12.725463952251294,7.13809988814907,0.8532134121524484,4.734150651949776,6.534743192805649,5.706037307496386,80.0,0.8947368421052632,0.9210526315789473,13.0,10.0,-3.0,-0.02631578947368418,True,False,network_high_physical_upper_high,False,21.0,38.0,129.0,79.0,163.0,2.5446722934320296,3.0598525873828337,17.226663430758407,0.8913043478260869,high
src_country=CO|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,CO,as_egress_primary,corridor,conservative_set,upper_bound,network_diversity_as_egress_primary,1.8238265697014417,1.8238265697014417,5.980463729049139,3.0258488993131682,1.2834618978189887,1.671152931916982,1.8238265697014417,2.3231826686589065,9.0,0.3684210526315789,0.4473684210526316,73.0,42.0,-31.0,-0.07894736842105265,False,True,network_low_physical_upper_low,False,7.0,23.0,172.0,255.0,178.0,1.6857039958133195,2.382878770814087,14.479369733152968,0.7934782608695652,high
src_country=CV|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,CV,as_egress_primary,corridor,conservative_set,upper_bound,network_diversity_as_egress_primary,1.8197811616519532,1.8197811616519532,3.112205591814375,2.072484820974457,0.17328679513998632,0.8664339756999316,1.8197811616519532,1.7478606435390078,2.0,0.35964912280701755,0.17543859649122806,74.0,49.0,-25.0,0.1842105263157895,False,True,network_low_physical_upper_low,False,1.0,1.0,6.0,2.0,5.0,-0.0,-0.0,3.332204510175204,0.2146739130434782,low
src_country=CW|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,CW,as_egress_primary,corridor,conservative_set,upper_bound,network_diversity_as_egress_primary,3.4960763783845055,3.4960763783845055,7.870431627928053,4.176294065332112,1.8202520766248762,1.873885485971064,3.4960763783845055,3.279684688416361,13.0,0.5964912280701754,0.5394736842105263,47.0,38.0,-9.0,0.05701754385964908,True,False,network_high_physical_upper_high,False,1.0,2.0,10.0,8.0,8.0,-0.0,0.6615632381579821,4.851217980184408,0.3532608695652174,medium
