Country,Root,Aggregation_Mode,Confidence_Filter,Owner_Multi_Entity_Mode,Total_Traces,Submarine_Traces,Dependency_Rate,Top_Cable,Top_Cable_Expected_Vol,Top_Cable_Share,Top2_Cable,Top2_Cable_Expected_Vol,Top2_Cable_Share,Dominance_Margin,Unique_CrossBorder_AS_Pairs,Top_CrossBorder_AS_Pair,Top_CrossBorder_AS_Pair_Count,Top_CrossBorder_AS_Pair_Share,Top2_CrossBorder_AS_Pair,Top2_CrossBorder_AS_Pair_Count,Top2_CrossBorder_AS_Pair_Share,CrossBorder_AS_Pair_Dominance_Margin,Cable_vs_ASPair_Concentration_Gap,Top_Owner,Top_Owner_Expected_Vol,Top_Owner_Share,Top2_Owner,Top2_Owner_Expected_Vol,Top2_Owner_Share,Owner_Dominance_Margin,Cable_Owner_Concentration_Gap,High_Bucket_Traces,Medium_Bucket_Traces,Ambiguous_Bucket_Traces
BR,anchor,weighted,all,full,8341,745,0.0893,South America-1 (SAm-1),231.725,0.0278,America Movil Submarine Cable System-1 (AMX-1),93.561,0.0112,0.0166,1523,AS3549->AS3356,558,0.0669,AS58453->AS9808,125,0.015,0.0519,-0.0391,Telxius,371.9874,0.0446,América Móvil (Claro),81.2277,0.0097,0.0349,0.0168,43,449,253
IL,anchor,weighted,all,full,2650,225,0.0849,Blue,71.0386,0.0268,SeaMeWe-4,18.3899,0.0069,0.0199,750,AS378->AS20965,173,0.0653,AS378->AS21320,128,0.0483,0.017,-0.0385,Sparkle,136.8564,0.0516,Zain Omantel International,133.8879,0.0505,0.0011,0.0248,16,143,66
HN,anchor,weighted,all,full,1134,95,0.0838,South America-1 (SAm-1),19.8054,0.0175,Asia Connect Cable-1 (ACC-1),11.6843,0.0103,0.0072,263,AS263725->AS54082,432,0.381,AS14754->AS6453,56,0.0494,0.3316,-0.3635,Telxius,34.2198,0.0302,Meta,14.1894,0.0125,0.0177,0.0127,4,53,38
LS,anchor,weighted,all,full,96,8,0.0833,2Africa,4.2172,0.0439,Africa Coast to Europe (ACE),3.5965,0.0375,0.0065,52,AS37497->AS1299,7,0.0729,AS6939->AS12389,3,0.0312,0.0417,-0.029,Orange,4.1654,0.0434,Bayobab,3.2643,0.034,0.0094,-0.0005,0,1,7
MZ,anchor,weighted,all,full,192,16,0.0833,2Africa,6.3445,0.033,Africa Coast to Europe (ACE),2.1018,0.0109,0.0221,83,AS3491->AS174,20,0.1042,AS37497->AS1299,7,0.0365,0.0677,-0.0711,Orange,10.8317,0.0564,Telecom Egypt,9.3754,0.0488,0.0076,0.0234,1,4,11
SC,anchor,weighted,all,full,96,8,0.0833,2Africa,2.5484,0.0265,Project Waterworth,1.1466,0.0119,0.0146,51,AS36902->AS37662,55,0.5729,AS36902->AS23764,16,0.1667,0.4062,-0.5464,Meta,4.0,0.0417,Bayobab,2.98,0.031,0.0106,0.0151,0,1,7
CR,anchor,weighted,all,full,1418,118,0.0832,America Movil Submarine Cable System-1 (AMX-1),27.7609,0.0196,Asia Connect Cable-1 (ACC-1),10.7697,0.0076,0.012,335,AS11830->AS1299,228,0.1608,AS262197->AS1299,198,0.1396,0.0212,-0.1412,América Móvil (Claro),41.7519,0.0294,Meta,18.9932,0.0134,0.016,0.0099,28,47,43
TG,anchor,weighted,all,full,97,8,0.0825,West Africa Cable System (WACS),3.6604,0.0377,Tata TGN-Western Europe,0.6126,0.0063,0.0314,56,AS36924->AS6762,20,0.2062,AS36924->AS3356,14,0.1443,0.0619,-0.1684,Tata Communications,7.5121,0.0774,Altice Portugal,6.5121,0.0671,0.0103,0.0397,0,7,1
XK,anchor,weighted,all,full,192,15,0.0781,Hawaiki Nui 1,3.4622,0.018,PEACE Cable,2.7217,0.0142,0.0039,94,AS21246->AS5603,96,0.5,AS5603->AS3356,22,0.1146,0.3854,-0.482,Singtel,3.5392,0.0184,Telekom Malaysia,3.167,0.0165,0.0019,0.0004,1,1,13
AX,anchor,weighted,all,full,192,15,0.0781,PEACE Cable,2.8377,0.0148,SeaMeWe-4,2.8377,0.0148,0.0,78,AS200134->AS12552,96,0.5,AS12552->AS6939,12,0.0625,0.4375,-0.4852,Singtel,3.7769,0.0197,Telekom Malaysia,3.5153,0.0183,0.0014,0.0049,0,2,13
LC,anchor,weighted,all,full,288,22,0.0764,Southern Caribbean Fiber,6.17,0.0214,Eastern Caribbean Fiber System (ECFS),6.1596,0.0214,0.0,108,AS15344->AS23520,96,0.3333,AS33582->AS33576,96,0.3333,0.0,-0.3119,Orange,5.1251,0.0178,Verizon,4.779,0.0166,0.0012,-0.0036,1,3,18
DJ,anchor,weighted,all,full,288,22,0.0764,Asia Africa Europe-1 (AAE-1),5.4755,0.019,2Africa,5.0324,0.0175,0.0015,99,AS30990->AS174,210,0.7292,AS30990->AS1299,26,0.0903,0.6389,-0.7102,Telecom Egypt,13.0805,0.0454,Pakistan Telecommunications Company Ltd.,7.7714,0.027,0.0184,0.0264,1,6,15
MN,anchor,weighted,all,full,827,62,0.075,APCN-2,21.7099,0.0263,Asia Pacific Gateway (APG),18.8867,0.0228,0.0034,215,AS45204->AS174,119,0.1439,AS45204->AS2914,114,0.1378,0.006,-0.1176,Singtel,19.5462,0.0236,China Unicom,16.9489,0.0205,0.0031,-0.0026,2,17,43
AE,anchor,weighted,all,full,2300,171,0.0743,Asia Pacific Gateway (APG),41.0679,0.0179,Southeast Asia-Japan Cable 2 (SJC2),40.1497,0.0175,0.0004,767,AS5384->AS3356,85,0.037,AS15802->AS2914,60,0.0261,0.0109,-0.0191,Singtel,53.3766,0.0232,China Mobile,47.4735,0.0206,0.0026,0.0054,4,26,141
BD,anchor,weighted,all,full,1046,77,0.0736,APCN-2,17.4674,0.0167,Asia Pacific Gateway (APG),16.5762,0.0158,0.0009,410,AS58717->AS9498,86,0.0822,AS58717->AS9002,73,0.0698,0.0124,-0.0655,Singtel,23.2525,0.0222,China Unicom,21.1588,0.0202,0.002,0.0055,3,13,61
LA,anchor,weighted,all,full,96,7,0.0729,SeaMeWe-4,2.0316,0.0212,SeaMeWe-6,2.0316,0.0212,0.0,50,AS23900->AS38082,47,0.4896,AS140635->AS45796,42,0.4375,0.0521,-0.4684,Singtel,2.1074,0.022,Bangladesh Submarine Cable Company Limited (BSCCL),2.0061,0.0209,0.0011,0.0008,0,0,7
FM,anchor,weighted,all,full,288,21,0.0729,APCN-2,3.1463,0.0109,Project Waterworth,2.5613,0.0089,0.002,92,AS4637->AS9246,27,0.0938,AS139759->AS6461,22,0.0764,0.0174,-0.0828,Meta,6.6833,0.0232,Telstra,5.7314,0.0199,0.0033,0.0123,2,5,14
UY,anchor,weighted,all,full,1820,130,0.0714,South America-1 (SAm-1),50.6279,0.0278,Asia Connect Cable-1 (ACC-1),10.0451,0.0055,0.0223,430,AS3549->AS3356,304,0.167,AS6057->AS12956,236,0.1297,0.0374,-0.1392,Telxius,72.6214,0.0399,Telecom Egypt,8.5559,0.0047,0.0352,0.0121,40,49,41
PT,anchor,weighted,all,full,10807,759,0.0702,SeaMeWe-4,112.9168,0.0104,2Africa,106.8256,0.0099,0.0006,1675,AS12353->AS1273,447,0.0414,AS2860->AS174,376,0.0348,0.0066,-0.0309,Telecom Egypt,246.1778,0.0228,Tata Communications,222.3026,0.0206,0.0022,0.0123,27,292,440
ES,anchor,weighted,all,full,22628,1534,0.0678,SeaMeWe-4,278.5982,0.0123,SeaMeWe-6,259.6158,0.0115,0.0008,3040,AS12956->AS174,523,0.0231,AS12956->AS9002,483,0.0213,0.0018,-0.0108,Telecom Egypt,538.7984,0.0238,Orange,457.7882,0.0202,0.0036,0.0115,55,373,1106
EC,anchor,weighted,all,full,2107,141,0.0669,South America-1 (SAm-1),19.5054,0.0093,America Movil Submarine Cable System-1 (AMX-1),17.344,0.0082,0.001,455,AS3549->AS3356,221,0.1049,AS27947->AS1299,184,0.0873,0.0176,-0.0956,América Móvil (Claro),28.109,0.0133,Telxius,25.0233,0.0119,0.0015,0.0041,27,52,62
LI,anchor,weighted,all,full,480,32,0.0667,Sydney-Melbourne-Adelaide-Perth (SMAP),5.5657,0.0116,INDIGO-Central,5.5585,0.0116,0.0,239,AS20634->AS8447,93,0.1938,AS15955->AS13030,72,0.15,0.0438,-0.1822,Singtel,6.4614,0.0135,Google,6.2881,0.0131,0.0004,0.0019,0,5,27
CN,anchor,weighted,all,full,7941,516,0.065,Asia Pacific Gateway (APG),173.3771,0.0218,Southeast Asia-Japan Cable 2 (SJC2),144.4507,0.0182,0.0036,1353,AS9808->AS58453,1576,0.1985,AS4134->AS2914,303,0.0382,0.1603,-0.1766,China Unicom,221.0556,0.0278,Singtel,186.5886,0.0235,0.0043,0.006,12,142,362
BL,anchor,weighted,all,full,96,6,0.0625,Asia Connect Cable-1 (ACC-1),2.9337,0.0306,Jakarta-Bangka-Batam-Singapore (B2JS),2.1954,0.0229,0.0077,30,AS6453->AS4755,3,0.0312,AS1299->AS3491,2,0.0208,0.0104,-0.0007,Meta,1.4307,0.0149,Inligo Networks,1.2931,0.0135,0.0014,-0.0157,0,2,4
SM,anchor,weighted,all,full,96,6,0.0625,SeaMeWe-4,1.5573,0.0162,SeaMeWe-6,1.4868,0.0155,0.0007,38,AS15433->AS6762,45,0.4688,AS15433->AS174,31,0.3229,0.1458,-0.4525,Telekom Malaysia,3.0976,0.0323,Singtel,2.6866,0.028,0.0043,0.016,0,1,5
BB,anchor,weighted,all,full,96,6,0.0625,Tata TGN-Intra Asia (TGN-IA),1.5028,0.0157,EAC-C2C,1.5026,0.0157,0.0,37,AS14813->AS23520,96,1.0,AS1299->AS3356,4,0.0417,0.9583,-0.9843,América Móvil (Claro),1.3947,0.0145,Telin,1.1822,0.0123,0.0022,-0.0011,1,2,3
BT,anchor,weighted,all,full,384,24,0.0625,APCN-2,5.0232,0.0131,PEACE Cable,4.7765,0.0124,0.0006,98,AS17660->AS6453,86,0.224,AS23955->AS6453,55,0.1432,0.0807,-0.2109,Singtel,9.3418,0.0243,Telekom Malaysia,7.5441,0.0196,0.0047,0.0112,0,1,23
PA,anchor,weighted,all,full,2306,144,0.0624,Asia Connect Cable-1 (ACC-1),31.0725,0.0135,2Africa,9.5855,0.0042,0.0093,518,AS52468->AS23520,513,0.2225,AS23520->AS1299,382,0.1657,0.0568,-0.209,Inligo Networks,31.2778,0.0136,Meta,31.0605,0.0135,0.0001,0.0001,10,48,86
SE,anchor,weighted,all,full,21363,1298,0.0608,SeaMeWe-4,274.0848,0.0128,SeaMeWe-6,264.7217,0.0124,0.0004,3026,AS12552->AS6939,512,0.024,AS3356->AS3549,324,0.0152,0.0088,-0.0111,Singtel,375.7608,0.0176,Telekom Malaysia,348.7598,0.0163,0.0013,0.0048,47,234,1017
UZ,anchor,weighted,all,full,1304,79,0.0606,Asia Pacific Gateway (APG),24.8265,0.019,Southeast Asia-Japan Cable 2 (SJC2),24.7846,0.019,0.0,327,AS28910->AS9002,200,0.1534,AS28910->AS3356,161,0.1235,0.0299,-0.1343,Singtel,19.847,0.0152,China Mobile,18.9256,0.0145,0.0007,-0.0038,1,22,56
PF,anchor,weighted,all,full,480,29,0.0604,Project Waterworth,2.7252,0.0057,Asia Connect Cable-1 (ACC-1),2.2583,0.0047,0.001,109,AS3257->AS3356,34,0.0708,AS3257->AS9498,12,0.025,0.0458,-0.0652,Meta,9.7431,0.0203,Google,3.6249,0.0076,0.0127,0.0146,0,14,15
IT,anchor,weighted,all,full,33297,2007,0.0603,SeaMeWe-4,383.4435,0.0115,SeaMeWe-6,376.7985,0.0113,0.0002,4076,AS6762->AS3356,645,0.0194,AS12874->AS3303,542,0.0163,0.0031,-0.0079,Telecom Egypt,740.0679,0.0222,Orange,626.79,0.0188,0.0034,0.0107,39,462,1506
VE,anchor,weighted,all,full,4088,246,0.0602,South American Crossing (SAC),33.3456,0.0082,Asia Connect Cable-1 (ACC-1),29.4459,0.0072,0.001,868,AS61461->AS1299,446,0.1091,AS19978->AS3356,276,0.0675,0.0416,-0.1009,Sparkle,57.3289,0.014,Cirion Technologies,50.4762,0.0123,0.0017,0.0059,20,74,152
MU,anchor,weighted,all,full,767,46,0.06,2Africa,6.1291,0.008,MAREA,5.1598,0.0067,0.0013,298,AS37722->AS60171,96,0.1252,AS23889->AS37468,77,0.1004,0.0248,-0.1172,Meta,12.1348,0.0158,Tata Communications,12.1001,0.0158,0.0,0.0078,12,11,23
MX,anchor,weighted,all,full,4436,261,0.0588,Asia Connect Cable-1 (ACC-1),38.9854,0.0088,ARCOS,22.9896,0.0052,0.0036,853,AS8151->AS1299,499,0.1125,AS8151->AS174,231,0.0521,0.0604,-0.1037,Meta,44.5018,0.01,Inligo Networks,38.8726,0.0088,0.0013,0.0012,6,72,183
DO,anchor,weighted,all,full,1248,73,0.0585,America Movil Submarine Cable System-1 (AMX-1),10.729,0.0086,Asia Connect Cable-1 (ACC-1),9.4414,0.0076,0.001,382,AS6400->AS1299,248,0.1987,AS64126->AS174,132,0.1058,0.0929,-0.1901,América Móvil (Claro),18.322,0.0147,Inligo Networks,10.2784,0.0082,0.0064,0.0061,2,35,36
GE,anchor,weighted,all,full,1149,67,0.0583,SeaMeWe-6,19.5287,0.017,SeaMeWe-4,18.9877,0.0165,0.0005,343,AS16010->AS15924,379,0.3299,AS35805->AS3356,161,0.1401,0.1897,-0.3129,Telecom Egypt,30.5022,0.0265,Orange,27.4884,0.0239,0.0026,0.0096,1,15,51
CZ,anchor,weighted,all,full,28388,1655,0.0583,SeaMeWe-4,439.8035,0.0155,SeaMeWe-6,423.5579,0.0149,0.0006,3579,AS1299->AS3356,683,0.0241,AS16019->AS6939,594,0.0209,0.0031,-0.0086,Telecom Egypt,668.9362,0.0236,Singtel,566.9463,0.02,0.0036,0.0081,36,447,1172
AO,anchor,weighted,all,full,951,54,0.0568,2Africa,9.1613,0.0096,SAT-3/WASC,8.3677,0.0088,0.0008,271,AS37468->AS174,88,0.0925,AS37468->AS3257,59,0.062,0.0305,-0.0829,Orange,18.5384,0.0195,Telxius,15.5368,0.0163,0.0032,0.0099,4,9,41
UG,anchor,weighted,all,full,672,38,0.0565,SeaMeWe-6,9.2228,0.0137,2Africa,7.9514,0.0118,0.0019,241,AS20294->AS16637,157,0.2336,AS327687->AS174,63,0.0938,0.1399,-0.2199,Orange,14.929,0.0222,Telecom Egypt,14.819,0.0221,0.0002,0.0085,2,10,26
IE,anchor,weighted,all,full,8466,478,0.0565,SeaMeWe-4,95.946,0.0113,SeaMeWe-6,87.8419,0.0104,0.001,1614,AS15502->AS1273,602,0.0711,AS2128->AS6939,200,0.0236,0.0475,-0.0598,Telecom Egypt,153.1317,0.0181,Orange,121.2521,0.0143,0.0038,0.0068,16,123,339
AZ,anchor,weighted,all,full,958,54,0.0564,SeaMeWe-4,16.3262,0.017,SeaMeWe-6,16.3262,0.017,0.0,270,AS13099->AS1299,124,0.1294,AS196925->AS3356,71,0.0741,0.0553,-0.1124,Singtel,20.5797,0.0215,Telekom Malaysia,19.5785,0.0204,0.001,0.0044,3,8,43
TN,anchor,weighted,all,full,766,43,0.0561,SeaMeWe-4,23.4482,0.0306,SeaMeWe-6,10.0964,0.0132,0.0174,204,AS2609->AS5511,251,0.3277,AS2609->AS3356,134,0.1749,0.1527,-0.2971,Telecom Egypt,30.102,0.0393,Singtel,29.2959,0.0382,0.0011,0.0087,14,8,21
PK,anchor,weighted,all,full,574,32,0.0557,SeaMeWe-4,6.944,0.0121,INDIGO-West,3.851,0.0067,0.0054,129,AS17557->AS2914,41,0.0714,AS17557->AS174,37,0.0645,0.007,-0.0593,Singtel,14.3473,0.025,Orange,12.4039,0.0216,0.0034,0.0129,1,11,20
MA,anchor,weighted,all,full,288,16,0.0556,SeaMeWe-4,4.7077,0.0163,SeaMeWe-6,4.1354,0.0144,0.002,89,AS36925->AS174,49,0.1701,AS36884->AS6453,33,0.1146,0.0556,-0.1538,Telecom Egypt,8.9101,0.0309,China Unicom,6.5455,0.0227,0.0082,0.0146,0,6,10
IM,anchor,weighted,all,full,288,16,0.0556,SeaMeWe-6,3.2193,0.0112,PEACE Cable,2.7084,0.0094,0.0018,123,AS8680->AS3356,67,0.2326,AS13122->AS1299,51,0.1771,0.0556,-0.2215,Telecom Egypt,5.0654,0.0176,Telekom Malaysia,4.875,0.0169,0.0007,0.0064,1,6,9
US,anchor,weighted,all,full,131080,7268,0.0554,Asia Connect Cable-1 (ACC-1),1250.1984,0.0095,Project Waterworth,531.0098,0.0041,0.0055,10475,AS3356->AS3549,2575,0.0196,AS58453->AS9808,1862,0.0142,0.0054,-0.0101,Meta,1507.3355,0.0115,Inligo Networks,1302.406,0.0099,0.0016,0.002,444,2562,4262
TJ,anchor,weighted,all,full,1520,84,0.0553,SeaMeWe-4,14.7207,0.0097,SeaMeWe-6,13.1028,0.0086,0.0011,364,AS51346->AS12389,1298,0.8539,AS12389->AS1299,349,0.2296,0.6243,-0.8443,Orange,20.9721,0.0138,Singtel,20.7047,0.0136,0.0002,0.0041,4,25,55
SS,anchor,weighted,all,full,96,5,0.0521,2Africa,3.0834,0.0321,Africa-1,2.3527,0.0245,0.0076,31,AS37406->AS9129,56,0.5833,AS37406->AS6939,9,0.0938,0.4896,-0.5512,Telecom Egypt,3.4131,0.0356,Mobily,2.4,0.025,0.0106,0.0034,0,0,5
HT,anchor,weighted,all,full,96,5,0.0521,Asia Connect Cable-1 (ACC-1),1.2469,0.013,Project Waterworth,0.6998,0.0073,0.0057,39,AS1299->AS5511,4,0.0417,AS58453->AS9808,3,0.0312,0.0104,-0.0287,Singtel,1.5665,0.0163,National Telecom,1.3621,0.0142,0.0021,0.0033,0,2,3
GP,anchor,weighted,all,full,192,10,0.0521,IMEWE,1.816,0.0095,SeaMeWe-4,1.816,0.0095,0.0,75,AS48252->AS33576,96,0.5,AS21351->AS12956,29,0.151,0.349,-0.4905,Sparkle,1.7692,0.0092,Google,1.6032,0.0083,0.0009,-0.0002,1,3,6
SK,anchor,weighted,all,full,4593,237,0.0516,SeaMeWe-4,66.0079,0.0144,SeaMeWe-6,63.3837,0.0138,0.0006,1084,AS6855->AS3320,377,0.0821,AS15962->AS5511,200,0.0435,0.0385,-0.0677,Telecom Egypt,101.2891,0.0221,Orange,82.3297,0.0179,0.0041,0.0077,7,62,168
RU,anchor,weighted,all,full,52238,2689,0.0515,Baltic Sea Submarine Cable,492.1219,0.0094,Eastern Light Sweden-Finland I,389.5289,0.0075,0.002,7248,AS57304->AS9002,4452,0.0852,AS12389->AS1299,1922,0.0368,0.0484,-0.0758,Singtel,410.0019,0.0078,Telecom Egypt,395.4171,0.0076,0.0003,-0.0016,99,625,1965
NP,anchor,weighted,all,full,1267,65,0.0513,EAC-C2C,12.702,0.01,APCN-2,12.0586,0.0095,0.0005,464,AS17501->AS9498,590,0.4657,AS38565->AS9498,181,0.1429,0.3228,-0.4556,Singtel,18.0235,0.0142,Telekom Malaysia,15.0284,0.0119,0.0024,0.0042,2,17,46
MD,anchor,weighted,all,full,2971,152,0.0512,SeaMeWe-4,46.9091,0.0158,SeaMeWe-6,46.3989,0.0156,0.0002,821,AS8926->AS1299,151,0.0508,AS8926->AS3356,147,0.0495,0.0013,-0.035,Telecom Egypt,67.941,0.0229,Singtel,55.9848,0.0188,0.004,0.0071,0,40,112
BA,anchor,weighted,all,full,1343,68,0.0506,SeaMeWe-6,17.7908,0.0132,SeaMeWe-4,17.2759,0.0129,0.0004,361,AS9146->AS1299,239,0.178,AS42560->AS21215,220,0.1638,0.0141,-0.1647,Singtel,23.4218,0.0174,Telecom Egypt,21.959,0.0164,0.0011,0.0042,3,14,51
NI,anchor,weighted,all,full,672,34,0.0506,Asia Connect Cable-1 (ACC-1),7.1372,0.0106,Tata TGN-Pacific,2.6307,0.0039,0.0067,202,AS18840->AS23520,188,0.2798,AS27742->AS1299,110,0.1637,0.1161,-0.2691,Inligo Networks,7.3047,0.0109,Tata Communications,6.296,0.0094,0.0015,0.0002,1,11,22
KR,anchor,weighted,all,full,2255,114,0.0506,APCN-2,18.8879,0.0084,Southeast Asia-Japan Cable (SJC),18.023,0.008,0.0004,661,AS749->AS3491,128,0.0568,AS4766->AS1299,96,0.0426,0.0142,-0.0484,Singtel,37.4883,0.0166,China Unicom,31.4879,0.014,0.0027,0.0082,9,41,64
BO,anchor,weighted,all,full,2013,101,0.0502,South America-1 (SAm-1),17.7906,0.0088,Asia Connect Cable-1 (ACC-1),10.9851,0.0055,0.0034,564,AS6568->AS6762,675,0.3353,AS6568->AS3549,478,0.2375,0.0979,-0.3265,Telxius,28.0311,0.0139,Meta,18.5547,0.0092,0.0047,0.0051,6,47,48
AD,anchor,weighted,all,full,384,19,0.0495,PEACE Cable,2.8748,0.0075,SeaMeWe-4,2.8748,0.0075,0.0,88,AS174->AS3356,7,0.0182,AS12956->AS9002,6,0.0156,0.0026,-0.0107,China Mobile,4.3173,0.0112,Orange,4.2184,0.011,0.0003,0.0038,0,3,16
HR,anchor,weighted,all,full,4152,205,0.0494,SeaMeWe-4,61.3394,0.0148,SeaMeWe-6,58.4944,0.0141,0.0007,904,AS5391->AS174,190,0.0458,AS15994->AS8447,132,0.0318,0.014,-0.031,Telecom Egypt,93.7726,0.0226,Orange,71.2801,0.0172,0.0054,0.0078,6,49,150
LU,anchor,weighted,all,full,4198,205,0.0488,SeaMeWe-4,42.5108,0.0101,SeaMeWe-6,42.1821,0.01,0.0001,1211,AS7377->AS9008,181,0.0431,AS6661->AS6939,110,0.0262,0.0169,-0.033,Telecom Egypt,70.0704,0.0167,China Unicom,53.1376,0.0127,0.004,0.0066,11,61,133
HU,anchor,weighted,all,full,5318,258,0.0485,SeaMeWe-4,83.1689,0.0156,SeaMeWe-6,82.1201,0.0154,0.0002,967,AS5588->AS3320,840,0.158,AS3320->AS6453,126,0.0237,0.1343,-0.1423,Telecom Egypt,110.4022,0.0208,Singtel,97.8188,0.0184,0.0024,0.0051,6,42,210
FR,anchor,weighted,all,full,94498,4492,0.0475,SeaMeWe-4,1058.9393,0.0112,SeaMeWe-6,1031.7006,0.0109,0.0003,8266,AS58453->AS9808,1472,0.0156,AS3356->AS3549,1027,0.0109,0.0047,-0.0044,Telecom Egypt,1624.2332,0.0172,Singtel,1390.4162,0.0147,0.0025,0.006,134,1234,3124
PL,anchor,weighted,all,full,20221,957,0.0473,SeaMeWe-4,249.4096,0.0123,SeaMeWe-6,242.2438,0.012,0.0004,3671,AS5617->AS1299,1672,0.0827,AS12912->AS3320,507,0.0251,0.0576,-0.0704,Telecom Egypt,338.7768,0.0168,Singtel,322.1893,0.0159,0.0008,0.0044,27,217,713
GR,anchor,weighted,all,full,8055,381,0.0473,SeaMeWe-4,93.6676,0.0116,SeaMeWe-6,93.355,0.0116,0.0,1593,AS12713->AS1299,705,0.0875,AS25472->AS6762,257,0.0319,0.0556,-0.0759,Telecom Egypt,140.7016,0.0175,Singtel,118.7812,0.0147,0.0027,0.0058,15,98,268
NO,anchor,weighted,all,full,8726,413,0.0473,SeaMeWe-4,88.6191,0.0102,SeaMeWe-6,85.4722,0.0098,0.0004,1572,AS29695->AS3356,1057,0.1211,AS2119->AS1299,396,0.0454,0.0758,-0.111,Singtel,128.7353,0.0148,Telekom Malaysia,116.9598,0.0134,0.0013,0.0046,13,72,328
BG,anchor,weighted,all,full,9153,432,0.0472,SeaMeWe-4,104.2859,0.0114,SeaMeWe-6,98.1947,0.0107,0.0007,2259,AS3356->AS3549,170,0.0186,AS58453->AS9808,153,0.0167,0.0019,-0.0072,Telecom Egypt,161.0233,0.0176,Singtel,135.5557,0.0148,0.0028,0.0062,15,113,304
VI,anchor,weighted,all,full,191,9,0.0471,Asia Connect Cable-1 (ACC-1),3.8138,0.02,SeaMeWe-4,1.4525,0.0076,0.0124,65,AS21565->AS3356,4,0.0209,AS3356->AS3549,3,0.0157,0.0052,-0.001,Inligo Networks,5.0,0.0262,Tata Communications,2.6068,0.0136,0.0125,0.0062,1,1,7
CW,anchor,weighted,all,full,191,9,0.0471,Project Waterworth,0.7003,0.0037,South America-1 (SAm-1),0.6921,0.0036,0.0,63,AS23520->AS6762,45,0.2356,AS1299->AS4134,3,0.0157,0.2199,-0.2319,Meta,2.4727,0.0129,Tata Communications,1.6306,0.0085,0.0044,0.0093,1,3,5
CA,anchor,weighted,all,full,30049,1408,0.0469,AmeriCan-1,205.2362,0.0068,Asia Connect Cable-1 (ACC-1),154.7805,0.0052,0.0017,3556,AS812->AS3356,557,0.0185,AS6939->AS12389,458,0.0152,0.0033,-0.0117,Bell Canada,329.0,0.0109,Ledcor Industries Inc.,329.0,0.0109,0.0,0.0041,172,667,569
TR,anchor,weighted,all,full,5830,272,0.0467,SeaMeWe-4,57.3491,0.0098,SeaMeWe-6,54.671,0.0094,0.0005,1239,AS9121->AS3356,577,0.099,AS9121->AS1299,455,0.078,0.0209,-0.0891,Telecom Egypt,93.889,0.0161,Singtel,79.8226,0.0137,0.0024,0.0063,15,53,204
IQ,anchor,weighted,all,full,754,34,0.0451,SeaMeWe-4,8.4834,0.0113,SeaMeWe-6,7.6656,0.0102,0.0011,278,AS203217->AS3356,77,0.1021,AS57324->AS1299,34,0.0451,0.057,-0.0909,Telecom Egypt,17.1432,0.0227,China Unicom,14.2827,0.0189,0.0038,0.0115,1,12,21
ME,anchor,weighted,all,full,672,30,0.0446,SeaMeWe-4,8.6086,0.0128,SeaMeWe-6,8.6086,0.0128,0.0,189,AS8585->AS5391,192,0.2857,AS42560->AS3212,72,0.1071,0.1786,-0.2729,Telecom Egypt,12.4325,0.0185,Singtel,10.539,0.0157,0.0028,0.0057,0,7,23
AM,anchor,weighted,all,full,1727,77,0.0446,SeaMeWe-4,12.521,0.0073,SeaMeWe-6,11.6845,0.0068,0.0005,606,AS49800->AS6453,247,0.143,AS49800->AS1299,149,0.0863,0.0567,-0.1358,Telecom Egypt,21.9118,0.0127,China Unicom,20.9743,0.0121,0.0005,0.0054,2,25,50
BE,anchor,weighted,all,full,15329,682,0.0445,SeaMeWe-4,153.1934,0.01,SeaMeWe-6,144.6041,0.0094,0.0006,2469,AS6848->AS6830,984,0.0642,AS6830->AS1299,428,0.0279,0.0363,-0.0542,Telecom Egypt,223.3506,0.0146,Singtel,199.2885,0.013,0.0016,0.0046,27,164,491
SI,anchor,weighted,all,full,4604,205,0.0445,SeaMeWe-6,40.049,0.0087,SeaMeWe-4,39.8349,0.0087,0.0,1088,AS21283->AS8447,533,0.1158,AS5603->AS3356,327,0.071,0.0447,-0.1071,Telecom Egypt,61.5856,0.0134,Orange,55.1016,0.012,0.0014,0.0047,5,49,151
LV,anchor,weighted,all,full,3556,158,0.0444,SeaMeWe-4,35.6478,0.01,SeaMeWe-6,32.6139,0.0092,0.0009,792,AS12578->AS3356,137,0.0385,AS12847->AS6939,127,0.0357,0.0028,-0.0285,Telecom Egypt,48.6303,0.0137,Orange,46.1003,0.013,0.0007,0.0037,2,44,112
CI,anchor,weighted,all,full,90,4,0.0444,Crosslake Fibre,0.7624,0.0085,PEACE Cable,0.7229,0.008,0.0004,40,AS37721->AS6939,14,0.1556,AS37721->AS5511,5,0.0556,0.1,-0.1471,Tata Communications,1.3333,0.0148,Orange,1.1667,0.013,0.0019,0.0063,1,1,2
CH,anchor,weighted,all,full,34031,1487,0.0437,SeaMeWe-4,365.32,0.0107,SeaMeWe-6,347.3031,0.0102,0.0005,4841,AS13030->AS1299,945,0.0278,AS6830->AS174,931,0.0274,0.0004,-0.017,Telecom Egypt,539.5602,0.0159,Orange,454.0632,0.0133,0.0025,0.0051,52,326,1109
