total_links,geo_as_top_agreement_rate,geo_fused_top_agreement_rate,as_fused_top_agreement_rate,as_changes_geo_top1_rate,mean_geo_to_fused_rank_shift,mean_as_to_fused_rank_shift,parallel_links,parallel_links_with_dual_core_agreement,parallel_links_remaining_ambiguous
104772,0.8213453976253198,0.8226339098232353,0.9958004046882755,0.17865460237468023,0.4871816897644409,0.009926316191348834,56514,56058,51309
