unit_id,physical_level,dominant_candidate_key,dominant_candidate_support_share,expected_candidate_support_total,candidate_entropy,effective_num_candidates,gini_candidate_support,num_candidates_with_support,feasible_candidate_count,candidate_entropy_uniform,effective_candidate_count_uniform,num_matched_links,num_probes,physical_candidate_diversity_score,candidate_identifier_column
src_country=AE|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,cable,tata-tgn-gulf,0.4053676303389725,104.0,2.0149290767766193,7.500195424303659,0.621325684019153,16,16,2.772588722239781,16.0,104,58,7.500195424303659,cable_id
src_country=AO|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,cable,2africa,0.4331825468846718,18.0,1.063764749927909,2.897257934696535,0.14064021644163308,3,3,1.0986122886681098,3.0,18,6,2.897257934696535,cable_id
src_country=AU|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,cable,sydney-melbourne-adelaide-perth-smap,0.39024983334206303,13708.000000000002,1.7162175527311305,5.563445178183757,0.7492558031870565,17,17,2.833213344056216,17.0,13708,3509,5.563445178183757,cable_id
src_country=BB|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,cable,x-link-submarine-cable,1.0,1.0,-0.0,1.0,0.0,1,1,0.0,1.0,1,1,1.0,cable_id
src_country=BH|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,cable,seamewe-6,0.5271122425928516,36.0,1.2419152386183216,3.4622381310036743,0.6188879979289917,7,7,1.9459101490553132,7.0,36,12,3.4622381310036743,cable_id
src_country=BJ|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,cable,maroc-telecom-west-africa,1.0,16.0,-0.0,1.0,0.0,1,1,0.0,1.0,16,1,1.0,cable_id
src_country=BR|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,cable,south-america-1-sam-1,0.2597987032808902,3757.0,1.9071477380599098,6.733854663808174,0.5887483509455254,13,13,2.5649493574615367,13.0,3757,2162,6.733854663808174,cable_id
src_country=CA|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,cable,american-1,0.5524779935516629,728.0,1.213213277172028,3.3642776594044626,0.5577388605545728,6,6,1.791759469228055,6.0,728,257,3.3642776594044626,cable_id
src_country=CH|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,cable,konstanz-friedrichshafen,0.5862068965517241,58.0,0.6782093939033127,1.9703464572337879,0.0862068965517242,2,2,0.6931471805599453,2.0,58,24,1.9703464572337879,cable_id
src_country=CI|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,cable,africa-coast-to-europe-ace,1.0,12.0,-0.0,1.0,0.0,1,1,0.0,1.0,12,12,1.0,cable_id
