unit_id,num_links,num_links_with_feasible_candidates,avg_feasible_candidates_per_link,median_feasible_candidates_per_link,max_feasible_candidates_per_link,avg_feasible_corridors_per_link,median_feasible_corridors_per_link,max_feasible_corridors_per_link,share_links_with_parallel_ambiguity,share_links_with_many_candidates,share_links_with_large_landing_radius,share_links_with_rtt_inconclusive,share_links_with_multi_segment_possible,share_links_with_domestic_submarine_candidate,share_links_with_only_low_support_feasible_candidates
src_country=AE|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,1079,1079,2.0658016682113067,1.0,8,1.571825764596849,1.0,5,0.20852641334569044,0.17701575532900835,0.36793327154772937,0.22242817423540315,0.1195551436515292,0.7497683039851715,0.9036144578313253
src_country=AG|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,4,4,3.0,3.0,4,12.5,14.0,20,0.0,0.75,1.0,0.5,0.0,0.0,1.0
src_country=AL|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,179,179,1.0,1.0,1,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
src_country=AO|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,19,19,2.526315789473684,3.0,3,2.789473684210526,3.0,4,0.0,0.0,0.0,0.3157894736842105,0.5789473684210527,0.05263157894736842,0.05263157894736842
src_country=AT|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,99,99,1.7272727272727273,2.0,2,1.7272727272727273,2.0,2,0.0,0.0,0.010101010101010102,0.898989898989899,0.0,0.6060606060606061,1.0
src_country=AU|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,21569,21569,2.114052575455515,2.0,6,2.4772590291622234,3.0,7,0.2378413463767444,0.048449163150818306,0.1472020028744958,0.2445175946960916,0.10343548611433075,0.8916964161528119,0.3644582502665863
src_country=AX|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,96,96,1.4166666666666667,1.0,3,3.1979166666666665,3.0,4,0.0,0.78125,0.21875,1.0,0.0,0.78125,1.0
src_country=BB|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,1,1,1.0,1.0,1,1.0,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
src_country=BG|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,4,4,1.0,1.0,1,1.5,1.0,3,0.0,0.0,1.0,1.0,0.0,1.0,1.0
src_country=BH|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,163,163,4.785276073619632,5.0,7,5.533742331288344,5.0,11,0.9938650306748467,0.8466257668711656,0.22085889570552147,0.4233128834355828,0.147239263803681,0.5705521472392638,0.7791411042944786
src_country=BJ|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,81,81,1.3950617283950617,1.0,2,1.3950617283950617,1.0,2,0.0,0.0,0.0,0.0,0.9629629629629629,0.0,0.8024691358024691
src_country=BN|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,53,53,1.0,1.0,1,1.0,1.0,1,0.0,0.0,0.0,0.2830188679245283,0.0,1.0,1.0
src_country=BQ|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,1,1,5.0,5.0,5,17.0,17.0,17,1.0,1.0,1.0,0.0,0.0,1.0,1.0
