unit_id,src_country,network_definition,physical_level,candidate_view,physical_diversity_view,network_score_column,selected_network_diversity_score,network_diversity_score,network_diversity_combined,network_diversity_as_only,network_diversity_country_only,network_diversity_target_probe,network_diversity_as_egress_primary,network_diversity_dst_asn_primary,physical_candidate_diversity_upper_bound,network_percentile,physical_upper_bound_percentile,network_rank_upper_bound,physical_upper_rank,rank_gap_upper_bound,network_physical_upper_bound_percentile_gap,network_high,physical_upper_low,upper_bound_mismatch_category,strict_upper_bound_mismatch_75_25,pdb_num_ixps,pdb_num_facilities,pdb_num_networks,pdb_num_network_facility_presence,pdb_num_ixp_participants,pdb_ixp_participant_entropy,pdb_facility_participant_entropy,pdb_interconnection_footprint_score,pdb_interconnection_footprint_percentile,pdb_interconnection_footprint_tier
src_country=AE|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,AE,application_observation_supplementary,cable,conservative_set,upper_bound,network_layer_diversity_score_probe_target_only,3.588723912463076,3.588723912463076,12.606490936117313,7.497779436572001,1.5199875870822348,3.588723912463076,6.012979423062976,5.146852785069608,18.0,0.7894736842105263,0.9078947368421053,25.0,10.0,-15.0,-0.11842105263157898,True,False,network_high_physical_upper_high,False,2.0,15.0,169.0,187.0,145.0,0.5654001452743456,1.252359465175292,10.82475905840779,0.6847826086956522,high
src_country=AG|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,AG,application_observation_supplementary,cable,conservative_set,upper_bound,network_layer_diversity_score_probe_target_only,1.324579341637009,1.324579341637009,2.1910133173369406,0.6931471805599453,0.17328679513998632,1.324579341637009,0.8664339756999316,0.6931471805599453,4.0,0.25877192982456143,0.43859649122807015,67.0,24.0,-43.0,-0.17982456140350872,False,True,network_low_physical_upper_low,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0244565217391304,low
src_country=AL|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,AL,application_observation_supplementary,cable,conservative_set,upper_bound,network_layer_diversity_score_probe_target_only,1.4928154599476156,1.4928154599476156,2.359249435647547,0.6931471805599453,0.17328679513998632,1.4928154599476156,0.8664339756999316,0.6931471805599453,1.0,0.3333333333333333,0.07456140350877193,65.0,27.0,-38.0,0.2587719298245614,False,True,network_low_physical_upper_low,False,1.0,6.0,28.0,19.0,23.0,-0.0,1.156135669649826,7.162488829251559,0.5108695652173914,medium
src_country=AO|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,AO,application_observation_supplementary,cable,conservative_set,upper_bound,network_layer_diversity_score_probe_target_only,1.559581156259877,1.559581156259877,7.333462048639218,4.183260761561009,1.590620130818332,1.559581156259877,3.2018396943823566,3.2556660109635276,4.0,0.3508771929824561,0.43859649122807015,64.0,24.0,-40.0,-0.08771929824561403,False,True,network_low_physical_upper_low,False,2.0,8.0,35.0,28.0,38.0,0.6779471359178069,1.3644867010839494,8.921789641462196,0.5815217391304348,medium
src_country=AT|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,AT,application_observation_supplementary,cable,conservative_set,upper_bound,network_layer_diversity_score_probe_target_only,2.268114166153199,2.268114166153199,9.811660411373255,6.446811702404304,1.0967345428157522,2.268114166153199,4.332253245979553,4.8189956357350905,2.0,0.5482456140350878,0.20175438596491227,49.0,26.0,-23.0,0.3464912280701755,True,True,network_high_physical_upper_low,False,6.0,56.0,299.0,504.0,229.0,0.8832602326962405,2.767272949336192,15.343277073578498,0.8315217391304348,high
src_country=AU|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,AU,application_observation_supplementary,cable,conservative_set,upper_bound,network_layer_diversity_score_probe_target_only,4.797682574315203,4.797682574315203,15.421665497782612,9.563793197429625,1.0601897260377828,4.797682574315203,8.297508847134408,7.074349590940825,20.0,0.9649122807017544,0.9298245614035088,5.0,8.0,3.0,0.03508771929824561,True,False,network_high_physical_upper_high,False,36.0,163.0,752.0,2126.0,1703.0,2.8047520506896526,3.677124714727356,21.816726333685327,0.9565217391304348,high
src_country=AX|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,AX,application_observation_supplementary,cable,conservative_set,upper_bound,network_layer_diversity_score_probe_target_only,0.8664339756999316,0.8664339756999316,2.359555547942499,0.6931471805599453,0.7999743916826223,0.8664339756999316,0.8664339756999316,0.6931471805599453,3.0,0.06140350877192982,0.3157894736842105,70.0,25.0,-45.0,-0.2543859649122807,False,True,network_low_physical_upper_low,False,,,,,,,,,,
src_country=BB|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,BB,application_observation_supplementary,cable,conservative_set,upper_bound,network_layer_diversity_score_probe_target_only,0.8664339756999316,0.8664339756999316,1.732867951399863,0.6931471805599453,0.17328679513998632,0.8664339756999316,0.8664339756999316,0.6931471805599453,1.0,0.06140350877192982,0.07456140350877193,70.0,27.0,-43.0,-0.013157894736842105,False,True,network_low_physical_upper_low,False,,,,,,,,,,
src_country=BG|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,BG,application_observation_supplementary,cable,conservative_set,upper_bound,network_layer_diversity_score_probe_target_only,1.2130075659799042,1.2130075659799042,4.47275366465436,3.086459303534469,0.17328679513998632,1.2130075659799042,1.732867951399863,2.4260151319598084,1.0,0.19298245614035087,0.07456140350877193,68.0,27.0,-41.0,0.11842105263157894,False,True,network_low_physical_upper_low,False,8.0,30.0,362.0,469.0,401.0,1.6151499861121996,2.158086135642676,15.298850737841091,0.8260869565217391,high
src_country=BH|msm_id=5051|file_name=ripe_atlas_5051_20251201.json,BH,application_observation_supplementary,cable,conservative_set,upper_bound,network_layer_diversity_score_probe_target_only,2.6296142380080125,2.6296142380080125,10.86908222047115,6.382778173853718,1.8566898086094206,2.6296142380080125,4.101678178896789,4.633794372119327,7.0,0.5877192982456141,0.6535087719298246,46.0,21.0,-25.0,-0.06578947368421051,True,False,network_high_physical_upper_high,False,2.0,8.0,28.0,8.0,27.0,-0.0,1.3862943611198906,8.049427057110695,0.5489130434782609,medium
