country,msm_id,file_name,network_transition_key,network_transition_representation,hop_pair_as_class,network_transition_observation_count,unique_atomic_segments,share_of_network_transition_observations,rank_within_unit,is_top1_network_transition,is_top2_network_transition,is_top3_network_transition,used_country_fallback_transition,group_total_mappable_segments,group_unique_probes,group_unique_probe_asns,domestic_segment_count,international_segment_count
AE,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,8966->5384,as_transition,cross_as_transition,3,3,0.3333333333333333,1,True,False,False,False,9,6,4,3,0
AE,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,8529->8529,as_transition,intra_as_hop_pair,2,2,0.2222222222222222,2,False,True,False,False,9,6,4,0,2
AE,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,8966->8966,as_transition,intra_as_hop_pair,2,2,0.2222222222222222,3,False,False,True,False,9,6,4,2,0
AE,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,5384->8966,as_transition,cross_as_transition,2,2,0.2222222222222222,4,False,False,False,False,9,6,4,2,0
AU,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,7578->7578,as_transition,intra_as_hop_pair,93,93,0.34831460674157305,1,True,False,False,False,267,131,52,93,0
AU,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:AU->AU,country_fallback,country_fallback,51,51,0.19101123595505617,2,False,True,False,True,267,131,52,51,0
AU,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,1221->1221,as_transition,intra_as_hop_pair,31,31,0.11610486891385768,3,False,False,True,False,267,131,52,31,0
AU,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,2914->2914,as_transition,intra_as_hop_pair,26,26,0.09737827715355805,4,False,False,False,False,267,131,52,0,26
AU,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,4764->174,as_transition,cross_as_transition,12,12,0.0449438202247191,5,False,False,False,False,267,131,52,0,12
AU,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,4764->4764,as_transition,intra_as_hop_pair,12,12,0.0449438202247191,6,False,False,False,False,267,131,52,0,12
AU,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,7575->7575,as_transition,intra_as_hop_pair,9,9,0.033707865168539325,7,False,False,False,False,267,131,52,0,9
AU,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,7545->7545,as_transition,intra_as_hop_pair,6,6,0.02247191011235955,8,False,False,False,False,267,131,52,6,0
AU,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,136557->136557,as_transition,intra_as_hop_pair,6,6,0.02247191011235955,9,False,False,False,False,267,131,52,6,0
AU,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,134090->134090,as_transition,intra_as_hop_pair,4,4,0.0149812734082397,10,False,False,False,False,267,131,52,4,0
AU,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,4804->7474,as_transition,cross_as_transition,4,4,0.0149812734082397,11,False,False,False,False,267,131,52,4,0
AU,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,3257->3257,as_transition,intra_as_hop_pair,4,4,0.0149812734082397,12,False,False,False,False,267,131,52,4,0
AU,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,38195->174,as_transition,cross_as_transition,2,2,0.00749063670411985,13,False,False,False,False,267,131,52,0,2
AU,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,7699->4826,as_transition,cross_as_transition,2,2,0.00749063670411985,14,False,False,False,False,267,131,52,2,0
AU,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:AU->SG,country_fallback,country_fallback,2,2,0.00749063670411985,15,False,False,False,True,267,131,52,0,2
AU,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,38195->38195,as_transition,intra_as_hop_pair,2,2,0.00749063670411985,16,False,False,False,False,267,131,52,2,0
AU,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,18390->18390,as_transition,intra_as_hop_pair,1,1,0.003745318352059925,17,False,False,False,False,267,131,52,1,0
AX,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,3238->3238,as_transition,intra_as_hop_pair,2,2,1.0,1,True,False,False,False,2,1,1,0,2
BH,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,5416->174,as_transition,cross_as_transition,8,8,1.0,1,True,False,False,False,8,4,2,0,8
BJ,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,28683->174,as_transition,cross_as_transition,6,6,0.75,1,True,False,False,False,8,4,3,0,6
BJ,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,37136->6713,as_transition,cross_as_transition,2,2,0.25,2,False,True,False,False,8,4,3,0,2
BR,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,7195->7195,as_transition,intra_as_hop_pair,6,6,0.5454545454545454,1,True,False,False,False,11,6,6,6,0
BR,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,12956->12956,as_transition,intra_as_hop_pair,4,4,0.36363636363636365,2,False,True,False,False,11,6,6,0,4
BR,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,6762->6762,as_transition,intra_as_hop_pair,1,1,0.09090909090909091,3,False,False,True,False,11,6,6,0,1
CA,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,174->174,as_transition,intra_as_hop_pair,12,12,0.27906976744186046,1,True,False,False,False,43,31,15,0,12
CA,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,3257->3257,as_transition,intra_as_hop_pair,11,11,0.2558139534883721,2,False,True,False,False,43,31,15,0,11
CA,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,6461->6461,as_transition,intra_as_hop_pair,9,9,0.20930232558139536,3,False,False,True,False,43,31,15,0,9
CA,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,3356->3356,as_transition,intra_as_hop_pair,4,4,0.09302325581395349,4,False,False,False,False,43,31,15,0,4
CA,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,1299->1299,as_transition,intra_as_hop_pair,4,4,0.09302325581395349,5,False,False,False,False,43,31,15,0,4
CA,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,12212->174,as_transition,cross_as_transition,1,1,0.023255813953488372,6,False,False,False,False,43,31,15,0,1
CA,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,1100->174,as_transition,cross_as_transition,1,1,0.023255813953488372,7,False,False,False,False,43,31,15,0,1
CA,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,6327->6327,as_transition,intra_as_hop_pair,1,1,0.023255813953488372,8,False,False,False,False,43,31,15,0,1
CM,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,60171->60171,as_transition,intra_as_hop_pair,2,2,1.0,1,True,False,False,False,2,1,1,0,2
CN,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,4134->4134,as_transition,intra_as_hop_pair,1,1,1.0,1,True,False,False,False,1,1,0,1,0
CO,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,23520->23520,as_transition,intra_as_hop_pair,8,8,0.8,1,True,False,False,False,10,7,5,0,8
CO,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,52320->52320,as_transition,intra_as_hop_pair,2,2,0.2,2,False,True,False,False,10,7,5,0,2
CV,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,37575->8657,as_transition,cross_as_transition,1,1,1.0,1,True,False,False,False,1,1,1,0,1
CW,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,23520->23520,as_transition,intra_as_hop_pair,10,10,0.8333333333333334,1,True,False,False,False,12,9,6,0,10
CW,5011,dns-root_c-root_msm5011_20260701T000000Z_010000Z.json,23520->174,as_transition,cross_as_transition,2,2,0.16666666666666666,2,False,True,False,False,12,9,6,0,2
