probe_country,service_id,service_class,deployment_type,total_valid_traces,mappable_traces,submarine_exposed_traces,service_physical_exposure_rate,mappable_trace_rate,unique_probes,unique_probe_asns,unique_target_ips,unique_target_asns,service_entry_resolution_rate,sufficient_trace_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,analysis_scope
AD,H-Root,dns_root,anycast,6,6,0,0.0,1.0,3,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
AE,H-Root,dns_root,anycast,40,28,2,0.05,0.7,20,14,1,1,0.7,True,True,auditable,,probe_country_service
AF,H-Root,dns_root,anycast,12,8,0,0.0,0.6666666666666666,6,2,1,1,0.6666666666666666,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
AL,H-Root,dns_root,anycast,46,42,4,0.08695652173913043,0.9130434782608695,23,14,1,1,0.8695652173913043,True,True,auditable,,probe_country_service
AM,H-Root,dns_root,anycast,28,28,0,0.0,1.0,14,7,1,1,1.0,False,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,probe_country_service
AO,H-Root,dns_root,anycast,19,19,0,0.0,1.0,10,4,1,1,1.0,False,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,probe_country_service
AR,H-Root,dns_root,anycast,100,96,0,0.0,0.96,50,38,1,1,0.96,True,True,auditable,,probe_country_service
AT,H-Root,dns_root,anycast,410,399,2,0.004878048780487805,0.973170731707317,205,81,1,1,0.9536585365853658,True,True,auditable,,probe_country_service
AU,H-Root,dns_root,anycast,480,418,251,0.5229166666666667,0.8708333333333333,241,71,1,1,0.8625,True,True,auditable,,probe_country_service
AX,H-Root,dns_root,anycast,4,4,4,1.0,1.0,2,2,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
AZ,H-Root,dns_root,anycast,18,14,0,0.0,0.7777777777777778,9,8,1,1,0.7777777777777778,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
BA,H-Root,dns_root,anycast,30,28,0,0.0,0.9333333333333333,15,6,1,1,0.9,True,True,auditable,,probe_country_service
BB,H-Root,dns_root,anycast,2,2,1,0.5,1.0,1,1,1,1,0.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
BD,H-Root,dns_root,anycast,18,17,0,0.0,0.9444444444444444,9,6,1,1,0.9444444444444444,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
BE,H-Root,dns_root,anycast,292,292,0,0.0,1.0,146,25,1,1,1.0,True,True,auditable,,probe_country_service
BF,H-Root,dns_root,anycast,8,6,6,0.75,0.75,4,3,1,1,0.75,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
BG,H-Root,dns_root,anycast,166,164,2,0.012048192771084338,0.9879518072289156,83,51,1,1,0.9759036144578314,True,True,auditable,,probe_country_service
BH,H-Root,dns_root,anycast,10,8,3,0.3,0.8,5,2,1,1,0.8,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
BI,H-Root,dns_root,anycast,2,2,0,0.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
BJ,H-Root,dns_root,anycast,14,14,1,0.07142857142857142,1.0,7,4,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
BL,H-Root,dns_root,anycast,2,2,0,0.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
BO,H-Root,dns_root,anycast,36,36,12,0.3333333333333333,1.0,18,9,1,1,1.0,True,True,auditable,,probe_country_service
BR,H-Root,dns_root,anycast,174,158,7,0.040229885057471264,0.9080459770114943,87,58,1,1,0.8160919540229885,True,True,auditable,,probe_country_service
BT,H-Root,dns_root,anycast,4,2,0,0.0,0.5,2,2,1,1,0.5,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
BW,H-Root,dns_root,anycast,2,2,0,0.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
BY,H-Root,dns_root,anycast,46,46,0,0.0,1.0,23,14,1,1,0.9565217391304348,True,True,auditable,,probe_country_service
BZ,H-Root,dns_root,anycast,2,2,0,0.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
CA,H-Root,dns_root,anycast,541,517,95,0.1756007393715342,0.955637707948244,270,85,1,1,0.7097966728280961,True,True,auditable,,probe_country_service
CD,H-Root,dns_root,anycast,6,6,0,0.0,1.0,3,3,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
CG,H-Root,dns_root,anycast,4,4,0,0.0,1.0,2,2,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
CH,H-Root,dns_root,anycast,645,619,47,0.07286821705426356,0.9596899224806201,323,81,1,1,0.9472868217054263,True,True,auditable,,probe_country_service
CI,H-Root,dns_root,anycast,2,2,2,1.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
CK,H-Root,dns_root,anycast,2,2,2,1.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
CL,H-Root,dns_root,anycast,150,148,0,0.0,0.9866666666666667,75,33,1,1,0.9733333333333334,True,True,auditable,,probe_country_service
CM,H-Root,dns_root,anycast,2,2,1,0.5,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
CN,H-Root,dns_root,anycast,100,93,34,0.34,0.93,50,23,1,1,0.9,True,True,auditable,,probe_country_service
CO,H-Root,dns_root,anycast,62,60,9,0.14516129032258066,0.967741935483871,31,22,1,1,0.9032258064516129,True,True,auditable,,probe_country_service
CR,H-Root,dns_root,anycast,32,26,0,0.0,0.8125,16,8,1,1,0.5,True,True,auditable,,probe_country_service
