probe_country,service_id,msm_id,file_name,total_mappable_segments,total_observation_mass,unique_corridors_observed,top1_corridor_id,top1_corridor_share,top2_corridor_share,top3_corridor_share,effective_corridor_count,corridor_concentration_tier,is_corridor_concentrated,auditable_corridor_concentration,sufficient_corridor_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,unique_measurements_or_targets,domestic_segment_share,international_segment_share,analysis_scope
AE,H-Root,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,3,3.0,1,landing_region_0337::landing_region_0377,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1,1,1.0,0.0,probe_country_service
AL,H-Root,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,4,4.0,1,landing_region_0128::landing_region_0341,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,1,0.0,1.0,probe_country_service
AT,H-Root,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,2,2.0,1,landing_region_0376::landing_region_0376,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,1.0,0.0,probe_country_service
AU,H-Root,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,650,650.0,6,landing_region_0041::landing_region_0041,0.8430769230769231,0.9492307692307692,0.9769230769230769,1.8052214378041915,severe_corridor_observation_concentration,True,True,True,True,auditable,,128,57,1,0.9969230769230769,0.003076923076923077,probe_country_service
AX,H-Root,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,12,12.0,5,landing_region_0415::landing_region_0415,0.3333333333333333,0.5,0.6666666666666666,4.7622031559046,broad_corridor_observation_distribution,False,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,0.6666666666666666,0.3333333333333333,probe_country_service
BB,H-Root,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,1,1.0,1,landing_region_0174::landing_region_0603,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,0.0,1.0,probe_country_service
BF,H-Root,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,8,8.0,2,landing_region_0233::landing_region_0556,0.625,1.0,1.0,1.9378192408783848,moderate_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",3,2,1,0.0,1.0,probe_country_service
BG,H-Root,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,2,2.0,1,landing_region_0041::landing_region_0041,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,1.0,0.0,probe_country_service
BH,H-Root,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,5,5.0,1,landing_region_0035::landing_region_0035,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,1,1.0,0.0,probe_country_service
BJ,H-Root,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,1,1.0,1,landing_region_0233::landing_region_0556,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,0.0,1.0,probe_country_service
BO,H-Root,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,12,12.0,1,landing_region_0591::landing_region_0770,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",6,2,1,0.0,1.0,probe_country_service
BR,H-Root,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,7,7.0,2,landing_region_0763::landing_region_0770,0.5714285714285714,1.0,1.0,1.9796263300525183,moderate_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,1,1.0,0.0,probe_country_service
CA,H-Root,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,230,230.0,7,landing_region_0008::landing_region_0008,0.4608695652173913,0.7826086956521738,0.9434782608695652,3.4514211408595,weak_corridor_observation_concentration,True,True,True,True,auditable,,38,9,1,0.6304347826086957,0.3695652173913043,probe_country_service
CH,H-Root,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,82,82.0,1,landing_region_0376::landing_region_0376,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,True,True,True,auditable,,25,9,1,1.0,0.0,probe_country_service
CI,H-Root,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,2,2.0,1,landing_region_0233::landing_region_0556,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,0.0,1.0,probe_country_service
CK,H-Root,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,4,4.0,1,landing_region_0041::landing_region_0041,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,1.0,0.0,probe_country_service
CM,H-Root,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,1,1.0,1,landing_region_0233::landing_region_0556,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,0.0,1.0,probe_country_service
CN,H-Root,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,86,86.0,5,landing_region_0230::landing_region_0230,0.7790697674418605,0.8837209302325582,0.9534883720930233,2.2065063108148224,moderate_corridor_observation_concentration,True,True,True,True,auditable,,19,10,1,0.8488372093023255,0.1511627906976744,probe_country_service
CO,H-Root,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,9,9.0,3,landing_region_0174::landing_region_0465,0.4444444444444444,0.7777777777777777,1.0,2.8888455168024434,weak_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",3,3,1,0.4444444444444444,0.5555555555555556,probe_country_service
CU,H-Root,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,1,1.0,1,landing_region_0174::landing_region_0213,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,0.0,1.0,probe_country_service
CV,H-Root,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,8,8.0,2,landing_region_0769::landing_region_0769,0.75,1.0,1.0,1.7547653506033232,moderate_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,0.75,0.25,probe_country_service
