country,msm_id,file_name,total_hop_pair_segments,cross_as_boundary_segments,intra_as_hop_pair_segments,country_fallback_segments,cross_as_boundary_coverage_rate,intra_as_hop_pair_share,country_fallback_share,unique_as_boundary_transitions,top1_as_boundary_transition_key,top1_as_boundary_transition_share,top2_as_boundary_transition_share,top3_as_boundary_transition_share,effective_as_boundary_transition_count,as_boundary_transition_concentration_tier,auditable_as_boundary_case,as_boundary_observation_sufficiency_reason,unique_probes,unique_probe_asns
AE,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,19,9,10,0,0.47368421052631576,0.5263157894736842,0.0,3,8966->5384,0.6666666666666666,0.8888888888888888,1.0,2.336573541485641,moderate_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes",8,7
AO,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,1,1,0,0,1.0,0.0,0.0,1,37468->11845,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
AU,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,314,46,226,42,0.1464968152866242,0.7197452229299363,0.1337579617834395,21,9942->7545,0.2391304347826087,0.41304347826086957,0.5434782608695652,13.058919559246139,broad_as_boundary_transition_distribution,True,auditable,45,27
BH,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,4,3,1,0,0.75,0.25,0.0,3,8529->42961,0.3333333333333333,0.6666666666666666,1.0,2.9999999999999996,weak_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",3,2
BJ,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,2,2,0,0,1.0,0.0,0.0,2,28683->174,0.5,1.0,1.0,2.0,moderate_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2
BR,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,72,22,48,2,0.3055555555555556,0.6666666666666666,0.027777777777777776,13,3356->263009,0.22727272727272727,0.40909090909090906,0.5,10.456050743048756,broad_as_boundary_transition_distribution,False,insufficient_minimum_mappable_segments,22,18
CA,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,48,22,22,4,0.4583333333333333,0.4583333333333333,0.08333333333333333,8,852->3257,0.2727272727272727,0.5454545454545454,0.6818181818181818,6.1355368057420465,broad_as_boundary_transition_distribution,False,insufficient_minimum_mappable_segments,22,4
CN,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,13,6,5,2,0.46153846153846156,0.38461538461538464,0.15384615384615385,4,4837->17816,0.5,0.6666666666666666,0.8333333333333333,3.464101615137755,weak_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes",6,6
CW,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,8,1,7,0,0.125,0.875,0.0,1,23520->262191,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,0
CY,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,8,6,1,1,0.75,0.125,0.125,3,5504->1299,0.3333333333333333,0.6666666666666666,1.0,2.9999999999999996,weak_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes",6,3
