country,msm_id,file_name,network_transition_key,network_transition_representation,hop_pair_as_class,network_transition_observation_count,unique_atomic_segments,share_of_network_transition_observations,rank_within_unit,is_top1_network_transition,is_top2_network_transition,is_top3_network_transition,used_country_fallback_transition,group_total_mappable_segments,group_unique_probes,group_unique_probe_asns,domestic_segment_count,international_segment_count
AE,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,8966->5384,as_transition,cross_as_transition,6,6,0.3157894736842105,1,True,False,False,False,19,15,14,6,0
AE,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,5384->5384,as_transition,intra_as_hop_pair,5,5,0.2631578947368421,2,False,True,False,False,19,15,14,5,0
AE,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,8529->8529,as_transition,intra_as_hop_pair,3,3,0.15789473684210525,3,False,False,True,False,19,15,14,0,3
AE,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,5384->8966,as_transition,cross_as_transition,2,2,0.10526315789473684,4,False,False,False,False,19,15,14,1,1
AE,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,8966->8966,as_transition,intra_as_hop_pair,2,2,0.10526315789473684,5,False,False,False,False,19,15,14,2,0
AE,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,8966->4755,as_transition,cross_as_transition,1,1,0.05263157894736842,6,False,False,False,False,19,15,14,0,1
AL,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,6939->6939,as_transition,intra_as_hop_pair,1,1,1.0,1,True,False,False,False,1,1,1,0,1
AO,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,37468->11845,as_transition,cross_as_transition,1,1,1.0,1,True,False,False,False,1,1,1,0,1
AU,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,7578->7578,as_transition,intra_as_hop_pair,125,125,0.3980891719745223,1,True,False,False,False,314,216,101,122,3
AU,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,1221->1221,as_transition,intra_as_hop_pair,31,31,0.09872611464968153,2,False,True,False,False,314,216,101,31,0
AU,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:AU->AU,country_fallback,country_fallback,30,30,0.09554140127388536,3,False,False,True,True,314,216,101,30,0
AU,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,6939->6939,as_transition,intra_as_hop_pair,12,12,0.03821656050955414,4,False,False,False,False,314,216,101,6,6
AU,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,4826->4826,as_transition,intra_as_hop_pair,11,11,0.03503184713375796,5,False,False,False,False,314,216,101,11,0
AU,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,9942->7545,as_transition,cross_as_transition,11,11,0.03503184713375796,6,False,False,False,False,314,216,101,11,0
AU,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,136557->136557,as_transition,intra_as_hop_pair,10,10,0.03184713375796178,7,False,False,False,False,314,216,101,10,0
AU,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,2914->2914,as_transition,intra_as_hop_pair,9,9,0.028662420382165606,8,False,False,False,False,314,216,101,0,9
AU,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,174->174,as_transition,intra_as_hop_pair,9,9,0.028662420382165606,9,False,False,False,False,314,216,101,4,5
AU,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,7545->7545,as_transition,intra_as_hop_pair,8,8,0.025477707006369428,10,False,False,False,False,314,216,101,8,0
AU,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,1221->4637,as_transition,cross_as_transition,8,8,0.025477707006369428,11,False,False,False,False,314,216,101,0,8
AU,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:AU->US,country_fallback,country_fallback,8,8,0.025477707006369428,12,False,False,False,True,314,216,101,0,8
AU,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,136557->174,as_transition,cross_as_transition,6,6,0.01910828025477707,13,False,False,False,False,314,216,101,0,6
AU,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,7575->7575,as_transition,intra_as_hop_pair,5,5,0.01592356687898089,14,False,False,False,False,314,216,101,3,2
AU,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,4764->4764,as_transition,intra_as_hop_pair,3,3,0.009554140127388535,15,False,False,False,False,314,216,101,1,2
AU,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,7578->137409,as_transition,cross_as_transition,2,2,0.006369426751592357,16,False,False,False,False,314,216,101,0,2
AU,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:AU->NZ,country_fallback,country_fallback,2,2,0.006369426751592357,17,False,False,False,True,314,216,101,0,2
AU,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,7474->7473,as_transition,cross_as_transition,2,2,0.006369426751592357,18,False,False,False,False,314,216,101,0,2
AU,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,7545->6453,as_transition,cross_as_transition,2,2,0.006369426751592357,19,False,False,False,False,314,216,101,0,2
AU,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:AU->FJ,country_fallback,country_fallback,1,1,0.0031847133757961785,20,False,False,False,True,314,216,101,0,1
AU,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,4637->4637,as_transition,intra_as_hop_pair,1,1,0.0031847133757961785,21,False,False,False,False,314,216,101,1,0
AU,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,4637->45355,as_transition,cross_as_transition,1,1,0.0031847133757961785,22,False,False,False,False,314,216,101,0,1
AU,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,137409->7578,as_transition,cross_as_transition,1,1,0.0031847133757961785,23,False,False,False,False,314,216,101,1,0
AU,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,4764->2914,as_transition,cross_as_transition,1,1,0.0031847133757961785,24,False,False,False,False,314,216,101,0,1
AU,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,38195->3257,as_transition,cross_as_transition,1,1,0.0031847133757961785,25,False,False,False,False,314,216,101,0,1
AU,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,4637->139609,as_transition,cross_as_transition,1,1,0.0031847133757961785,26,False,False,False,False,314,216,101,0,1
AU,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,64098->55581,as_transition,cross_as_transition,1,1,0.0031847133757961785,27,False,False,False,False,314,216,101,1,0
