probe_country,service_id,service_class,deployment_type,path_scope_stratum,total_valid_traces,mappable_traces,traces_with_feasible_submarine_corridor_candidates,submarine_candidate_exposure_rate,any_candidate_exposure_rate,inter_region_candidate_exposure_rate,domestic_inter_region_candidate_exposure_rate,international_inter_region_candidate_exposure_rate,intra_region_candidate_rate,submarine_exposed_traces,service_physical_exposure_rate,mappable_trace_rate,unique_probes,unique_probe_asns,unique_target_ips,unique_target_asns,service_entry_resolution_rate,sufficient_trace_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,analysis_scope
AE,F-Root,dns_root,anycast,all_publicly_visible,40,30,12,0.3,0.3,0.2,0.15,0.1,0.15,12,0.3,0.75,20,14,1,1,0.05,True,True,auditable,,probe_country_service
AL,F-Root,dns_root,anycast,all_publicly_visible,46,38,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.8260869565217391,23,14,1,1,0.0,True,True,auditable,,probe_country_service
AR,F-Root,dns_root,anycast,all_publicly_visible,102,88,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.8627450980392157,51,39,1,1,0.0,True,True,auditable,,probe_country_service
AT,F-Root,dns_root,anycast,all_publicly_visible,410,404,2,0.004878048780487805,0.004878048780487805,0.0,0.0,0.0,0.004878048780487805,2,0.004878048780487805,0.9853658536585366,206,81,1,1,0.014634146341463415,True,True,auditable,,probe_country_service
AU,F-Root,dns_root,anycast,all_publicly_visible,479,338,150,0.31315240083507306,0.31315240083507306,0.010438413361169102,0.010438413361169102,0.0,0.3068893528183716,150,0.31315240083507306,0.7056367432150313,240,71,1,1,0.0041753653444676405,True,True,auditable,,probe_country_service
BA,F-Root,dns_root,anycast,all_publicly_visible,30,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.9,15,6,1,1,0.13333333333333333,True,True,auditable,,probe_country_service
BE,F-Root,dns_root,anycast,all_publicly_visible,294,290,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.9863945578231292,146,25,1,1,0.006802721088435374,True,True,auditable,,probe_country_service
BG,F-Root,dns_root,anycast,all_publicly_visible,166,161,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.9698795180722891,83,51,1,1,0.09036144578313253,True,True,auditable,,probe_country_service
BO,F-Root,dns_root,anycast,all_publicly_visible,36,34,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.9444444444444444,18,9,1,1,0.0,True,True,auditable,,probe_country_service
BR,F-Root,dns_root,anycast,all_publicly_visible,173,136,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.7861271676300579,87,58,1,1,0.15028901734104047,True,True,auditable,,probe_country_service
BY,F-Root,dns_root,anycast,all_publicly_visible,46,46,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,23,14,1,1,0.0,True,True,auditable,,probe_country_service
CA,F-Root,dns_root,anycast,all_publicly_visible,541,502,127,0.23475046210720887,0.23475046210720887,0.022181146025878003,0.0036968576709796672,0.018484288354898338,0.22735674676524953,127,0.23475046210720887,0.9279112754158965,271,85,1,1,0.033271719038817,True,True,auditable,,probe_country_service
CH,F-Root,dns_root,anycast,all_publicly_visible,643,615,44,0.06842923794712286,0.06842923794712286,0.0,0.0,0.0,0.06842923794712286,44,0.06842923794712286,0.9564541213063764,323,81,1,1,0.003110419906687403,True,True,auditable,,probe_country_service
CL,F-Root,dns_root,anycast,all_publicly_visible,153,92,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.6013071895424836,76,33,1,1,0.16339869281045752,True,True,auditable,,probe_country_service
CN,F-Root,dns_root,anycast,all_publicly_visible,100,95,16,0.16,0.16,0.05,0.05,0.0,0.14,16,0.16,0.95,50,23,1,1,0.63,True,True,auditable,,probe_country_service
CN,F-Root,dns_root,anycast,resolved_entry_only,63,63,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,32,14,1,1,1.0,True,True,auditable,,probe_country_service
CO,F-Root,dns_root,anycast,all_publicly_visible,62,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.7741935483870968,31,22,1,1,0.0,True,True,auditable,,probe_country_service
CR,F-Root,dns_root,anycast,all_publicly_visible,32,11,2,0.0625,0.0625,0.0625,0.0625,0.0,0.0,2,0.0625,0.34375,16,8,1,1,0.0,True,True,auditable,,probe_country_service
CZ,F-Root,dns_root,anycast,all_publicly_visible,552,505,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.9148550724637681,277,112,1,1,0.13405797101449277,True,True,auditable,,probe_country_service
CZ,F-Root,dns_root,anycast,resolved_entry_only,74,74,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,37,18,1,1,1.0,True,True,auditable,,probe_country_service
DE,F-Root,dns_root,anycast,all_publicly_visible,3172,3079,22,0.0069356872635561164,0.0069356872635561164,0.0,0.0,0.0,0.0069356872635561164,22,0.0069356872635561164,0.9706809583858764,1590,376,1,1,0.3117906683480454,True,True,auditable,,probe_country_service
DE,F-Root,dns_root,anycast,resolved_entry_only,989,989,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,512,81,1,1,1.0,True,True,auditable,,probe_country_service
DK,F-Root,dns_root,anycast,all_publicly_visible,217,205,195,0.8986175115207373,0.8986175115207373,0.06451612903225806,0.018433179723502304,0.05069124423963134,0.880184331797235,195,0.8986175115207373,0.9447004608294931,108,35,1,1,0.055299539170506916,True,True,auditable,,probe_country_service
EC,F-Root,dns_root,anycast,all_publicly_visible,48,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5208333333333334,24,19,1,1,0.0,True,True,auditable,,probe_country_service
EE,F-Root,dns_root,anycast,all_publicly_visible,76,58,6,0.07894736842105263,0.07894736842105263,0.07894736842105263,0.0,0.07894736842105263,0.0,6,0.07894736842105263,0.7631578947368421,38,22,1,1,0.0,True,True,auditable,,probe_country_service
ES,F-Root,dns_root,anycast,all_publicly_visible,459,398,26,0.05664488017429194,0.05664488017429194,0.013071895424836602,0.010893246187363835,0.002178649237472767,0.05010893246187364,26,0.05664488017429194,0.8671023965141612,230,73,1,1,0.06100217864923747,True,True,auditable,,probe_country_service
FI,F-Root,dns_root,anycast,all_publicly_visible,283,256,10,0.0353356890459364,0.0353356890459364,0.0353356890459364,0.0353356890459364,0.0,0.0,10,0.0353356890459364,0.9045936395759717,142,50,1,1,0.0,True,True,auditable,,probe_country_service
FR,F-Root,dns_root,anycast,all_publicly_visible,1900,1819,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.9573684210526315,951,163,1,1,0.008421052631578947,True,True,auditable,,probe_country_service
GB,F-Root,dns_root,anycast,all_publicly_visible,1043,949,2,0.0019175455417066154,0.0019175455417066154,0.0,0.0,0.0,0.0019175455417066154,2,0.0019175455417066154,0.909875359539789,522,186,1,1,0.1850431447746884,True,True,auditable,,probe_country_service
GB,F-Root,dns_root,anycast,resolved_entry_only,193,193,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,100,44,1,1,1.0,True,True,auditable,,probe_country_service
GR,F-Root,dns_root,anycast,all_publicly_visible,146,110,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.7534246575342466,73,26,1,1,0.0136986301369863,True,True,auditable,,probe_country_service
HK,F-Root,dns_root,anycast,all_publicly_visible,98,82,77,0.7857142857142857,0.7857142857142857,0.0,0.0,0.0,0.7857142857142857,77,0.7857142857142857,0.8367346938775511,49,32,1,1,0.0,True,True,auditable,,probe_country_service
HR,F-Root,dns_root,anycast,all_publicly_visible,84,70,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.8333333333333334,42,20,1,1,0.09523809523809523,True,True,auditable,,probe_country_service
HU,F-Root,dns_root,anycast,all_publicly_visible,110,80,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.7272727272727273,55,23,1,1,0.3090909090909091,True,True,auditable,,probe_country_service
HU,F-Root,dns_root,anycast,resolved_entry_only,34,34,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,17,4,1,1,1.0,True,True,auditable,,probe_country_service
ID,F-Root,dns_root,anycast,all_publicly_visible,157,147,140,0.89171974522293,0.89171974522293,0.08917197452229299,0.08917197452229299,0.006369426751592357,0.8598726114649682,140,0.89171974522293,0.9363057324840764,79,57,1,1,0.1910828025477707,True,True,auditable,,probe_country_service
ID,F-Root,dns_root,anycast,resolved_entry_only,30,30,24,0.8,0.8,0.13333333333333333,0.13333333333333333,0.0,0.6666666666666666,24,0.8,1.0,16,13,1,1,1.0,True,True,auditable,,probe_country_service
IE,F-Root,dns_root,anycast,all_publicly_visible,173,169,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.976878612716763,87,24,1,1,0.0,True,True,auditable,,probe_country_service
IL,F-Root,dns_root,anycast,all_publicly_visible,57,53,45,0.7894736842105263,0.7894736842105263,0.0,0.0,0.0,0.7894736842105263,45,0.7894736842105263,0.9298245614035088,29,12,1,1,0.017543859649122806,True,True,auditable,,probe_country_service
IN,F-Root,dns_root,anycast,all_publicly_visible,271,196,5,0.01845018450184502,0.01845018450184502,0.01845018450184502,0.01845018450184502,0.0,0.0,5,0.01845018450184502,0.7232472324723247,135,59,1,1,0.0,True,True,auditable,,probe_country_service
IR,F-Root,dns_root,anycast,all_publicly_visible,88,34,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.38636363636363635,44,22,1,1,0.0,True,True,auditable,,probe_country_service
IT,F-Root,dns_root,anycast,all_publicly_visible,614,505,2,0.003257328990228013,0.003257328990228013,0.003257328990228013,0.003257328990228013,0.0,0.0,2,0.003257328990228013,0.8224755700325733,307,102,1,1,0.11889250814332247,True,True,auditable,,probe_country_service
IT,F-Root,dns_root,anycast,resolved_entry_only,73,73,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,37,16,1,1,1.0,True,True,auditable,,probe_country_service
JP,F-Root,dns_root,anycast,all_publicly_visible,449,418,2,0.004454342984409799,0.004454342984409799,0.0,0.0,0.0,0.004454342984409799,2,0.004454342984409799,0.9309576837416481,224,99,1,1,0.013363028953229399,True,True,auditable,,probe_country_service
KE,F-Root,dns_root,anycast,all_publicly_visible,30,27,4,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,4,0.13333333333333333,0.9,15,10,1,1,0.0,True,True,auditable,,probe_country_service
KG,F-Root,dns_root,anycast,all_publicly_visible,40,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.8,20,13,1,1,0.0,True,True,auditable,,probe_country_service
KR,F-Root,dns_root,anycast,all_publicly_visible,44,38,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.8636363636363636,22,12,1,1,0.22727272727272727,True,True,auditable,,probe_country_service
KZ,F-Root,dns_root,anycast,all_publicly_visible,108,107,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.9907407407407407,54,20,1,1,0.3148148148148148,True,True,auditable,,probe_country_service
KZ,F-Root,dns_root,anycast,resolved_entry_only,34,34,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,17,5,1,1,1.0,True,True,auditable,,probe_country_service
LT,F-Root,dns_root,anycast,all_publicly_visible,72,66,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.9166666666666666,36,21,1,1,0.25,True,True,auditable,,probe_country_service
LU,F-Root,dns_root,anycast,all_publicly_visible,76,58,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.7631578947368421,38,20,1,1,0.2236842105263158,True,True,auditable,,probe_country_service
LV,F-Root,dns_root,anycast,all_publicly_visible,60,52,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.8666666666666667,30,19,1,1,0.0,True,True,auditable,,probe_country_service
MD,F-Root,dns_root,anycast,all_publicly_visible,51,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.6274509803921569,25,15,1,1,0.0784313725490196,True,True,auditable,,probe_country_service
MX,F-Root,dns_root,anycast,all_publicly_visible,86,75,4,0.046511627906976744,0.046511627906976744,0.023255813953488372,0.0,0.023255813953488372,0.023255813953488372,4,0.046511627906976744,0.872093023255814,43,22,1,1,0.0,True,True,auditable,,probe_country_service
MY,F-Root,dns_root,anycast,all_publicly_visible,66,40,4,0.06060606060606061,0.06060606060606061,0.0,0.0,0.0,0.06060606060606061,4,0.06060606060606061,0.6060606060606061,33,18,1,1,0.015151515151515152,True,True,auditable,,probe_country_service
NA,F-Root,dns_root,anycast,all_publicly_visible,3491,3093,428,0.1226009739329705,0.1226009739329705,0.02549412775708966,0.012030936694356918,0.013463191062732742,0.10856488112288742,428,0.1226009739329705,0.8859925522772845,1745,4,1,1,0.08335720423947293,True,True,auditable,,probe_country_service
NL,F-Root,dns_root,anycast,all_publicly_visible,1148,1096,2,0.0017421602787456446,0.0017421602787456446,0.0017421602787456446,0.0017421602787456446,0.0017421602787456446,0.0,2,0.0017421602787456446,0.9547038327526133,575,159,1,1,0.12195121951219512,True,True,auditable,,probe_country_service
NL,F-Root,dns_root,anycast,resolved_entry_only,140,140,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,95,28,1,1,1.0,True,True,auditable,,probe_country_service
NO,F-Root,dns_root,anycast,all_publicly_visible,177,165,148,0.8361581920903954,0.8361581920903954,0.2994350282485876,0.2937853107344633,0.005649717514124294,0.7909604519774012,148,0.8361581920903954,0.9322033898305084,89,33,1,1,0.3785310734463277,True,True,auditable,,probe_country_service
NO,F-Root,dns_root,anycast,resolved_entry_only,67,67,59,0.8805970149253731,0.8805970149253731,0.43283582089552236,0.43283582089552236,0.0,0.7761194029850746,59,0.8805970149253731,1.0,34,11,1,1,1.0,True,True,auditable,,probe_country_service
NZ,F-Root,dns_root,anycast,all_publicly_visible,196,179,145,0.7397959183673469,0.7397959183673469,0.03571428571428571,0.03571428571428571,0.0,0.7346938775510204,145,0.7397959183673469,0.9132653061224489,98,32,1,1,0.04081632653061224,True,True,auditable,,probe_country_service
PA,F-Root,dns_root,anycast,all_publicly_visible,36,22,4,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.0,4,0.1111111111111111,0.6111111111111112,18,11,1,1,0.0,True,True,auditable,,probe_country_service
PE,F-Root,dns_root,anycast,all_publicly_visible,38,24,5,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.0,0.13157894736842105,0.0,5,0.13157894736842105,0.631578947368421,19,14,1,1,0.0,True,True,auditable,,probe_country_service
PH,F-Root,dns_root,anycast,all_publicly_visible,118,105,61,0.5169491525423728,0.5169491525423728,0.3050847457627119,0.0847457627118644,0.2627118644067797,0.4661016949152542,61,0.5169491525423728,0.8898305084745762,59,33,1,1,0.0,True,True,auditable,,probe_country_service
PL,F-Root,dns_root,anycast,all_publicly_visible,408,392,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.9607843137254902,204,120,1,1,0.05392156862745098,True,True,auditable,,probe_country_service
PT,F-Root,dns_root,anycast,all_publicly_visible,188,131,114,0.6063829787234043,0.6063829787234043,0.010638297872340425,0.010638297872340425,0.0,0.5957446808510638,114,0.6063829787234043,0.6968085106382979,94,21,1,1,0.031914893617021274,True,True,auditable,,probe_country_service
RE,F-Root,dns_root,anycast,all_publicly_visible,71,71,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,36,4,1,1,0.0,True,True,auditable,,probe_country_service
RO,F-Root,dns_root,anycast,all_publicly_visible,161,144,2,0.012422360248447204,0.012422360248447204,0.0,0.0,0.0,0.012422360248447204,2,0.012422360248447204,0.8944099378881988,81,43,1,1,0.15527950310559005,True,True,auditable,,probe_country_service
RS,F-Root,dns_root,anycast,all_publicly_visible,88,70,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.7954545454545454,44,16,1,1,0.09090909090909091,True,True,auditable,,probe_country_service
RU,F-Root,dns_root,anycast,all_publicly_visible,935,842,1,0.0010695187165775401,0.0010695187165775401,0.0,0.0,0.0,0.0010695187165775401,1,0.0010695187165775401,0.9005347593582887,465,280,1,1,0.14010695187165775,True,True,auditable,,probe_country_service
RU,F-Root,dns_root,anycast,resolved_entry_only,131,131,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,66,52,1,1,1.0,True,True,auditable,,probe_country_service
SA,F-Root,dns_root,anycast,all_publicly_visible,30,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.43333333333333335,15,8,1,1,0.3,True,True,auditable,,probe_country_service
SE,F-Root,dns_root,anycast,all_publicly_visible,400,369,132,0.33,0.33,0.205,0.09,0.1625,0.2025,132,0.33,0.9225,200,70,1,1,0.0,True,True,auditable,,probe_country_service
SG,F-Root,dns_root,anycast,all_publicly_visible,227,214,208,0.9162995594713657,0.9162995594713657,0.00881057268722467,0.0,0.00881057268722467,0.9162995594713657,208,0.9162995594713657,0.9427312775330396,114,56,1,1,0.0,True,True,auditable,,probe_country_service
SI,F-Root,dns_root,anycast,all_publicly_visible,86,73,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.8488372093023255,43,19,1,1,0.0,True,True,auditable,,probe_country_service
SK,F-Root,dns_root,anycast,all_publicly_visible,96,84,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.875,48,21,1,1,0.16666666666666666,True,True,auditable,,probe_country_service
