country,msm_id,file_name,total_mappable_segments,top1_network_transition_share,top2_network_transition_share,top3_network_transition_share,effective_network_transition_count,network_transition_concentration_tier,top1_corridor_share,top2_corridor_share,top3_corridor_share,effective_corridor_count,corridor_concentration_tier,cross_layer_distribution_class,country_fallback_share,auditable_cross_layer_case,sufficient_trace_observation,sufficient_corridor_observation,sufficient_network_transition_resolution,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,domestic_segment_share,international_segment_share,paper_case_scope,probe_country,service_id
,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,71,0.4225352112676056,0.5633802816901409,0.647887323943662,7.764650046505153,broad_network_transition_distribution,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,22,12,1.0,0.0,service_country_cross_layer_distribution_audit,CH,F-Root
CH,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,85,0.47058823529411764,0.611764705882353,0.7058823529411764,6.748966934423741,broad_network_transition_distribution,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,25,14,1.0,0.0,country_cross_layer_distribution_audit,,
,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,117,0.3076923076923077,0.5384615384615385,0.7264957264957266,6.725821959220864,broad_network_transition_distribution,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,23,10,1.0,0.0,service_country_cross_layer_distribution_audit,IL,F-Root
IL,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,135,0.35555555555555557,0.5851851851851853,0.7481481481481482,6.4845059543981,broad_network_transition_distribution,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,27,11,1.0,0.0,country_cross_layer_distribution_audit,,
SG,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,1163,0.31900257953568356,0.43680137575236455,0.4866723989681857,23.300055441779747,broad_network_transition_distribution,0.998280309544282,1.0,1.0,1.0127456333072546,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,195,85,0.998280309544282,0.0017196904557179708,country_cross_layer_distribution_audit,,
,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,759,0.30566534914361,0.4005270092226614,0.461133069828722,20.169509906911824,broad_network_transition_distribution,0.9920948616600791,0.9973649538866931,1.0,1.0525000432570502,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,106,52,0.997364953886693,0.002635046113306983,service_country_cross_layer_distribution_audit,SG,F-Root
,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,386,0.12953367875647667,0.18134715025906734,0.23316062176165803,36.07172707146168,broad_network_transition_distribution,0.9870466321243523,0.9948186528497409,1.0,1.081000917286014,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,76,43,1.0,0.0,service_country_cross_layer_distribution_audit,AU,F-Root
AU,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,536,0.15111940298507462,0.2126865671641791,0.26119402985074625,39.429987223541524,broad_network_transition_distribution,0.9850746268656716,0.9925373134328358,1.0,1.0918958725846084,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,110,51,1.0,0.0,country_cross_layer_distribution_audit,,
HK,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,363,0.22589531680440772,0.31955922865013775,0.37741046831955927,26.376335977493657,broad_network_transition_distribution,0.9834710743801653,0.9944903581267218,1.0,1.0993562117030715,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,90,46,0.9834710743801653,0.01652892561983471,country_cross_layer_distribution_audit,,
CA,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,426,0.16666666666666666,0.323943661971831,0.47183098591549294,13.93643329712653,broad_network_transition_distribution,0.9765258215962441,0.9906103286384976,1.0,1.1354926054406422,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,69,17,0.9765258215962441,0.023474178403755867,country_cross_layer_distribution_audit,,
