country,msm_id,file_name,total_mappable_segments,total_observation_mass,unique_corridors_observed,top1_corridor_id,top1_corridor_share,top2_corridor_share,top3_corridor_share,effective_corridor_count,corridor_concentration_tier,is_corridor_concentrated,auditable_corridor_concentration,sufficient_corridor_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,unique_measurements_or_targets,domestic_segment_share,international_segment_share,paper_case_scope,probe_country,service_id
IL,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,135,135.0,1,landing_region_0083::landing_region_0083,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,True,True,True,auditable,,27,11,1,1.0,0.0,country_corridor_concentration_summary,,
,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,117,117.0,1,landing_region_0083::landing_region_0083,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,True,True,True,auditable,,23,10,1,1.0,0.0,service_country_corridor_concentration_summary,IL,F-Root
CH,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,85,85.0,1,landing_region_0376::landing_region_0376,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,True,True,True,auditable,,25,14,1,1.0,0.0,country_corridor_concentration_summary,,
,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,71,71.0,1,landing_region_0376::landing_region_0376,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,True,True,True,auditable,,22,12,1,1.0,0.0,service_country_corridor_concentration_summary,CH,F-Root
SG,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,1163,1163.0,2,landing_region_0132::landing_region_0132,0.998280309544282,1.0,1.0,1.0127456333072546,severe_corridor_observation_concentration,True,True,True,True,auditable,,195,85,1,0.998280309544282,0.0017196904557179708,country_corridor_concentration_summary,,
,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,759,759.0,3,landing_region_0132::landing_region_0132,0.9920948616600791,0.9973649538866931,1.0,1.0525000432570502,severe_corridor_observation_concentration,True,True,True,True,auditable,,106,52,1,0.997364953886693,0.002635046113306983,service_country_corridor_concentration_summary,SG,F-Root
,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,386,386.0,3,landing_region_0041::landing_region_0041,0.9870466321243523,0.9948186528497409,1.0,1.081000917286014,severe_corridor_observation_concentration,True,True,True,True,auditable,,76,43,1,1.0,0.0,service_country_corridor_concentration_summary,AU,F-Root
AU,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,536,536.0,3,landing_region_0041::landing_region_0041,0.9850746268656716,0.9925373134328358,1.0,1.0918958725846084,severe_corridor_observation_concentration,True,True,True,True,auditable,,110,51,1,1.0,0.0,country_corridor_concentration_summary,,
HK,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,363,363.0,3,landing_region_0230::landing_region_0230,0.9834710743801653,0.9944903581267218,1.0,1.0993562117030715,severe_corridor_observation_concentration,True,True,True,True,auditable,,90,46,1,0.9834710743801653,0.01652892561983471,country_corridor_concentration_summary,,
CA,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,426,426.0,3,landing_region_0008::landing_region_0008,0.9765258215962441,0.9906103286384976,1.0,1.1354926054406422,severe_corridor_observation_concentration,True,True,True,True,auditable,,69,17,1,0.9765258215962441,0.023474178403755867,country_corridor_concentration_summary,,
PT,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,238,238.0,3,landing_region_0239::landing_region_0239,0.9747899159663865,0.9915966386554622,1.0,1.1430752037874807,severe_corridor_observation_concentration,True,True,True,True,auditable,,89,27,1,1.0,0.0,country_corridor_concentration_summary,,
,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,162,162.0,3,landing_region_0239::landing_region_0239,0.9629629629629629,0.9876543209876543,1.0,1.1995964024827377,severe_corridor_observation_concentration,True,True,True,True,auditable,,66,16,1,1.0,0.0,service_country_corridor_concentration_summary,PT,F-Root
MV,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,54,54.0,2,landing_region_0439::landing_region_0439,0.9629629629629629,1.0,1.0,1.171647139290564,severe_corridor_observation_concentration,True,True,True,True,auditable,,10,3,1,0.9629629629629629,0.037037037037037035,country_corridor_concentration_summary,,
,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,199,199.0,2,landing_region_0230::landing_region_0230,0.9396984924623115,1.0,1.0,1.2558295201727308,severe_corridor_observation_concentration,True,True,True,True,auditable,,38,25,1,0.9949748743718593,0.005025125628140704,service_country_corridor_concentration_summary,HK,F-Root
DK,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,627,627.0,4,landing_region_0051::landing_region_0051,0.9330143540669856,0.9776714513556619,0.9936204146730462,1.3522458722738855,severe_corridor_observation_concentration,True,True,True,True,auditable,,108,36,1,0.9712918660287081,0.028708133971291867,country_corridor_concentration_summary,,
ID,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,377,377.0,9,landing_region_0061::landing_region_0061,0.9257294429708223,0.946949602122016,0.9575596816976127,1.4998943774191424,severe_corridor_observation_concentration,True,True,True,True,auditable,,80,49,1,0.9814323607427056,0.01856763925729443,country_corridor_concentration_summary,,
,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,618,618.0,5,landing_region_0051::landing_region_0051,0.9077669902912622,0.953074433656958,0.9919093851132686,1.4876694222704492,severe_corridor_observation_concentration,True,True,True,True,auditable,,95,28,1,0.9401294498381877,0.059870550161812294,service_country_corridor_concentration_summary,DK,F-Root
,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,361,361.0,6,landing_region_0008::landing_region_0008,0.8836565096952909,0.9556786703601108,0.9722991689750693,1.6364577309206279,severe_corridor_observation_concentration,True,True,True,True,auditable,,57,16,1,0.9667590027700831,0.0332409972299169,service_country_corridor_concentration_summary,CA,F-Root
,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,328,328.0,8,landing_region_0061::landing_region_0061,0.8689024390243902,0.9390243902439024,0.9634146341463414,1.773452744357358,severe_corridor_observation_concentration,True,True,True,True,auditable,,65,47,1,0.9908536585365854,0.009146341463414634,service_country_corridor_concentration_summary,ID,F-Root
