probe_country,service_id,service_class,deployment_type,path_scope_stratum,total_valid_traces,mappable_traces,traces_with_feasible_submarine_corridor_candidates,submarine_candidate_exposure_rate,any_candidate_exposure_rate,inter_region_candidate_exposure_rate,domestic_inter_region_candidate_exposure_rate,international_inter_region_candidate_exposure_rate,intra_region_candidate_rate,submarine_exposed_traces,service_physical_exposure_rate,mappable_trace_rate,unique_probes,unique_probe_asns,unique_target_ips,unique_target_asns,service_entry_resolution_rate,sufficient_trace_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,analysis_scope
AE,Wikipedia,popular_web,distributed,all_publicly_visible,33,33,14,0.42424242424242425,0.42424242424242425,0.36363636363636365,0.09090909090909091,0.36363636363636365,0.09090909090909091,14,0.42424242424242425,1.0,20,14,3,1,1.0,True,True,auditable,,probe_country_service
AE,Wikipedia,popular_web,distributed,resolved_entry_only,33,33,14,0.42424242424242425,0.42424242424242425,0.36363636363636365,0.09090909090909091,0.36363636363636365,0.09090909090909091,14,0.42424242424242425,1.0,20,14,3,1,1.0,True,True,auditable,,probe_country_service
AL,Wikipedia,popular_web,distributed,all_publicly_visible,45,41,4,0.08888888888888889,0.08888888888888889,0.08888888888888889,0.0,0.08888888888888889,0.0,4,0.08888888888888889,0.9111111111111111,23,14,2,1,0.9111111111111111,True,True,auditable,,probe_country_service
AL,Wikipedia,popular_web,distributed,resolved_entry_only,41,41,4,0.0975609756097561,0.0975609756097561,0.0975609756097561,0.0,0.0975609756097561,0.0,4,0.0975609756097561,1.0,21,12,2,1,1.0,True,True,auditable,,probe_country_service
AR,Wikipedia,popular_web,distributed,all_publicly_visible,97,94,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.9690721649484536,52,40,3,2,0.9690721649484536,True,True,auditable,,probe_country_service
AR,Wikipedia,popular_web,distributed,resolved_entry_only,94,94,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,51,40,2,1,1.0,True,True,auditable,,probe_country_service
AT,Wikipedia,popular_web,distributed,all_publicly_visible,384,377,4,0.010416666666666666,0.010416666666666666,0.0,0.0,0.0,0.010416666666666666,4,0.010416666666666666,0.9817708333333334,204,81,4,2,0.9817708333333334,True,True,auditable,,probe_country_service
AT,Wikipedia,popular_web,distributed,resolved_entry_only,377,377,4,0.010610079575596816,0.010610079575596816,0.0,0.0,0.0,0.010610079575596816,4,0.010610079575596816,1.0,202,80,3,1,1.0,True,True,auditable,,probe_country_service
AU,Wikipedia,popular_web,distributed,all_publicly_visible,459,360,330,0.7189542483660131,0.7189542483660131,0.42483660130718953,0.3877995642701525,0.13725490196078433,0.7145969498910676,330,0.7189542483660131,0.7843137254901961,238,71,6,2,0.7843137254901961,True,True,auditable,,probe_country_service
AU,Wikipedia,popular_web,distributed,resolved_entry_only,360,360,330,0.9166666666666666,0.9166666666666666,0.5416666666666666,0.49444444444444446,0.175,0.9111111111111111,330,0.9166666666666666,1.0,191,68,5,1,1.0,True,True,auditable,,probe_country_service
