probe_country,service_id,msm_id,file_name,total_mappable_segments,total_observation_mass,unique_corridors_observed,top1_corridor_id,top1_corridor_share,top2_corridor_share,top3_corridor_share,effective_corridor_count,corridor_concentration_tier,is_corridor_concentrated,auditable_corridor_concentration,sufficient_corridor_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,unique_measurements_or_targets,domestic_segment_share,international_segment_share,analysis_scope
AD,M-Root,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,6,6.0,1,landing_region_0126::landing_region_0431,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",3,1,1,0.0,1.0,probe_country_service
AE,M-Root,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,43,43.0,2,landing_region_0132::landing_region_0132,0.9767441860465116,1.0,1.0,1.1167839111004445,severe_corridor_observation_concentration,True,True,True,True,auditable,,13,9,1,0.9767441860465116,0.023255813953488372,probe_country_service
AF,M-Root,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,6,6.0,2,landing_region_0132::landing_region_0485,0.6666666666666666,1.0,1.0,1.8898815748423097,moderate_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1,1,0.3333333333333333,0.6666666666666666,probe_country_service
AL,M-Root,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,24,24.0,4,landing_region_0132::landing_region_0132,0.5,0.875,0.9583333333333334,2.868757542181681,moderate_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",5,5,1,0.5,0.5,probe_country_service
AO,M-Root,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,3,3.0,2,landing_region_0214::landing_region_0239,0.6666666666666666,1.0,1.0,1.8898815748423097,moderate_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,0.3333333333333333,0.6666666666666666,probe_country_service
AT,M-Root,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,2,2.0,1,landing_region_0376::landing_region_0376,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,1.0,0.0,probe_country_service
AU,M-Root,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,521,521.0,7,landing_region_0041::landing_region_0041,0.6122840690978887,0.8042226487523992,0.8598848368522073,3.460129315425981,moderate_corridor_observation_concentration,True,True,True,True,auditable,,74,40,1,0.9539347408829175,0.046065259117082535,probe_country_service
AX,M-Root,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,15,15.0,5,landing_region_0132::landing_region_0132,0.4,0.6666666666666667,0.8,4.207331795423248,weak_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,0.6666666666666666,0.3333333333333333,probe_country_service
BE,M-Root,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,64,64.0,2,landing_region_0132::landing_region_0132,0.828125,1.0,1.0,1.5822483509226688,severe_corridor_observation_concentration,True,False,False,False,insufficient_minimum_unique_probe_asns,minimum_unique_probe_asns,10,2,1,0.828125,0.171875,probe_country_service
BG,M-Root,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,2,2.0,1,landing_region_0041::landing_region_0041,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,1.0,0.0,probe_country_service
BH,M-Root,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,9,9.0,3,landing_region_0035::landing_region_0337,0.4444444444444444,0.7777777777777777,1.0,2.8888455168024434,weak_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",3,2,1,0.5555555555555556,0.4444444444444444,probe_country_service
BJ,M-Root,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,15,15.0,2,landing_region_0132::landing_region_0431,0.6,1.0,1.0,1.9601317042077895,moderate_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",5,2,1,0.0,1.0,probe_country_service
BT,M-Root,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,3,3.0,1,landing_region_0132::landing_region_0132,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,1.0,0.0,probe_country_service
BW,M-Root,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,2,2.0,1,landing_region_0233::landing_region_0239,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,0.0,1.0,probe_country_service
CA,M-Root,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,442,442.0,9,landing_region_0008::landing_region_0008,0.5859728506787331,0.8733031674208145,0.918552036199095,3.0980880749738713,moderate_corridor_observation_concentration,True,True,True,True,auditable,,64,21,1,0.7895927601809954,0.21040723981900453,probe_country_service
CD,M-Root,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,7,7.0,4,landing_region_0054::landing_region_0233,0.2857142857142857,0.5714285714285714,0.8571428571428571,3.8643132978583434,weak_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,0.5714285714285714,0.42857142857142855,probe_country_service
CH,M-Root,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,61,61.0,2,landing_region_0376::landing_region_0376,0.9344262295081968,1.0,1.0,1.2738402591323905,severe_corridor_observation_concentration,True,True,True,True,auditable,,15,9,1,0.9344262295081968,0.06557377049180328,probe_country_service
CI,M-Root,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,2,2.0,1,landing_region_0006::landing_region_0556,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,0.0,1.0,probe_country_service
CK,M-Root,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,2,2.0,1,landing_region_0041::landing_region_0041,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,1.0,0.0,probe_country_service
CL,M-Root,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,1,1.0,1,landing_region_0014::landing_region_0348,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,0.0,1.0,probe_country_service
CM,M-Root,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,2,2.0,1,landing_region_0333::landing_region_0556,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,0.0,1.0,probe_country_service
CN,M-Root,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,36,36.0,4,landing_region_0230::landing_region_0230,0.7777777777777778,0.8888888888888888,0.9722222222222222,2.109014103114774,moderate_corridor_observation_concentration,True,False,False,False,insufficient_minimum_unique_probes,minimum_unique_probes,9,6,1,1.0,0.0,probe_country_service
CO,M-Root,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,10,10.0,4,landing_region_0174::landing_region_0243,0.3,0.6,0.8,3.9202634084155794,weak_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,1,0.0,1.0,probe_country_service
CU,M-Root,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,1,1.0,1,landing_region_0174::landing_region_0213,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,0.0,1.0,probe_country_service
CV,M-Root,5006,dns-root_m-root_msm5006_20260701T000000Z_010000Z.json,6,6.0,1,landing_region_0769::landing_region_0769,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,1.0,0.0,probe_country_service
