probe_country,service_id,path_scope_stratum,total_atomic_segments,uniquely_resolved_segments,bounded_candidate_set_segments,no_matched_corridor_segments,insufficiently_resolved_segments,rtt_conclusive_segments,rtt_inconclusive_segments,uniquely_resolved_share,bounded_candidate_set_share,no_matched_corridor_share,insufficiently_resolved_share
?,A-Root,all_publicly_visible,8,0,0,5,3,6,2,0.0,0.0,0.625,0.375
AD,A-Root,all_publicly_visible,8,0,0,4,4,8,0,0.0,0.0,0.5,0.5
AE,A-Root,all_publicly_visible,79,6,0,46,27,60,19,0.0759493670886076,0.0,0.5822784810126582,0.34177215189873417
AF,A-Root,all_publicly_visible,41,8,0,12,21,31,10,0.1951219512195122,0.0,0.2926829268292683,0.5121951219512195
AL,A-Root,all_publicly_visible,170,1,0,119,50,120,50,0.0058823529411764705,0.0,0.7,0.29411764705882354
AM,A-Root,all_publicly_visible,108,0,0,90,18,72,36,0.0,0.0,0.8333333333333334,0.16666666666666666
AO,A-Root,all_publicly_visible,65,0,0,24,41,55,10,0.0,0.0,0.36923076923076925,0.6307692307692307
AR,A-Root,all_publicly_visible,280,0,0,208,72,219,61,0.0,0.0,0.7428571428571429,0.2571428571428571
AT,A-Root,all_publicly_visible,1113,0,0,938,175,791,322,0.0,0.0,0.8427672955974843,0.15723270440251572
AU,A-Root,all_publicly_visible,1794,316,0,893,585,1236,558,0.17614269788182832,0.0,0.4977703455964326,0.32608695652173914
AX,A-Root,all_publicly_visible,12,2,0,8,2,6,6,0.16666666666666666,0.0,0.6666666666666666,0.16666666666666666
AZ,A-Root,all_publicly_visible,34,0,0,12,22,24,10,0.0,0.0,0.35294117647058826,0.6470588235294118
BA,A-Root,all_publicly_visible,97,0,0,83,14,69,28,0.0,0.0,0.8556701030927835,0.14432989690721648
BD,A-Root,all_publicly_visible,68,12,0,21,35,48,20,0.17647058823529413,0.0,0.3088235294117647,0.5147058823529411
BE,A-Root,all_publicly_visible,596,0,0,364,232,487,109,0.0,0.0,0.610738255033557,0.38926174496644295
BF,A-Root,all_publicly_visible,38,0,0,23,15,27,11,0.0,0.0,0.6052631578947368,0.39473684210526316
BG,A-Root,all_publicly_visible,305,0,0,238,67,232,73,0.0,0.0,0.780327868852459,0.21967213114754097
BH,A-Root,all_publicly_visible,22,0,0,4,18,16,6,0.0,0.0,0.18181818181818182,0.8181818181818182
BI,A-Root,all_publicly_visible,10,0,0,9,1,9,1,0.0,0.0,0.9,0.1
BJ,A-Root,all_publicly_visible,70,9,0,52,9,50,20,0.12857142857142856,0.0,0.7428571428571429,0.12857142857142856
BL,A-Root,all_publicly_visible,8,0,0,8,0,5,3,0.0,0.0,1.0,0.0
BO,A-Root,all_publicly_visible,121,0,0,84,37,85,36,0.0,0.0,0.6942148760330579,0.30578512396694213
BR,A-Root,all_publicly_visible,477,3,0,285,189,360,117,0.006289308176100629,0.0,0.5974842767295597,0.39622641509433965
BT,A-Root,all_publicly_visible,12,0,0,11,1,9,3,0.0,0.0,0.9166666666666666,0.08333333333333333
BY,A-Root,all_publicly_visible,191,0,0,158,33,144,47,0.0,0.0,0.8272251308900523,0.17277486910994763
CA,A-Root,all_publicly_visible,1481,99,3,987,392,1054,427,0.06684672518568535,0.002025658338960162,0.6664415935178933,0.2646860229574612
CD,A-Root,all_publicly_visible,21,0,0,15,6,16,5,0.0,0.0,0.7142857142857143,0.2857142857142857
CG,A-Root,all_publicly_visible,17,1,0,8,8,13,4,0.058823529411764705,0.0,0.47058823529411764,0.47058823529411764
CH,A-Root,all_publicly_visible,1793,0,0,1508,285,1363,430,0.0,0.0,0.8410485220301172,0.15895147796988288
CI,A-Root,all_publicly_visible,9,0,0,3,6,7,2,0.0,0.0,0.3333333333333333,0.6666666666666666
CK,A-Root,all_publicly_visible,9,3,0,5,1,5,4,0.3333333333333333,0.0,0.5555555555555556,0.1111111111111111
CL,A-Root,all_publicly_visible,479,0,0,258,221,371,108,0.0,0.0,0.5386221294363257,0.4613778705636743
CM,A-Root,all_publicly_visible,15,1,0,11,3,11,4,0.06666666666666667,0.0,0.7333333333333333,0.2
CN,A-Root,all_publicly_visible,478,1,0,314,163,347,131,0.0020920502092050207,0.0,0.6569037656903766,0.3410041841004184
CN,A-Root,resolved_entry_only,26,0,0,14,12,17,9,0.0,0.0,0.5384615384615384,0.46153846153846156
CO,A-Root,all_publicly_visible,169,3,0,97,69,133,36,0.01775147928994083,0.0,0.5739644970414202,0.40828402366863903
CR,A-Root,all_publicly_visible,49,2,0,6,41,40,9,0.04081632653061224,0.0,0.12244897959183673,0.8367346938775511
CU,A-Root,all_publicly_visible,8,0,0,5,3,7,1,0.0,0.0,0.625,0.375
CV,A-Root,all_publicly_visible,27,3,0,12,12,22,5,0.1111111111111111,0.0,0.4444444444444444,0.4444444444444444
CW,A-Root,all_publicly_visible,9,0,0,8,1,8,1,0.0,0.0,0.8888888888888888,0.1111111111111111
CY,A-Root,all_publicly_visible,52,2,0,33,17,40,12,0.038461538461538464,0.0,0.6346153846153846,0.3269230769230769
CZ,A-Root,all_publicly_visible,1717,0,0,1277,440,1146,571,0.0,0.0,0.7437390797903319,0.256260920209668
DE,A-Root,all_publicly_visible,7690,0,0,6028,1662,5698,1992,0.0,0.0,0.7838751625487647,0.21612483745123537
DJ,A-Root,all_publicly_visible,12,0,2,8,2,6,6,0.0,0.16666666666666666,0.6666666666666666,0.16666666666666666
DK,A-Root,all_publicly_visible,474,15,0,336,123,340,134,0.03164556962025317,0.0,0.7088607594936709,0.25949367088607594
DO,A-Root,all_publicly_visible,37,1,0,20,16,30,7,0.02702702702702703,0.0,0.5405405405405406,0.43243243243243246
DZ,A-Root,all_publicly_visible,4,0,0,0,4,2,2,0.0,0.0,0.0,1.0
EC,A-Root,all_publicly_visible,151,3,0,65,83,119,32,0.019867549668874173,0.0,0.4304635761589404,0.5496688741721855
