probe_country,total_valid_traces,mappable_traces,submarine_exposed_traces,service_physical_exposure_rate,mappable_trace_rate,unique_services,unique_probes,unique_probe_asns,unique_target_ips,unique_target_asns
AD,2,2,0,0.0,1.0,1,2,1,1,1
AE,16,11,3,0.1875,0.6875,1,16,12,1,1
AF,5,5,2,0.4,1.0,1,5,2,1,1
AL,16,15,1,0.0625,0.9375,1,16,11,1,1
AM,11,10,0,0.0,0.9090909090909091,1,11,5,1,1
AO,7,7,4,0.5714285714285714,1.0,1,7,2,1,1
AR,40,31,3,0.075,0.775,1,40,34,1,1
AT,149,147,2,0.013422818791946308,0.9865771812080537,1,149,68,1,1
AU,191,153,97,0.5078534031413613,0.8010471204188482,1,191,60,1,1
AX,2,2,2,1.0,1.0,1,2,2,1,1
AZ,8,4,0,0.0,0.5,1,8,7,1,1
BA,12,12,0,0.0,1.0,1,12,5,1,1
BD,8,7,0,0.0,0.875,1,8,5,1,1
BE,115,104,0,0.0,0.9043478260869565,1,114,23,1,1
BF,5,4,0,0.0,0.8,1,5,4,1,1
BG,59,56,0,0.0,0.9491525423728814,1,59,42,1,1
BH,3,1,0,0.0,0.3333333333333333,1,3,2,1,1
BI,1,1,1,1.0,1.0,1,1,1,1,1
BJ,5,5,4,0.8,1.0,1,5,3,1,1
BL,1,1,0,0.0,1.0,1,1,1,1,1
BO,13,13,5,0.38461538461538464,1.0,1,13,5,1,1
BR,58,47,10,0.1724137931034483,0.8103448275862069,1,58,43,1,1
BT,2,1,1,0.5,0.5,1,2,2,1,1
BY,17,17,0,0.0,1.0,1,17,10,1,1
BZ,1,1,1,1.0,1.0,1,1,1,1,1
CA,190,176,34,0.17894736842105263,0.9263157894736842,1,190,71,1,1
CD,3,3,0,0.0,1.0,1,3,3,1,1
CG,2,2,1,0.5,1.0,1,2,2,1,1
CH,230,214,46,0.2,0.9304347826086956,1,230,63,1,1
CK,1,1,0,0.0,1.0,1,1,1,1,1
CL,53,48,23,0.4339622641509434,0.9056603773584906,1,52,25,1,1
CM,2,2,1,0.5,1.0,1,2,2,1,1
CN,41,35,8,0.1951219512195122,0.8536585365853658,1,41,17,1,1
CO,25,22,5,0.2,0.88,1,25,17,1,1
CR,12,6,1,0.08333333333333333,0.5,1,12,6,1,1
CU,1,1,0,0.0,1.0,1,1,1,1,1
CV,3,3,3,1.0,1.0,1,3,1,1,1
CW,2,2,0,0.0,1.0,1,2,2,1,1
CY,10,9,2,0.2,0.9,1,10,5,1,1
CZ,213,210,0,0.0,0.9859154929577465,1,213,86,1,1
DE,1194,1157,2,0.0016750418760469012,0.9690117252931323,1,1193,313,1,1
DJ,3,3,0,0.0,1.0,1,3,2,1,1
DK,74,70,40,0.5405405405405406,0.9459459459459459,1,74,29,1,1
