probe_country,total_valid_traces,mappable_traces,submarine_exposed_traces,service_physical_exposure_rate,mappable_trace_rate,unique_services,unique_probes,unique_probe_asns,unique_target_ips,unique_target_asns
DO,7,6,1,0.14285714285714285,0.8571428571428571,1,7,6,1,1
DZ,1,0,0,0.0,0.0,1,1,1,1,1
EC,18,15,3,0.16666666666666666,0.8333333333333334,1,18,15,1,1
EE,31,26,16,0.5161290322580645,0.8387096774193549,1,31,19,1,1
EG,2,2,0,0.0,1.0,1,2,1,1,1
ES,174,130,37,0.21264367816091953,0.7471264367816092,1,174,59,1,1
FI,116,103,45,0.3879310344827586,0.8879310344827587,1,116,45,1,1
FM,2,1,1,0.5,0.5,1,2,1,1,1
FR,702,646,10,0.014245014245014245,0.9202279202279202,1,702,132,1,1
GB,387,313,1,0.002583979328165375,0.8087855297157622,1,387,149,1,1
GE,7,7,0,0.0,1.0,1,7,4,1,1
GF,1,1,0,0.0,1.0,1,1,1,1,1
GH,3,3,1,0.3333333333333333,1.0,1,3,3,1,1
GP,1,1,1,1.0,1.0,1,1,1,1,1
GR,58,50,0,0.0,0.8620689655172413,1,58,21,1,1
GT,2,0,0,0.0,0.0,1,2,1,1,1
GU,7,7,7,1.0,1.0,1,7,5,1,1
HK,40,38,18,0.45,0.95,1,40,26,1,1
HN,7,5,4,0.5714285714285714,0.7142857142857143,1,7,5,1,1
HR,27,23,0,0.0,0.8518518518518519,1,27,15,1,1
HU,39,31,0,0.0,0.7948717948717948,1,39,18,1,1
ID,60,59,40,0.6666666666666666,0.9833333333333333,1,60,48,1,1
IE,67,59,0,0.0,0.8805970149253731,1,67,20,1,1
IL,18,18,5,0.2777777777777778,1.0,1,18,10,1,1
IM,3,2,1,0.3333333333333333,0.6666666666666666,1,3,3,1,1
IN,102,87,57,0.5588235294117647,0.8529411764705882,1,102,50,1,1
IQ,7,7,0,0.0,1.0,1,7,5,1,1
IR,38,16,0,0.0,0.42105263157894735,1,38,21,1,1
IS,8,8,0,0.0,1.0,1,8,7,1,1
IT,233,218,5,0.02145922746781116,0.9356223175965666,1,233,87,1,1
JO,1,1,0,0.0,1.0,1,1,1,1,1
JP,173,162,100,0.5780346820809249,0.9364161849710982,1,173,82,1,1
KE,12,11,0,0.0,0.9166666666666666,1,12,10,1,1
KG,17,15,0,0.0,0.8823529411764706,1,17,12,1,1
KH,3,3,0,0.0,1.0,1,3,3,1,1
KI,1,1,1,1.0,1.0,1,1,1,1,1
KN,1,1,0,0.0,1.0,1,1,1,1,1
KR,18,15,4,0.2222222222222222,0.8333333333333334,1,18,10,1,1
KW,2,1,0,0.0,0.5,1,2,2,1,1
KZ,37,36,0,0.0,0.972972972972973,1,37,17,1,1
LA,1,1,1,1.0,1.0,1,1,1,1,1
LB,2,1,0,0.0,0.5,1,2,2,1,1
LC,2,2,2,1.0,1.0,1,2,2,1,1
LI,1,1,1,1.0,1.0,1,1,1,1,1
LK,10,9,7,0.7,0.9,1,10,5,1,1
LS,1,1,0,0.0,1.0,1,1,1,1,1
LT,21,18,0,0.0,0.8571428571428571,1,21,16,1,1
LU,32,26,3,0.09375,0.8125,1,32,16,1,1
LV,23,23,0,0.0,1.0,1,23,16,1,1
MA,1,1,0,0.0,1.0,1,1,1,1,1
MD,16,16,0,0.0,1.0,1,16,10,1,1
ME,6,6,1,0.16666666666666666,1.0,1,6,5,1,1
MG,2,2,0,0.0,1.0,1,2,1,1,1
MH,1,1,0,0.0,1.0,1,1,1,1,1
MK,7,6,0,0.0,0.8571428571428571,1,7,5,1,1
ML,1,1,0,0.0,1.0,1,1,1,1,1
MM,1,1,1,1.0,1.0,1,1,1,1,1
MN,5,5,2,0.4,1.0,1,5,5,1,1
MT,4,4,4,1.0,1.0,1,4,2,1,1
MU,5,5,0,0.0,1.0,1,5,4,1,1
MV,7,7,0,0.0,1.0,1,7,3,1,1
MW,1,1,0,0.0,1.0,1,1,1,1,1
MX,34,32,2,0.058823529411764705,0.9411764705882353,1,34,19,1,1
MY,27,19,8,0.2962962962962963,0.7037037037037037,1,27,16,1,1
MZ,2,2,0,0.0,1.0,1,2,2,1,1
NA,1348,1191,213,0.15801186943620177,0.8835311572700296,1,1346,4,1,1
NC,4,4,4,1.0,1.0,1,4,2,1,1
NG,5,5,2,0.4,1.0,1,5,4,1,1
NI,6,3,0,0.0,0.5,1,6,4,1,1
NL,436,309,59,0.1353211009174312,0.7087155963302753,1,436,126,1,1
NO,61,59,24,0.39344262295081966,0.9672131147540983,1,61,24,1,1
NP,11,11,7,0.6363636363636364,1.0,1,11,7,1,1
NZ,77,76,57,0.7402597402597403,0.987012987012987,1,77,25,1,1
PA,11,7,2,0.18181818181818182,0.6363636363636364,1,11,8,1,1
PE,13,11,5,0.38461538461538464,0.8461538461538461,1,13,11,1,1
PF,5,5,0,0.0,1.0,1,5,1,1,1
PG,1,1,1,1.0,1.0,1,1,1,1,1
PH,44,42,32,0.7272727272727273,0.9545454545454546,1,44,28,1,1
PK,3,1,0,0.0,0.3333333333333333,1,3,3,1,1
PL,143,138,1,0.006993006993006993,0.965034965034965,1,142,94,1,1
PS,1,1,0,0.0,1.0,1,1,1,1,1
PT,66,59,18,0.2727272727272727,0.8939393939393939,1,66,18,1,1
PW,1,1,0,0.0,1.0,1,1,1,1,1
PY,9,8,1,0.1111111111111111,0.8888888888888888,1,9,8,1,1
QA,1,1,0,0.0,1.0,1,1,1,1,1
RE,30,30,0,0.0,1.0,1,30,4,1,1
RO,57,31,0,0.0,0.543859649122807,1,57,35,1,1
RS,33,31,0,0.0,0.9393939393939394,1,33,11,1,1
RU,360,322,6,0.016666666666666666,0.8944444444444445,1,357,230,1,1
RW,1,1,0,0.0,1.0,1,1,1,1,1
SA,9,3,0,0.0,0.3333333333333333,1,9,5,1,1
SE,149,136,39,0.26174496644295303,0.912751677852349,1,149,53,1,1
SG,86,76,29,0.3372093023255814,0.8837209302325582,1,86,45,1,1
SI,34,31,0,0.0,0.9117647058823529,1,34,17,1,1
SK,40,35,0,0.0,0.875,1,40,20,1,1
SL,2,1,1,0.5,0.5,1,2,2,1,1
SM,1,1,0,0.0,1.0,1,1,1,1,1
SN,1,1,0,0.0,1.0,1,1,1,1,1
SV,7,3,1,0.14285714285714285,0.42857142857142855,1,7,4,1,1
SY,1,0,0,0.0,0.0,1,1,1,1,1
TD,1,1,0,0.0,1.0,1,1,1,1,1
TH,30,28,20,0.6666666666666666,0.9333333333333333,1,30,19,1,1
TJ,9,8,0,0.0,0.8888888888888888,1,9,7,1,1
TL,4,4,1,0.25,1.0,1,4,2,1,1
TN,7,6,1,0.14285714285714285,0.8571428571428571,1,7,5,1,1
TO,1,1,1,1.0,1.0,1,1,1,1,1
TR,42,39,0,0.0,0.9285714285714286,1,42,23,1,1
TV,1,1,1,1.0,1.0,1,1,1,1,1
TW,51,49,44,0.8627450980392157,0.9607843137254902,1,51,25,1,1
TZ,3,3,0,0.0,1.0,1,3,2,1,1
UA,122,116,6,0.04918032786885246,0.9508196721311475,1,122,88,1,1
UG,3,3,0,0.0,1.0,1,3,3,1,1
US,1261,1170,77,0.06106264869151467,0.9278350515463918,1,1261,367,1,1
UY,14,14,0,0.0,1.0,1,14,5,1,1
UZ,8,7,0,0.0,0.875,1,8,6,1,1
VA,1,1,0,0.0,1.0,1,1,1,1,1
VE,26,5,0,0.0,0.19230769230769232,1,26,17,1,1
VI,2,2,1,0.5,1.0,1,2,2,1,1
VN,18,18,15,0.8333333333333334,1.0,1,18,12,1,1
XK,2,2,0,0.0,1.0,1,2,2,1,1
YE,1,1,0,0.0,1.0,1,1,1,1,1
ZA,86,83,12,0.13953488372093023,0.9651162790697675,1,86,53,1,1
ZM,4,4,0,0.0,1.0,1,4,4,1,1
ZW,1,1,0,0.0,1.0,1,1,1,1,1
