country,msm_id,file_name,total_mappable_segments,total_observation_mass,unique_corridors_observed,top1_corridor_id,top1_corridor_share,top2_corridor_share,top3_corridor_share,corridor_entropy,corridor_normalized_entropy,effective_corridor_count,corridor_concentration_tier,is_corridor_concentrated,auditable_corridor_concentration,sufficient_corridor_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,unique_measurements_or_targets,domestic_segment_share,international_segment_share,analysis_scope
MX,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,2,2.0,1,landing_region_0c894d5ef6d3::landing_region_2899c8b816f4,1.0,1.0,1.0,-0.0,0.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,1,0.0,1.0,transition_near_country
MY,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,5,5.0,2,landing_region_d0ecf913edd7::landing_region_d5376611ccce,0.8,1.0,1.0,0.5004024235381879,0.7219280948873623,1.6493848884661177,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",5,5,1,0.0,1.0,transition_near_country
NC,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,4,4.0,1,landing_region_3563aa191965::landing_region_58084817cbe7,1.0,1.0,1.0,-0.0,0.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",4,2,1,0.0,1.0,transition_near_country
NG,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,2,2.0,1,landing_region_30beda532e6f::landing_region_c88b92706e9c,1.0,1.0,1.0,-0.0,0.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,1,0.0,1.0,transition_near_country
NO,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,108,108.00000000000001,12,landing_region_2f1f6d8f7ce5::landing_region_d514e04d4eb8,0.8209876543209877,0.8780864197530865,0.9074074074074076,0.8431733242758614,0.33931790731365974,2.3237292355794468,severe_corridor_observation_concentration,True,True,True,True,auditable,,48,20,1,1.0,0.0,transition_near_country
NZ,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,130,130.0,10,landing_region_58084817cbe7::landing_region_64abd2b76b5b,0.2846153846153846,0.4846153846153846,0.6153846153846154,1.9586421297495522,0.8506274689734634,7.089693642086141,broad_corridor_observation_distribution,False,False,True,True,auditable,,61,16,1,0.5846153846153846,0.4153846153846154,transition_near_country
PA,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,1,1.0,1,landing_region_466f092d0a6e::landing_region_af7df63397a0,1.0,1.0,1.0,-0.0,0.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,0.0,1.0,transition_near_country
PG,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,1,1.0,1,landing_region_58084817cbe7::landing_region_a4275bfd77b7,1.0,1.0,1.0,-0.0,0.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,0.0,1.0,transition_near_country
PH,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,22,22.0,6,landing_region_71e1260196d0::landing_region_d0ecf913edd7,0.5,0.8181818181818181,0.8636363636363636,1.2729415877142582,0.7104422270823442,3.571342543541024,moderate_corridor_observation_concentration,True,False,False,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,20,15,1,0.18181818181818182,0.8181818181818182,transition_near_country
PR,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,2,2.0,1,landing_region_0c894d5ef6d3::landing_region_822747b0ce7e,1.0,1.0,1.0,-0.0,0.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,1,0.0,1.0,transition_near_country
PT,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,18,18.0,3,landing_region_1159954a018c::landing_region_c88b92706e9c,0.7777777777777778,0.9444444444444444,1.0,0.6546695645285008,0.5959059181125509,1.9245064870902011,moderate_corridor_observation_concentration,True,False,False,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,17,5,1,0.05555555555555555,0.9444444444444444,transition_near_country
SE,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,61,61.0,1,landing_region_1ce0b85cd8b9::landing_region_e1a72a298b9d,1.0,1.0,1.0,-0.0,0.0,1.0,severe_corridor_observation_concentration,True,True,True,True,auditable,,58,23,1,0.8688524590163934,0.13114754098360656,transition_near_country
SG,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,854,854.0,3,landing_region_149ad599e1a3::landing_region_d0ecf913edd7,0.990632318501171,0.9988290398126464,1.0,0.05660478949085081,0.051523899809526964,1.0582375011592078,severe_corridor_observation_concentration,True,True,True,True,auditable,,400,181,1,0.990632318501171,0.00936768149882904,transition_near_country
SL,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,1,1.0,1,landing_region_c88b92706e9c::landing_region_dbe3261635ed,1.0,1.0,1.0,-0.0,0.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,0.0,1.0,transition_near_country
SN,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,1,1.0,1,landing_region_9d5009d65552::landing_region_c88b92706e9c,1.0,1.0,1.0,-0.0,0.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,0.0,1.0,transition_near_country
TH,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,1,1.0,1,landing_region_319252418c1f::landing_region_b8a30afb11ed,1.0,1.0,1.0,-0.0,0.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,0.0,1.0,transition_near_country
TO,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,1,1.0,1,landing_region_1cece50a3587::landing_region_ab5fcb6a28e2,1.0,1.0,1.0,-0.0,0.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,0.0,1.0,transition_near_country
TW,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,29,29.000000000000004,7,landing_region_3362110f86da::landing_region_7a95dbddaa36,0.6896551724137931,0.8620689655172414,0.896551724137931,1.0517473880197845,0.5404912392950822,2.862648908659625,moderate_corridor_observation_concentration,True,False,False,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,27,8,1,0.8620689655172413,0.1379310344827586,transition_near_country
US,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,79,79.0,12,landing_region_35391ab448ed::landing_region_a4e660c6c620,0.4810126582278481,0.5991561181434599,0.7046413502109705,1.7862429510821929,0.7188370441338656,5.966992019394931,broad_corridor_observation_distribution,False,False,True,True,auditable,,52,25,1,0.9113924050632911,0.08860759493670886,transition_near_country
VI,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,1,1.0,1,landing_region_0c894d5ef6d3::landing_region_fd5565d28cce,1.0,1.0,1.0,-0.0,0.0,1.0,severe_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1,0.0,1.0,transition_near_country
ZA,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,6,6.0,2,landing_region_44e270aeb18c::landing_region_991301515953,0.5,1.0,1.0,0.6931471805599453,1.0,2.0,moderate_corridor_observation_concentration,True,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",6,3,1,0.0,1.0,transition_near_country
