country,msm_id,file_name,total_mappable_segments,unique_network_transitions_observed,top1_network_transition_key,top1_network_transition_share,top2_network_transition_share,top3_network_transition_share,effective_network_transition_count,network_transition_concentration_tier,country_fallback_share,sufficient_network_transition_resolution,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,domestic_segment_share,international_segment_share
AE,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,3,2,8966->36236,0.6666666666666666,1.0,1.0,1.8898815748423097,moderate_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1,1.0,0.0
AL,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,4,1,6939->6939,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,0.0,1.0
AU,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,128,19,1221->1221,0.5,0.640625,0.71875,6.854307844452317,broad_network_transition_distribution,0.0,True,True,auditable,,50,28,1.0,0.0
AX,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,2,1,3238->3238,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
BH,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,2,1,5416->36236,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
BR,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,7,3,2716->-1,0.42857142857142855,0.7142857142857142,1.0,2.941713421083178,weak_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",4,3,1.0,0.0
CA,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,97,7,852->3257,0.6185567010309279,0.7628865979381443,0.865979381443299,3.399975453978734,weak_network_transition_concentration,0.0,True,True,auditable,,48,10,0.0,1.0
CN,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,11,1,9808->58453,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",7,3,0.0,1.0
CO,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,9,4,13489->6762,0.3333333333333333,0.6666666666666666,0.8888888888888888,3.709079297755367,weak_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",7,6,0.0,1.0
CV,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,2,1,37575->6939,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
CW,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,13,2,23520->23520,0.6923076923076923,1.0,1.0,1.8538077549635301,moderate_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",9,6,0.0,1.0
CY,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,6,2,5504->1299,0.6666666666666666,1.0,1.0,1.8898815748423097,moderate_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",4,2,0.0,1.0
DK,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,22,4,2603->1299,0.5454545454545454,0.7272727272727273,0.9090909090909091,3.2172224873263437,weak_network_transition_concentration,0.0,True,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,11,8,0.0,1.0
DO,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,2,1,23520->23520,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,0.0,1.0
EE,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,49,4,1299->1299,0.3877551020408163,0.6326530612244898,0.8367346938775511,3.789122678410857,weak_network_transition_concentration,0.0,True,True,auditable,,25,13,0.0,1.0
ES,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,18,2,3356->3356,0.8333333333333334,1.0,1.0,1.5691925832141966,severe_network_transition_concentration,0.0,True,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,15,5,0.16666666666666666,0.8333333333333334
FI,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,146,12,1299->1299,0.3082191780821918,0.5684931506849316,0.6643835616438356,7.354977623455764,broad_network_transition_distribution,0.0,True,True,auditable,,71,24,0.1643835616438356,0.8356164383561644
FJ,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,6,3,24390->7575,0.3333333333333333,0.6666666666666666,1.0,2.9999999999999996,weak_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",3,3,0.0,1.0
GH,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,7,2,37721->37721,0.7142857142857143,1.0,1.0,1.8189685116531733,moderate_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",4,3,0.0,1.0
GU,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,12,4,6939->6939,0.3333333333333333,0.6666666666666666,0.9166666666666666,3.618491900178948,weak_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",7,5,0.0,1.0
