probe_country,service_id,msm_id,file_name,total_mappable_segments,total_observation_mass,unique_corridors_observed,top1_corridor_id,top1_corridor_share,top2_corridor_share,top3_corridor_share,effective_corridor_count,corridor_concentration_tier,is_corridor_concentrated,auditable_corridor_concentration,sufficient_corridor_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,unique_measurements_or_targets,domestic_segment_share,international_segment_share,analysis_scope
AU,G-Root,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,135,135.0,6,landing_region_0041::landing_region_0635,0.5777777777777777,0.7185185185185184,0.8296296296296296,3.6849165569375457,weak_corridor_observation_concentration,True,True,True,True,auditable,,46,23,1,0.9185185185185185,0.08148148148148149,probe_country_service
CA,G-Root,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,166,166.0,4,landing_region_0200::landing_region_0944,0.572289156626506,0.9759036144578314,0.9879518072289157,2.2079761993093174,moderate_corridor_observation_concentration,True,True,True,True,auditable,,42,14,1,0.012048192771084338,0.9879518072289156,probe_country_service
EE,G-Root,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,51,51.0,3,landing_region_0351::landing_region_0640,0.6666666666666666,0.9215686274509803,1.0,2.2668223982962057,moderate_corridor_observation_concentration,True,True,True,True,auditable,,18,10,1,0.0,1.0,probe_country_service
FI,G-Root,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,56,56.0,5,landing_region_0351::landing_region_0512,0.44642857142857145,0.6785714285714286,0.8571428571428572,3.989639681013724,weak_corridor_observation_concentration,True,True,True,True,auditable,,12,5,1,0.30357142857142855,0.6964285714285714,probe_country_service
ID,G-Root,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,111,111.0,9,landing_region_0061::landing_region_0132,0.6576576576576577,0.7567567567567568,0.8108108108108109,3.648021289928741,weak_corridor_observation_concentration,True,True,True,True,auditable,,41,30,1,0.43243243243243246,0.5675675675675675,probe_country_service
IN,G-Root,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,124,124.0,3,landing_region_0132::landing_region_0260,0.6854838709677419,0.8951612903225806,1.0,2.2770039682207934,moderate_corridor_observation_concentration,True,True,True,True,auditable,,52,26,1,0.10483870967741936,0.8951612903225806,probe_country_service
NO,G-Root,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,73,73.0,7,landing_region_0335::landing_region_0562,0.3287671232876712,0.5753424657534246,0.7397260273972602,5.393297204306384,broad_corridor_observation_distribution,False,False,True,True,auditable,,12,6,1,1.0,0.0,probe_country_service
NZ,G-Root,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,198,198.0,7,landing_region_0041::landing_region_0089,0.41414141414141414,0.6464646464646464,0.797979797979798,4.567297610520342,broad_corridor_observation_distribution,False,False,True,True,auditable,,43,11,1,0.43434343434343436,0.5656565656565656,probe_country_service
PH,G-Root,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,38,38.0,6,landing_region_0132::landing_region_0250,0.5263157894736842,0.6842105263157894,0.7894736842105263,4.10892430380254,broad_corridor_observation_distribution,False,False,True,True,auditable,,14,11,1,0.21052631578947367,0.7894736842105263,probe_country_service
RU,G-Root,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,46,46.0,2,landing_region_0351::landing_region_0512,0.9347826086956522,1.0,1.0,1.2726334204117744,severe_corridor_observation_concentration,True,True,True,True,auditable,,31,25,1,0.0,1.0,probe_country_service
SE,G-Root,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,30,30.0,2,landing_region_0051::landing_region_0512,0.9333333333333333,1.0,1.0,1.2775319170740629,severe_corridor_observation_concentration,True,True,True,True,auditable,,14,10,1,1.0,0.0,probe_country_service
TW,G-Root,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,113,113.0,5,landing_region_0230::landing_region_0719,0.5398230088495575,0.9026548672566371,0.9380530973451326,2.81097060462185,moderate_corridor_observation_concentration,True,True,True,True,auditable,,37,14,1,0.4247787610619469,0.5752212389380531,probe_country_service
US,G-Root,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,83,83.0,11,landing_region_0348::landing_region_0426,0.6626506024096386,0.7349397590361446,0.8072289156626506,3.9133992457434696,weak_corridor_observation_concentration,True,True,True,True,auditable,,30,10,1,0.891566265060241,0.10843373493975904,probe_country_service
ZA,G-Root,5014,dns-root_g-root_msm5014_20260701T000000Z_010000Z.json,85,85.0,4,landing_region_0174::landing_region_0370,0.4235294117647059,0.7294117647058824,0.9294117647058824,3.439105971023736,weak_corridor_observation_concentration,True,True,True,True,auditable,,18,7,1,0.0,1.0,probe_country_service
