probe_country,service_id,service_class,deployment_type,path_scope_stratum,total_valid_traces,mappable_traces,traces_with_feasible_submarine_corridor_candidates,submarine_candidate_exposure_rate,any_candidate_exposure_rate,inter_region_candidate_exposure_rate,domestic_inter_region_candidate_exposure_rate,international_inter_region_candidate_exposure_rate,intra_region_candidate_rate,submarine_exposed_traces,service_physical_exposure_rate,mappable_trace_rate,unique_probes,unique_probe_asns,unique_target_ips,unique_target_asns,service_entry_resolution_rate,sufficient_trace_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,analysis_scope
AE,G-Root,dns_root,anycast,all_publicly_visible,35,34,8,0.22857142857142856,0.22857142857142856,0.17142857142857143,0.11428571428571428,0.11428571428571428,0.05714285714285714,8,0.22857142857142856,0.9714285714285714,19,13,1,1,0.0,True,True,auditable,,probe_country_service
AL,G-Root,dns_root,anycast,all_publicly_visible,44,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.9090909090909091,23,14,1,1,0.0,True,True,auditable,,probe_country_service
AR,G-Root,dns_root,anycast,all_publicly_visible,94,90,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.9574468085106383,50,38,1,1,0.0,True,True,auditable,,probe_country_service
AT,G-Root,dns_root,anycast,all_publicly_visible,385,380,2,0.005194805194805195,0.005194805194805195,0.0,0.0,0.0,0.005194805194805195,2,0.005194805194805195,0.987012987012987,205,81,1,1,0.0,True,True,auditable,,probe_country_service
AU,G-Root,dns_root,anycast,all_publicly_visible,457,381,264,0.5776805251641138,0.5776805251641138,0.2275711159737418,0.21663019693654267,0.024070021881838075,0.5492341356673961,264,0.5776805251641138,0.8336980306345733,241,71,1,1,0.0,True,True,auditable,,probe_country_service
BE,G-Root,dns_root,anycast,all_publicly_visible,279,279,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,146,25,1,1,0.0,True,True,auditable,,probe_country_service
BG,G-Root,dns_root,anycast,all_publicly_visible,148,146,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.9864864864864865,83,51,1,1,0.0,True,True,auditable,,probe_country_service
BO,G-Root,dns_root,anycast,all_publicly_visible,32,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,18,9,1,1,0.0,True,True,auditable,,probe_country_service
BR,G-Root,dns_root,anycast,all_publicly_visible,163,146,4,0.024539877300613498,0.024539877300613498,0.024539877300613498,0.006134969325153374,0.018404907975460124,0.0,4,0.024539877300613498,0.8957055214723927,87,58,1,1,0.0,True,True,auditable,,probe_country_service
BY,G-Root,dns_root,anycast,all_publicly_visible,43,43,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,23,14,1,1,0.0,True,True,auditable,,probe_country_service
CA,G-Root,dns_root,anycast,all_publicly_visible,497,479,161,0.323943661971831,0.323943661971831,0.28772635814889336,0.004024144869215292,0.2837022132796781,0.14688128772635814,161,0.323943661971831,0.9637826961770624,270,85,1,1,0.0,True,True,auditable,,probe_country_service
CH,G-Root,dns_root,anycast,all_publicly_visible,609,582,65,0.10673234811165845,0.10673234811165845,0.0,0.0,0.0,0.10673234811165845,65,0.10673234811165845,0.9556650246305419,323,81,1,1,0.0,True,True,auditable,,probe_country_service
CL,G-Root,dns_root,anycast,all_publicly_visible,140,137,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.9785714285714285,75,33,1,1,0.0,True,True,auditable,,probe_country_service
