country,msm_id,file_name,network_transition_key,network_transition_representation,network_transition_observation_count,unique_atomic_segments,share_of_network_transition_observations,rank_within_unit,is_top1_network_transition,is_top2_network_transition,is_top3_network_transition,used_country_fallback_transition,group_total_mappable_segments,group_unique_probes,group_unique_probe_asns,domestic_segment_count,international_segment_count
AE,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,15169->-1,as_transition,4,4,0.8,1,True,False,False,False,5,3,3,4,0
AE,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,8966->8966,as_transition,1,1,0.2,2,False,True,False,False,5,3,3,1,0
AU,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,-1->-1,as_transition,36,36,0.18947368421052632,1,True,False,False,False,190,72,34,36,0
AU,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,1221->1221,as_transition,32,32,0.16842105263157894,2,False,True,False,False,190,72,34,32,0
AU,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,1221->4637,as_transition,30,30,0.15789473684210525,3,False,False,True,False,190,72,34,0,30
AU,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,7575->7575,as_transition,20,20,0.10526315789473684,4,False,False,False,False,190,72,34,20,0
AU,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,136557->-1,as_transition,8,8,0.042105263157894736,5,False,False,False,False,190,72,34,8,0
AU,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,7545->7545,as_transition,8,8,0.042105263157894736,6,False,False,False,False,190,72,34,8,0
AU,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,134697->134697,as_transition,6,6,0.031578947368421054,7,False,False,False,False,190,72,34,6,0
AU,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,7578->-1,as_transition,6,6,0.031578947368421054,8,False,False,False,False,190,72,34,6,0
AU,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,134697->-1,as_transition,6,6,0.031578947368421054,9,False,False,False,False,190,72,34,6,0
AU,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,134090->-1,as_transition,4,4,0.021052631578947368,10,False,False,False,False,190,72,34,4,0
AU,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,4804->7474,as_transition,2,2,0.010526315789473684,11,False,False,False,False,190,72,34,2,0
AU,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,38195->-1,as_transition,2,2,0.010526315789473684,12,False,False,False,False,190,72,34,2,0
AU,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,64098->64098,as_transition,2,2,0.010526315789473684,13,False,False,False,False,190,72,34,2,0
AU,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,7578->7578,as_transition,2,2,0.010526315789473684,14,False,False,False,False,190,72,34,2,0
AU,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,7699->4826,as_transition,2,2,0.010526315789473684,15,False,False,False,False,190,72,34,2,0
AU,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,38008->7578,as_transition,2,2,0.010526315789473684,16,False,False,False,False,190,72,34,2,0
AU,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,6939->-1,as_transition,2,2,0.010526315789473684,17,False,False,False,False,190,72,34,2,0
AU,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,134090->134090,as_transition,2,2,0.010526315789473684,18,False,False,False,False,190,72,34,2,0
AU,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,136557->136557,as_transition,2,2,0.010526315789473684,19,False,False,False,False,190,72,34,2,0
AU,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,133159->-1,as_transition,2,2,0.010526315789473684,20,False,False,False,False,190,72,34,2,0
AU,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,174->174,as_transition,2,2,0.010526315789473684,21,False,False,False,False,190,72,34,2,0
AU,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,18390->18390,as_transition,2,2,0.010526315789473684,22,False,False,False,False,190,72,34,2,0
