country,msm_id,file_name,total_hop_pair_segments,cross_as_boundary_segments,intra_as_hop_pair_segments,country_fallback_segments,cross_as_boundary_coverage_rate,intra_as_hop_pair_share,country_fallback_share,unique_as_boundary_transitions,top1_as_boundary_transition_key,top1_as_boundary_transition_share,top2_as_boundary_transition_share,top3_as_boundary_transition_share,effective_as_boundary_transition_count,as_boundary_transition_concentration_tier,auditable_as_boundary_case,as_boundary_observation_sufficiency_reason,unique_probes,unique_probe_asns
AU,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,190,36,81,73,0.18947368421052632,0.4263157894736842,0.38421052631578945,4,1221->4637,0.8333333333333334,0.888888888888889,0.9444444444444444,1.8845013629700238,severe_as_boundary_transition_concentration,True,auditable,18,6
BR,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,5,2,0,3,0.4,0.0,0.6,1,3549->3356,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,0
CA,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,20,2,18,0,0.1,0.9,0.0,1,208951->6939,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
CN,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,3,2,0,1,0.6666666666666666,0.0,0.3333333333333333,1,17816->4837,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
CO,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,8,2,6,0,0.25,0.75,0.0,1,13489->6762,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1
CV,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,2,2,0,0,1.0,0.0,0.0,1,37575->8657,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
CY,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,7,4,3,0,0.5714285714285714,0.42857142857142855,0.0,1,5504->1299,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1
DK,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,73,16,1,56,0.2191780821917808,0.0136986301369863,0.7671232876712328,1,2603->8674,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes",8,4
EE,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,12,4,8,0,0.3333333333333333,0.6666666666666666,0.0,1,2586->1257,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1
ES,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,3,1,2,0,0.3333333333333333,0.6666666666666666,0.0,1,3352->12956,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
FJ,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,4,2,0,2,0.5,0.0,0.5,1,24390->7575,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
GU,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,9,3,6,0,0.3333333333333333,0.6666666666666666,0.0,1,139759->6461,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1
HN,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,14,8,6,0,0.5714285714285714,0.42857142857142855,0.0,1,263725->54082,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes",4,3
ID,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,103,27,46,30,0.2621359223300971,0.44660194174757284,0.2912621359223301,11,23700->7632,0.18518518518518517,0.3333333333333333,0.48148148148148145,9.766649891774637,broad_as_boundary_transition_distribution,False,insufficient_minimum_mappable_segments,15,12
IL,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,22,1,21,0,0.045454545454545456,0.9545454545454546,0.0,1,208905->3491,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
KY,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,2,2,0,0,1.0,0.0,0.0,1,36549->3855,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
LK,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,14,2,12,0,0.14285714285714285,0.8571428571428571,0.0,2,38229->24489,0.5,1.0,1.0,2.0,moderate_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2
MT,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,4,4,0,0,1.0,0.0,0.0,1,15735->1299,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1
MV,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,17,2,0,15,0.11764705882352941,0.0,0.8823529411764706,1,24016->45489,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
MX,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,4,4,0,0,1.0,0.0,0.0,1,265539->23520,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2
NG,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,11,1,10,0,0.09090909090909091,0.9090909090909091,0.0,1,36937->30844,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
