probe_country,service_id,msm_id,file_name,total_mappable_segments,top1_network_transition_share,top2_network_transition_share,top3_network_transition_share,effective_network_transition_count,network_transition_concentration_tier,top1_corridor_share,top2_corridor_share,top3_corridor_share,effective_corridor_count,corridor_concentration_tier,cross_layer_distribution_class,country_fallback_share,auditable_cross_layer_case,sufficient_trace_observation,sufficient_corridor_observation,sufficient_network_transition_resolution,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,domestic_segment_share,international_segment_share,analysis_scope
AU,B-Root,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,174,0.5287356321839081,0.6494252873563219,0.7413793103448276,5.908149807696525,broad_network_transition_distribution,0.5,0.7183908045977012,0.9252873563218391,3.644464777827053,weak_corridor_observation_concentration,network_and_physical_both_broad,0.0,True,True,True,True,True,auditable,,57,21,0.9482758620689655,0.05172413793103448,probe_country_service
CA,B-Root,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,60,0.5166666666666667,0.6833333333333333,0.7833333333333334,4.62112536396537,broad_network_transition_distribution,0.7833333333333333,0.95,0.9666666666666667,2.002970693720227,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,43,10,0.18333333333333332,0.8166666666666667,probe_country_service
EE,B-Root,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,30,0.3,0.5,0.6333333333333333,6.120958888482194,broad_network_transition_distribution,0.7333333333333333,0.8666666666666666,1.0,2.148466688484431,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,18,13,0.0,1.0,probe_country_service
FI,B-Root,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,124,0.5806451612903226,0.7741935483870968,0.8306451612903226,4.495340843904428,weak_network_transition_concentration,0.8870967741935484,0.9435483870967741,0.967741935483871,1.63511299726357,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,105,39,0.08064516129032258,0.9193548387096774,probe_country_service
HK,B-Root,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,35,0.5714285714285714,0.9142857142857143,0.9714285714285714,2.5906910207373515,moderate_network_transition_concentration,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,True,True,True,True,True,auditable,,33,18,0.0,1.0,probe_country_service
ID,B-Root,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,58,0.1724137931034483,0.2931034482758621,0.37931034482758624,18.41714943464723,broad_network_transition_distribution,0.7068965517241379,0.8275862068965517,0.896551724137931,2.809956797625751,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,37,32,0.5344827586206896,0.46551724137931033,probe_country_service
IN,B-Root,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,65,0.26153846153846155,0.49230769230769234,0.6461538461538462,7.124280989016986,broad_network_transition_distribution,0.6923076923076923,0.8461538461538461,0.9846153846153847,2.4121792461413523,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,44,20,0.15384615384615385,0.8461538461538461,probe_country_service
NO,B-Root,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,45,0.5111111111111111,0.6,0.6666666666666666,5.863274934013806,broad_network_transition_distribution,0.28888888888888886,0.5111111111111111,0.6666666666666666,6.820777870982868,broad_corridor_observation_distribution,network_and_physical_both_broad,0.0,True,True,True,True,True,auditable,,11,8,0.8888888888888888,0.1111111111111111,probe_country_service
NZ,B-Root,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,173,0.5375722543352601,0.6936416184971098,0.7572254335260116,5.381907167478032,broad_network_transition_distribution,0.3583815028901734,0.5953757225433526,0.7745664739884393,5.5682164313868405,broad_corridor_observation_distribution,network_and_physical_both_broad,0.0,True,True,True,True,True,auditable,,41,10,0.6705202312138728,0.32947976878612717,probe_country_service
PH,B-Root,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,52,0.17307692307692307,0.28846153846153844,0.40384615384615385,14.315574286012858,broad_network_transition_distribution,0.3269230769230769,0.625,0.8942307692307692,4.224021757156593,weak_corridor_observation_concentration,network_and_physical_both_broad,0.0,True,True,True,True,True,auditable,,16,12,0.09615384615384616,0.9038461538461539,probe_country_service
RU,B-Root,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,54,0.9259259259259259,1.0,1.0,1.302195976214733,severe_network_transition_concentration,0.8518518518518519,0.9259259259259259,1.0,1.6856847153151475,severe_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,True,True,True,True,True,auditable,,43,26,0.0,1.0,probe_country_service
TW,B-Root,5010,dns-root_b-root_msm5010_20260701T000000Z_010000Z.json,113,0.4336283185840708,0.6814159292035398,0.7964601769911505,5.044681381002016,broad_network_transition_distribution,0.37168141592920356,0.6637168141592921,0.8672566371681416,4.1217318841518695,weak_corridor_observation_concentration,network_and_physical_both_broad,0.0,True,True,True,True,True,auditable,,41,15,0.23893805309734514,0.7610619469026548,probe_country_service
