country,msm_id,file_name,total_mappable_segments,top1_network_transition_share,top2_network_transition_share,top3_network_transition_share,effective_network_transition_count,network_transition_concentration_tier,top1_corridor_share,top2_corridor_share,top3_corridor_share,effective_corridor_count,corridor_concentration_tier,cross_layer_distribution_class,country_fallback_share,auditable_cross_layer_case,sufficient_trace_observation,sufficient_corridor_observation,sufficient_network_transition_resolution,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,domestic_segment_share,international_segment_share,paper_case_scope,probe_country,service_id
SG,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,242,0.5371900826446281,0.6652892561983471,0.7644628099173554,5.069304238283374,broad_network_transition_distribution,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,137,58,0.0,1.0,country_cross_layer_distribution_audit,,
,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,121,0.5041322314049587,0.6694214876033058,0.7851239669421488,5.106906095688891,broad_network_transition_distribution,0.9669421487603306,0.9834710743801653,1.0,1.183090274547832,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,63,25,0.03305785123966942,0.9669421487603306,service_country_cross_layer_distribution_audit,SG,H-Root
,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,85,0.6352941176470588,0.7529411764705882,0.8470588235294118,3.548281749396073,weak_network_transition_concentration,0.8705882352941177,0.9647058823529412,0.9882352941176471,1.6218400400670165,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,38,6,0.047058823529411764,0.9529411764705882,service_country_cross_layer_distribution_audit,CA,H-Root
CA,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,97,0.6185567010309279,0.7628865979381443,0.865979381443299,3.399975453978734,weak_network_transition_concentration,0.865979381443299,0.9896907216494846,1.0,1.5377246991669726,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,43,7,0.0,1.0,country_cross_layer_distribution_audit,,
EE,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,49,0.3877551020408163,0.6326530612244898,0.8367346938775511,3.789122678410857,weak_network_transition_concentration,0.8367346938775511,1.0,1.0,1.5605605003373662,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,21,11,0.0,1.0,country_cross_layer_distribution_audit,,
ID,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,127,0.1732283464566929,0.26771653543307083,0.3307086614173228,20.962886142605583,broad_network_transition_distribution,0.7480314960629921,0.8110236220472441,0.8661417322834646,2.6819321515164773,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,47,32,0.7007874015748031,0.2992125984251969,country_cross_layer_distribution_audit,,
FI,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,146,0.3082191780821918,0.5684931506849316,0.6643835616438356,7.354977623455764,broad_network_transition_distribution,0.7328767123287672,0.8287671232876712,0.904109589041096,2.6217911187474505,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,54,17,0.1643835616438356,0.8356164383561644,country_cross_layer_distribution_audit,,
,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,102,0.5490196078431373,0.6960784313725491,0.7549019607843138,5.561845255844143,broad_network_transition_distribution,0.6764705882352942,0.8529411764705883,0.9313725490196079,2.704940999408435,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,36,22,0.9803921568627451,0.0196078431372549,service_country_cross_layer_distribution_audit,AU,H-Root
AU,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,128,0.5,0.640625,0.71875,6.854307844452317,broad_network_transition_distribution,0.625,0.8125,0.9453125,2.8141926441192884,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,42,24,1.0,0.0,country_cross_layer_distribution_audit,,
,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,60,0.5333333333333333,0.7333333333333334,0.8666666666666667,3.3017512394163653,weak_network_transition_concentration,0.6,0.8666666666666667,1.0,2.5284774782180004,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,18,11,0.26666666666666666,0.7333333333333333,service_country_cross_layer_distribution_audit,EE,H-Root
