landing_station_id,landing_station_name,landing_region_id,landing_region_label,latitude,longitude,region_assignment_method
bilbao-spain,"Bilbao, Spain",landing_region_0162,"Bilbao, Spain",43.26834394430466,-2.946163911940864,geographic_connected_component
bima-indonesia,"Bima, Indonesia",landing_region_0163,"Bima, Indonesia",-8.464266,118.74490299999954,geographic_connected_component
bintan-indonesia,"Bintan, Indonesia",landing_region_0132,"Batam, Indonesia",1.136696382474185,104.42580634037192,geographic_connected_component
bintulu-malaysia,"Bintulu, Malaysia",landing_region_0164,"Bintulu, Malaysia",3.197004204897361,113.06835351166146,geographic_connected_component
bitra-india,"Bitra, India",landing_region_0165,"Bitra, India",11.59843321448516,72.18593318270166,geographic_connected_component
bizerte-tunisia,"Bizerte, Tunisia",landing_region_0166,"Bizerte, Tunisia",37.276349513656555,9.867352401468954,geographic_connected_component
blaabjerg-denmark,"Blaabjerg, Denmark",landing_region_0167,"Blaabjerg, Denmark",55.75167411423394,8.329194484059272,geographic_connected_component
black-river-jamaica,"Black River, Jamaica",landing_region_0168,"Black River, Jamaica",18.023692299999826,-77.84837204999995,geographic_connected_component
blackpool-united-kingdom,"Blackpool, United Kingdom",landing_region_0169,"Blackpool, United Kingdom",53.80866015617716,-3.05075368159855,geographic_connected_component
blackwaterfoot-united-kingdom,"Blackwaterfoot, United Kingdom",landing_region_0007,"Achnaba, United Kingdom",55.50195153980693,-5.33209972172162,geographic_connected_component
blind-channel-bc-canada,"Blind Channel, BC, Canada",landing_region_0008,"Addenbroke Island, BC, Canada",50.412765239933556,-125.50343684333376,geographic_connected_component
bliss-landing-bc-canada,"Bliss Landing, BC, Canada",landing_region_0008,"Addenbroke Island, BC, Canada",50.0357787156605,-124.81640872292657,geographic_connected_component
bluefields-nicaragua,"Bluefields, Nicaragua",landing_region_0170,"Bluefields, Nicaragua",11.991778023043153,-83.77146065844866,geographic_connected_component
boa-vista-brazil,"Boa Vista, Brazil",landing_region_0171,"Boa Vista, Brazil",2.8235100000003,-60.675832999999756,geographic_connected_component
boac-philippines,"Boac, Philippines",landing_region_0172,"Boac, Philippines",13.42908313305217,121.88473418104378,geographic_connected_component
boat-bluff-bc-canada,"Boat Bluff, BC, Canada",landing_region_0147,"Bella Bella, BC, Canada",52.643028264222046,-128.5238304427228,geographic_connected_component
boat-harbour-tas-australia,"Boat Harbour, TAS, Australia",landing_region_0173,"Boat Harbour, TAS, Australia",-40.95086828582336,145.62379919907835,geographic_connected_component
boca-raton-fl-united-states,"Boca Raton, FL, United States",landing_region_0174,"Boca Raton, FL, United States",26.350323169523403,-80.08894373592818,geographic_connected_component
bod-norway,"Bodø, Norway",landing_region_0175,"Bodø, Norway",67.28600571343614,14.400076793159448,geographic_connected_component
bogense-denmark,"Bogense, Denmark",landing_region_0176,"Bogense, Denmark",55.56778259,10.091399180000112,geographic_connected_component
bogo-philippines,"Bogo, Philippines",landing_region_0177,"Bogo, Philippines",11.045876992172815,124.00765240278447,geographic_connected_component
bold-point-bc-canada,"Bold Point, BC, Canada",landing_region_0008,"Addenbroke Island, BC, Canada",50.172390288106364,-125.1607065082164,geographic_connected_component
bomba-belize,"Bomba, Belize",landing_region_0146,"Belize City, Belize",17.925613252139954,-88.29445550119163,geographic_connected_component
bonifacio-france,"Bonifacio, France",landing_region_0023,"Ajaccio, France",41.39044730433591,9.168977271135239,geographic_connected_component
bonilla-island-bc-canada,"Bonilla Island, BC, Canada",landing_region_0178,"Bonilla Island, BC, Canada",53.49227407843297,-130.6144950742074,geographic_connected_component
boracay-philippines,"Boracay, Philippines",landing_region_0179,"Boracay, Philippines",11.949245,121.94481099999972,geographic_connected_component
borba-brazil,"Borba, Brazil",landing_region_0180,"Borba, Brazil",-4.392520854353163,-59.59452675344915,geographic_connected_component
borbby-strandbad-sweden,"Borbby Strandbad, Sweden",landing_region_0181,"Borbby Strandbad, Sweden",55.433900600000094,14.21575049999975,geographic_connected_component
bosaso-somalia,"Bosaso, Somalia",landing_region_0182,"Bosaso, Somalia",11.275567682156476,49.187930015152745,geographic_connected_component
bowser-bc-canada,"Bowser, BC, Canada",landing_region_0008,"Addenbroke Island, BC, Canada",49.44353602704172,-124.68672835476215,geographic_connected_component
bozyazi-turkey,"Bozyazi, Turkey",landing_region_0183,"Bozyazi, Turkey",36.09999800000024,32.966701999999856,geographic_connected_component
bp-clair-ridge-united-kingdom,"BP Clair Ridge, United Kingdom",landing_region_0184,"BP Clair Ridge, United Kingdom",60.44104932347154,-2.294930049347119,geographic_connected_component
