landing_station_id,landing_station_name,landing_region_id,landing_region_label,latitude,longitude,region_assignment_method
coron-philippines,"Coron, Philippines",landing_region_0295,"Coron, Philippines",12.004960160699559,120.20067267780973,geographic_connected_component
corralejo-canary-islands-spain,"Corralejo, Canary Islands, Spain",landing_region_0081,"Arrecife, Canary Islands, Spain",28.728626550000264,-13.86482676999976,geographic_connected_component
corran-united-kingdom,"Corran, United Kingdom",landing_region_0007,"Achnaba, United Kingdom",56.722525753369865,-5.245381033153955,geographic_connected_component
corrie-united-kingdom,"Corrie, United Kingdom",landing_region_0007,"Achnaba, United Kingdom",55.643649778816055,-5.141426028670615,geographic_connected_component
corvo-portugal,"Corvo, Portugal",landing_region_0296,"Corvo, Portugal",39.67193532519225,-31.110548256901776,geographic_connected_component
cotonou-benin,"Cotonou, Benin",landing_region_0297,"Cotonou, Benin",6.356578143137007,2.43991625688431,geographic_connected_component
cousins-inlet-bc-canada,"Cousins Inlet, BC, Canada",landing_region_0147,"Bella Bella, BC, Canada",52.26794328251682,-127.79057362556645,geographic_connected_component
coxs-bazar-bangladesh,"Cox’s Bazar, Bangladesh",landing_region_0298,"Cox’s Bazar, Bangladesh",21.42917958893072,91.99493094027171,geographic_connected_component
craighouse-united-kingdom,"Craighouse, United Kingdom",landing_region_0007,"Achnaba, United Kingdom",55.833671668737324,-5.953827796908559,geographic_connected_component
crescent-beach-ri-united-states,"Crescent Beach, RI, United States",landing_region_0299,"Crescent Beach, RI, United States",41.1919576902494,-71.59367589228837,geographic_connected_component
cristbal-panama,"Cristóbal, Panama",landing_region_0287,"Colón, Panama",9.350855245143212,-79.90280507171931,geographic_connected_component
crockness-united-kingdom,"Crockness, United Kingdom",landing_region_0021,"Aikerness Bay, United Kingdom",58.82273999999966,-3.172020000000312,geographic_connected_component
crooked-island-bahamas,"Crooked Island, Bahamas",landing_region_0300,"Crooked Island, Bahamas",22.629711836470232,-74.19499039172877,geographic_connected_component
crotone-italy,"Crotone, Italy",landing_region_0301,"Crotone, Italy",39.080669,17.12715000000025,geographic_connected_component
crown-haven-bahamas,"Crown Haven, Bahamas",landing_region_0302,"Crown Haven, Bahamas",26.912504093122344,-77.82195315438533,geographic_connected_component
cruzeiro-do-sul-brazil,"Cruzeiro do Sul, Brazil",landing_region_0303,"Cruzeiro do Sul, Brazil",-7.625022373429889,-72.67642607425898,geographic_connected_component
cuman-venezuela,"Cumaná, Venezuela",landing_region_0304,"Cumaná, Venezuela",10.454299429434665,-64.18211906697175,geographic_connected_component
curralinho-brazil,"Curralinho, Brazil",landing_region_0101,"Bagre, Brazil",-1.812160472999909,-49.7980208799999,geographic_connected_component
current-bahamas,"Current, Bahamas",landing_region_0305,"Current, Bahamas",25.407832959532634,-76.7876643363042,geographic_connected_component
curu-brazil,"Curuá, Brazil",landing_region_0040,"Alenquer, Brazil",-1.890297457000427,-55.12010550000016,geographic_connected_component
cusbay-united-kingdom,"Cusbay, United Kingdom",landing_region_0021,"Aikerness Bay, United Kingdom",59.22463999999973,-2.783989999999398,geographic_connected_component
daanbantayan-philippines,"Daanbantayan, Philippines",landing_region_0177,"Bogo, Philippines",11.246494999999399,124.01730899999959,geographic_connected_component
dadeng-island-china,"Dadeng Island, China",landing_region_0306,"Dadeng Island, China",24.55673096336322,118.30096699232894,geographic_connected_component
daet-philippines,"Daet, Philippines",landing_region_0307,"Daet, Philippines",14.116616393710665,122.94988948023871,geographic_connected_component
dakar-senegal,"Dakar, Senegal",landing_region_0308,"Dakar, Senegal",14.686597713745336,-17.451915354680473,geographic_connected_component
dakhla-morocco,"Dakhla, Morocco",landing_region_0309,"Dakhla, Morocco",23.721081,-15.934426000000126,geographic_connected_component
dalian-china,"Dalian, China",landing_region_0310,"Dalian, China",38.94381,121.57652300000039,geographic_connected_component
danang-vietnam,"Danang, Vietnam",landing_region_0311,"Danang, Vietnam",16.051559827539638,108.21474366875417,geographic_connected_component
dania-beach-fl-united-states,"Dania Beach, FL, United States",landing_region_0174,"Boca Raton, FL, United States",26.052316286427192,-80.14394128131609,geographic_connected_component
dar-es-salaam-tanzania,"Dar Es Salaam, Tanzania",landing_region_0312,"Dar Es Salaam, Tanzania",-6.823229228025631,39.26967532258757,geographic_connected_component
daru-papua-new-guinea,"Daru, Papua New Guinea",landing_region_0313,"Daru, Papua New Guinea",-9.078178461616169,143.2099825496737,geographic_connected_component
darwin-nt-australia,"Darwin, NT, Australia",landing_region_0314,"Darwin, NT, Australia",-12.467490679762426,130.8431456073319,geographic_connected_component
das-island-united-arab-emirates,"Das Island, United Arab Emirates",landing_region_0315,"Das Island, United Arab Emirates",25.152635742226693,52.86595475335555,geographic_connected_component
davao-philippines,"Davao, Philippines",landing_region_0316,"Davao, Philippines",7.079988883160643,125.61277821882337,geographic_connected_component
dawu-taiwan,"Dawu, Taiwan",landing_region_0317,"Dawu, Taiwan",22.340450000000153,120.88978000000047,geographic_connected_component
deception-qc-canada,"Deception, QC, Canada",landing_region_0318,"Deception, QC, Canada",62.11487599999987,-74.6301440000009,geographic_connected_component
deep-water-bay-china,"Deep Water Bay, China",landing_region_0230,"Cape D’Aguilar, China",22.24943935172405,114.18397772134277,geographic_connected_component
deeside-clwyd-united-kingdom,"Deeside Clwyd, United Kingdom",landing_region_0169,"Blackpool, United Kingdom",53.201726854005564,-3.027560338653928,geographic_connected_component
denman-island-bc-canada,"Denman Island, BC, Canada",landing_region_0008,"Addenbroke Island, BC, Canada",49.49345509252578,-124.71356875282478,geographic_connected_component
denpasar-indonesia,"Denpasar, Indonesia",landing_region_0110,"Bali, Indonesia",-8.65666,115.22151899999977,geographic_connected_component
derna-libya,"Derna, Libya",landing_region_0319,"Derna, Libya",32.76355277517541,22.639218353759222,geographic_connected_component
dhangethi-maldives,"Dhangethi, Maldives",landing_region_0320,"Dhangethi, Maldives",3.608093477293043,72.95558895917019,geographic_connected_component
dhuvaafaru-maldives,"Dhuvaafaru, Maldives",landing_region_0321,"Dhuvaafaru, Maldives",5.629270004148423,73.04136330700179,geographic_connected_component
diba-oman,"Diba, Oman",landing_region_0322,"Diba, Oman",25.616974601949348,56.258042194119106,geographic_connected_component
dickenson-bay-antigua-and-barbuda,"Dickenson Bay, Antigua and Barbuda",landing_region_0202,"Bunkum Bay, Montserrat",17.159562620478198,-61.84685007059131,geographic_connected_component
diego-garcia-british-indian-ocean-territory,"Diego Garcia, British Indian Ocean Territory",landing_region_0323,"Diego Garcia, British Indian Ocean Territory",-7.333330000000503,72.416672,geographic_connected_component
digha-india,"Digha, India",landing_region_0324,"Digha, India",21.621856500843982,87.50654093847432,geographic_connected_component
dikson-russia,"Dikson, Russia",landing_region_0325,"Dikson, Russia",73.50769999999989,80.531,geographic_connected_component
dili-timor-leste,"Dili, Timor-Leste",landing_region_0326,"Dili, Timor-Leste",-8.570689999999674,125.580711,geographic_connected_component
dillingham-ak-united-states,"Dillingham, AK, United States",landing_region_0327,"Dillingham, AK, United States",59.04498753999991,-158.5087958,geographic_connected_component
dingwall-ns-canada,"Dingwall, NS, Canada",landing_region_0328,"Dingwall, NS, Canada",46.896659999999684,-60.469309999999496,geographic_connected_component
dipolog-city-philippines,"Dipolog City, Philippines",landing_region_0329,"Dipolog City, Philippines",8.564097021577123,123.33503132573671,geographic_connected_component
ditella-italy,"Ditella, Italy",landing_region_0044,"Alicudi Porto, Italy",38.642542955425235,15.076102109522786,geographic_connected_component
djibouti-city-djibouti,"Djibouti City, Djibouti",landing_region_0330,"Djibouti City, Djibouti",11.594678044710776,43.14799288765091,geographic_connected_component
dodge-cove-bc-canada,"Dodge Cove, BC, Canada",landing_region_0178,"Bonilla Island, BC, Canada",54.287784565961346,-130.38751116964698,geographic_connected_component
doha-qatar,"Doha, Qatar",landing_region_0031,"Al Daayen, Qatar",25.294340911551398,51.51937367603625,geographic_connected_component
domburg-netherlands,"Domburg, Netherlands",landing_region_0331,"Domburg, Netherlands",51.56395317878603,3.496165508627551,geographic_connected_component
donaghadee-united-kingdom,"Donaghadee, United Kingdom",landing_region_0007,"Achnaba, United Kingdom",54.642754000000195,-5.538752000000191,geographic_connected_component
dongyin-taiwan,"Dongyin, Taiwan",landing_region_0332,"Dongyin, Taiwan",26.367330000000443,120.4929700000004,geographic_connected_component
douala-cameroon,"Douala, Cameroon",landing_region_0333,"Douala, Cameroon",4.047149594894643,9.70631735929773,geographic_connected_component
douglas-isle-of-man,"Douglas, Isle of Man",landing_region_0334,"Douglas, Isle of Man",54.15027516173659,-4.480879621608963,geographic_connected_component
down-craig-united-kingdom,"Down Craig, United Kingdom",landing_region_0007,"Achnaba, United Kingdom",55.78015567878292,-4.900459402499686,geographic_connected_component
dragor-denmark,"Dragor, Denmark",landing_region_0051,"Alsgarde, Denmark",55.59353552411722,12.670182447167821,geographic_connected_component
drbak-norway,"Drøbak, Norway",landing_region_0335,"Drøbak, Norway",59.664530734634965,10.630839956892295,geographic_connected_component
dryad-point-bc-canada,"Dryad Point, BC, Canada",landing_region_0147,"Bella Bella, BC, Canada",52.18517417339168,-128.11186385086688,geographic_connected_component
duart-bay-united-kingdom,"Duart Bay, United Kingdom",landing_region_0007,"Achnaba, United Kingdom",56.45583872337901,-5.669355342181571,geographic_connected_component
duba-saudi-arabia,"Duba, Saudi Arabia",landing_region_0336,"Duba, Saudi Arabia",27.354018999999465,35.69652899999984,geographic_connected_component
dubai-united-arab-emirates,"Dubai, United Arab Emirates",landing_region_0337,"Dubai, United Arab Emirates",25.269340274513237,55.308433491830726,geographic_connected_component
dublin-ireland,"Dublin, Ireland",landing_region_0279,"Clonshaugh, Ireland",53.348045408252375,-6.248261182079236,geographic_connected_component
dubrovnik-croatia,"Dubrovnik, Croatia",landing_region_0338,"Dubrovnik, Croatia",42.64186152795143,18.106409064843877,geographic_connected_component
dumaguete-philippines,"Dumaguete, Philippines",landing_region_0100,"Bacong, Philippines",9.295611105669924,123.28143221412073,geographic_connected_component
dumai-indonesia,"Dumai, Indonesia",landing_region_0339,"Dumai, Indonesia",1.665607287285858,101.44763310682389,geographic_connected_component
dumpton-gap-united-kingdom,"Dumpton Gap, United Kingdom",landing_region_0195,"Broadstairs, United Kingdom",51.358582140301266,1.439331028208309,geographic_connected_component
duncan-town-bahamas,"Duncan Town, Bahamas",landing_region_0340,"Duncan Town, Bahamas",22.183261833926533,-75.73346586435832,geographic_connected_component
duncanby-bc-canada,"Duncanby, BC, Canada",landing_region_0008,"Addenbroke Island, BC, Canada",51.40557093447968,-127.64481414210549,geographic_connected_component
dunnet-bay-united-kingdom,"Dunnet Bay, United Kingdom",landing_region_0021,"Aikerness Bay, United Kingdom",58.615311733571986,-3.346212456667815,geographic_connected_component
dunnet-head-united-kingdom,"Dunnet Head, United Kingdom",landing_region_0021,"Aikerness Bay, United Kingdom",58.670331191552904,-3.376583528902636,geographic_connected_component
dunvegan-united-kingdom,"Dunvegan, United Kingdom",landing_region_0112,"Balla, United Kingdom",57.43632161635939,-6.581659383399854,geographic_connected_component
durres-albania,"Durres, Albania",landing_region_0341,"Durres, Albania",41.316693174085714,19.45006045673864,geographic_connected_component
duynefontein-south-africa,"Duynefontein, South Africa",landing_region_0233,"Cape Town, South Africa",-33.69332250414625,18.449914853508062,geographic_connected_component
dzhubga-russia,"Dzhubga, Russia",landing_region_0342,"Dzhubga, Russia",44.32520489999982,38.660832300000735,geographic_connected_component
eastbourne-bc-canada,"Eastbourne, BC, Canada",landing_region_0008,"Addenbroke Island, BC, Canada",49.39615688202526,-123.43478847783001,geographic_connected_component
echo-bay-bc-canada,"Echo Bay, BC, Canada",landing_region_0008,"Addenbroke Island, BC, Canada",50.74991847293468,-126.49734823073759,geographic_connected_component
edith-point-bc-canada,"Edith Point, BC, Canada",landing_region_0008,"Addenbroke Island, BC, Canada",50.37733322590891,-125.54674486141779,geographic_connected_component
edya-norway,"Edøya, Norway",landing_region_0190,"Brekstad, Norway",63.30103670000029,8.093379399999966,geographic_connected_component
eek-ak-united-states,"Eek, AK, United States",landing_region_0343,"Eek, AK, United States",60.21970496999992,-162.03247680000007,geographic_connected_component
eemshaven-netherlands,"Eemshaven, Netherlands",landing_region_0344,"Eemshaven, Netherlands",53.4428046914825,6.816022174500881,geographic_connected_component
egersund-norway,"Egersund, Norway",landing_region_0345,"Egersund, Norway",58.42414318521949,5.988714595834254,geographic_connected_component
egg-island-bc-canada,"Egg Island, BC, Canada",landing_region_0008,"Addenbroke Island, BC, Canada",51.24964662436544,-127.83443834465406,geographic_connected_component
eight-mile-rock-bahamas,"Eight-Mile Rock, Bahamas",landing_region_0346,"Eight-Mile Rock, Bahamas",26.539625615887893,-78.80286066262623,geographic_connected_component
el-goro-canary-islands-spain,"El Goro, Canary Islands, Spain",landing_region_0018,"Aguimes, Canary Islands, Spain",27.959398125393665,-15.398742981042082,geographic_connected_component
el-mdano-canary-islands-spain,"El Médano, Canary Islands, Spain",landing_region_0227,"Candelaria, Canary Islands, Spain",28.04665565421597,-16.538585923566604,geographic_connected_component
el-quawef-libya,"El-Quawef, Libya",landing_region_0347,"El-Quawef, Libya",31.760813307797136,25.08736115072189,geographic_connected_component
el-segundo-ca-united-states,"El Segundo, CA, United States",landing_region_0348,"El Segundo, CA, United States",33.91992001851462,-118.4159551589325,geographic_connected_component
elk-bay-bc-canada,"Elk Bay, BC, Canada",landing_region_0008,"Addenbroke Island, BC, Canada",50.27742985648948,-125.44214123814987,geographic_connected_component
emi-japan,"Emi, Japan",landing_region_0266,"Chikura, Japan",35.06238218890678,140.0611078272411,geographic_connected_component
emmonak-ak-united-states,"Emmonak, AK, United States",landing_region_0349,"Emmonak, AK, United States",62.77621559999992,-164.59792190000002,geographic_connected_component
ende-indonesia,"Ende, Indonesia",landing_region_0350,"Ende, Indonesia",-8.845699000000248,121.64273999999965,geographic_connected_component
endrup-denmark,"Endrup, Denmark",landing_region_0167,"Blaabjerg, Denmark",55.523118197393856,8.718388990908426,geographic_connected_component
ermoupoli-greece,"Ermoupoli, Greece",landing_region_0017,"Agios Sostis, Greece",37.43946272240985,24.939288762213785,geographic_connected_component
esbjerg-denmark,"Esbjerg, Denmark",landing_region_0167,"Blaabjerg, Denmark",55.46522,8.456905000000187,geographic_connected_component
esperanza-bc-canada,"Esperanza, BC, Canada",landing_region_0008,"Addenbroke Island, BC, Canada",49.87491870003231,-126.7417876315964,geographic_connected_component
espoo-finland,"Espoo, Finland",landing_region_0351,"Espoo, Finland",60.20678,24.65578,geographic_connected_component
esquimalt-bc-canada,"Esquimalt, BC, Canada",landing_region_0293,"Cordova Bay, BC, Canada",48.43011999999963,-123.414634,geographic_connected_component
estepona-spain,"Estepona, Spain",landing_region_0268,"Chipiona, Spain",36.42710220192439,-5.145869384899948,geographic_connected_component
eureka-ca-united-states,"Eureka, CA, United States",landing_region_0352,"Eureka, CA, United States",40.803255000000355,-124.159554,geographic_connected_component
everett-wa-united-states,"Everett, WA, United States",landing_region_0223,"Cama Beach, WA, United States",47.976575,-122.206419,geographic_connected_component
evie-united-kingdom,"Evie, United Kingdom",landing_region_0021,"Aikerness Bay, United Kingdom",59.113460000000345,-3.108369999999561,geographic_connected_component
eydhafushi-maldives,"Eydhafushi, Maldives",landing_region_0353,"Eydhafushi, Maldives",5.10323036500878,73.07082325253708,geographic_connected_component
faial-portugal,"Faial, Portugal",landing_region_0354,"Faial, Portugal",38.525099690783364,-28.647561720454593,geographic_connected_component
fair-isle-united-kingdom,"Fair Isle, United Kingdom",landing_region_0152,"Belmont, United Kingdom",59.52786,-1.61797,geographic_connected_component
fakaofo-tokelau,"Fakaofo, Tokelau",landing_region_0355,"Fakaofo, Tokelau",-9.383815953134352,-171.2614703759693,geographic_connected_component
fakarava-french-polynesia,"Fakarava, French Polynesia",landing_region_0356,"Fakarava, French Polynesia",-16.310313265214543,-145.6245632034352,geographic_connected_component
fakfak-indonesia,"Fakfak, Indonesia",landing_region_0357,"Fakfak, Indonesia",-3.097769992193036,133.01941359689437,geographic_connected_component
false-pass-ak-united-states,"False Pass, AK, United States",landing_region_0358,"False Pass, AK, United States",54.85083300000045,-163.415,geographic_connected_component
fangshan-taiwan,"Fangshan, Taiwan",landing_region_0317,"Dawu, Taiwan",22.249258581382197,120.66209813218148,geographic_connected_component
fano-denmark,"Fano, Denmark",landing_region_0167,"Blaabjerg, Denmark",55.44848000000027,8.40694600000052,geographic_connected_component
faratea-french-polynesia,"Faratea, French Polynesia",landing_region_0359,"Faratea, French Polynesia",-17.71856760999951,-149.30591250000003,geographic_connected_component
farewell-nl-canada,"Farewell, NL, Canada",landing_region_0360,"Farewell, NL, Canada",49.55587482999968,-54.479165000000414,geographic_connected_component
farosund-sweden,"Farosund, Sweden",landing_region_0361,"Farosund, Sweden",57.8629804561028,19.055334173866473,geographic_connected_component
fauske-norway,"Fauske, Norway",landing_region_0175,"Bodø, Norway",67.25991977910047,15.392073040652047,geographic_connected_component
feolin-ferry-united-kingdom,"Feolin Ferry, United Kingdom",landing_region_0007,"Achnaba, United Kingdom",55.8467496295193,-6.089911684880532,geographic_connected_component
fighting-bay-new-zealand,"Fighting Bay, New Zealand",landing_region_0362,"Fighting Bay, New Zealand",-41.33902520000029,174.23596710000012,geographic_connected_component
filicudi-porto-italy,"Filicudi Porto, Italy",landing_region_0044,"Alicudi Porto, Italy",38.56490397987798,14.576656824541493,geographic_connected_component
filizi-greece,"Filizi, Greece",landing_region_0017,"Agios Sostis, Greece",37.12525060559689,25.289696105851924,geographic_connected_component
fionnaphort-united-kingdom,"Fionnaphort, United Kingdom",landing_region_0007,"Achnaba, United Kingdom",56.32302,-6.368079999997523,geographic_connected_component
fish-camp-ak-united-states,"Fish Camp, AK, United States",landing_region_0363,"Fish Camp, AK, United States",59.94919988638963,-154.85885536783067,geographic_connected_component
fiumicino-italy,"Fiumicino, Italy",landing_region_0364,"Fiumicino, Italy",41.769718,12.226913000000101,geographic_connected_component
flamingo-bay-virgin-islands-u-s-,"Flamingo Bay, Virgin Islands (U.S.)",landing_region_0115,"Banana Bay, Virgin Islands (U.S.)",18.312830498451948,-64.95778990419826,geographic_connected_component
flor-norway,"Florø, Norway",landing_region_0365,"Florø, Norway",61.5963114999995,4.975850599999511,geographic_connected_component
florence-or-united-states,"Florence, OR, United States",landing_region_0366,"Florence, OR, United States",43.98213392544815,-124.09983785116658,geographic_connected_component
flores-portugal,"Flores, Portugal",landing_region_0296,"Corvo, Portugal",39.462211754202585,-31.128516994172585,geographic_connected_component
flying-fish-cove-christmas-island,"Flying Fish Cove, Christmas Island",landing_region_0367,"Flying Fish Cove, Christmas Island",-10.437358645528692,105.69706984367991,geographic_connected_component
fogo-island-nl-canada,"Fogo Island, NL, Canada",landing_region_0360,"Farewell, NL, Canada",49.58377809999993,-54.395227,geographic_connected_component
fomboni-moheli-comoros,"Fomboni Moheli, Comoros",landing_region_0267,"Chindini, Comoros",-12.288236282174532,43.73959403105522,geographic_connected_component
fonte-boa-brazil,"Fonte Boa, Brazil",landing_region_0368,"Fonte Boa, Brazil",-2.515185832000585,-66.09530680999958,geographic_connected_component
forestville-qc-canada,"Forestville, QC, Canada",landing_region_0161,"Bic, QC, Canada",48.73935708855762,-69.08360294628653,geographic_connected_component
fort-amador-panama,"Fort Amador, Panama",landing_region_0107,"Balboa, Panama",8.934109660849998,-79.54673220597367,geographic_connected_component
fort-dauphin-madagascar,"Fort Dauphin, Madagascar",landing_region_0369,"Fort Dauphin, Madagascar",-25.022532459682907,46.98537557369402,geographic_connected_component
fortaleza-brazil,"Fortaleza, Brazil",landing_region_0370,"Fortaleza, Brazil",-3.718537,-38.54297900000012,geographic_connected_component
fortune-nl-canada,"Fortune, NL, Canada",landing_region_0371,"Fortune, NL, Canada",47.071981606498106,-55.82728663711745,geographic_connected_component
four-mile-bluff-tas-australia,"Four Mile Bluff, TAS, Australia",landing_region_0372,"Four Mile Bluff, TAS, Australia",-41.03327707528322,146.85016551780996,geographic_connected_component
frederiksted-virgin-islands-u-s-,"Frederiksted, Virgin Islands (U.S.)",landing_region_0208,"Butler Bay, Virgin Islands (U.S.)",17.71242997088509,-64.88152042697823,geographic_connected_component
freeport-tx-united-states,"Freeport, TX, United States",landing_region_0373,"Freeport, TX, United States",28.949570369461807,-95.34436958207267,geographic_connected_component
freetown-sierra-leone,"Freetown, Sierra Leone",landing_region_0374,"Freetown, Sierra Leone",8.485330684414931,-13.238099980411818,geographic_connected_component
french-creek-bc-canada,"French Creek, BC, Canada",landing_region_0008,"Addenbroke Island, BC, Canada",49.34214441999988,-124.35616409999997,geographic_connected_component
fresh-creek-bahamas,"Fresh Creek, Bahamas",landing_region_0375,"Fresh Creek, Bahamas",24.689806158505295,-77.84460938833539,geographic_connected_component
friedrichshafen-germany,"Friedrichshafen, Germany",landing_region_0376,"Friedrichshafen, Germany",47.661764799999965,9.480011299999973,geographic_connected_component
frigate-bay-saint-kitts-and-nevis,"Frigate Bay, Saint Kitts and Nevis",landing_region_0105,"Baie Longue, Saint Martin",17.29043440784797,-62.68344543000027,geographic_connected_component
fujairah-united-arab-emirates,"Fujairah, United Arab Emirates",landing_region_0377,"Fujairah, United Arab Emirates",25.12169311729696,56.33372573425405,geographic_connected_component
fukuoka-japan,"Fukuoka, Japan",landing_region_0378,"Fukuoka, Japan",33.59035499999965,130.40171599999988,geographic_connected_component
funafuti-tuvalu,"Funafuti, Tuvalu",landing_region_0379,"Funafuti, Tuvalu",-8.520204506000361,179.19882450000034,geographic_connected_component
funchal-portugal,"Funchal, Portugal",landing_region_0380,"Funchal, Portugal",32.64686582848514,-16.908946989325337,geographic_connected_component
funningsfjordur-faroe-islands,"Funningsfjordur, Faroe Islands",landing_region_0381,"Funningsfjordur, Faroe Islands",62.24410742927245,-6.928143512944177,geographic_connected_component
fuvahmulah-maldives,"Fuvahmulah, Maldives",landing_region_0382,"Fuvahmulah, Maldives",-0.298304384685104,73.42687768780485,geographic_connected_component
fuzhou-china,"Fuzhou, China",landing_region_0141,"Beigan, Taiwan",25.78006638728176,119.61855638196424,geographic_connected_component
gabriola-bc-canada,"Gabriola, BC, Canada",landing_region_0008,"Addenbroke Island, BC, Canada",49.17330175420969,-123.8440093857028,geographic_connected_component
gaeta-italy,"Gaeta, Italy",landing_region_0383,"Gaeta, Italy",41.217935235484155,13.565445462699188,geographic_connected_component
gahdhoo-maldives,"Gahdhoo, Maldives",landing_region_0384,"Gahdhoo, Maldives",0.288802003782011,73.45549094878496,geographic_connected_component
gallows-bay-bonaire-sint-eustatius-and-saba,"Gallows Bay, Bonaire, Sint Eustatius and Saba",landing_region_0105,"Baie Longue, Saint Martin",17.475916931774574,-62.98552567636872,geographic_connected_component
galway-ireland,"Galway, Ireland",landing_region_0385,"Galway, Ireland",53.27388633164341,-9.048344475059972,geographic_connected_component
gambier-harbour-bc-canada,"Gambier Harbour, BC, Canada",landing_region_0008,"Addenbroke Island, BC, Canada",49.43963951992595,-123.43887940875001,geographic_connected_component
gan-maldives,"Gan, Maldives",landing_region_0386,"Gan, Maldives",1.918411782935871,73.54465104187312,geographic_connected_component
ganavan-bay-united-kingdom,"Ganavan Bay, United Kingdom",landing_region_0007,"Achnaba, United Kingdom",56.43776362936582,-5.475800791797472,geographic_connected_component
ganaveh-iran,"Ganaveh, Iran",landing_region_0387,"Ganaveh, Iran",29.57074954758684,50.52113219569988,geographic_connected_component
gav-spain,"Gavá, Spain",landing_region_0126,"Barcelona, Spain",41.304002941820244,2.001342348824283,geographic_connected_component
gedser-denmark,"Gedser, Denmark",landing_region_0388,"Gedser, Denmark",54.57634945132528,11.928972034748147,geographic_connected_component
genoa-italy,"Genoa, Italy",landing_region_0389,"Genoa, Italy",44.410338999999794,8.938900000000473,geographic_connected_component
geoje-south-korea,"Geoje, South Korea",landing_region_0205,"Busan, South Korea",34.89432230348712,128.6211668646306,geographic_connected_component
george-town-bahamas,"George Town, Bahamas",landing_region_0390,"George Town, Bahamas",23.516551982193732,-75.78800684134592,geographic_connected_component
georgetown-guyana,"Georgetown, Guyana",landing_region_0391,"Georgetown, Guyana",6.804497184903389,-58.15484062190828,geographic_connected_component
gianyar-indonesia,"Gianyar, Indonesia",landing_region_0110,"Bali, Indonesia",-8.536715000000196,115.33144100000015,geographic_connected_component
gibraltar-gibraltar,"Gibraltar, Gibraltar",landing_region_0268,"Chipiona, Spain",36.155938394333255,-5.347675882562271,geographic_connected_component
gibsons-bc-canada,"Gibsons, BC, Canada",landing_region_0008,"Addenbroke Island, BC, Canada",49.401617050219066,-123.51457762609738,geographic_connected_component
giglio-italy,"Giglio, Italy",landing_region_0392,"Giglio, Italy",42.35845318350371,10.91505260455934,geographic_connected_component
gillies-bay-bc-canada,"Gillies Bay, BC, Canada",landing_region_0008,"Addenbroke Island, BC, Canada",49.677892319989546,-124.48885463490913,geographic_connected_component
gimar-canary-islands-spain,"Güimar, Canary Islands, Spain",landing_region_0227,"Candelaria, Canary Islands, Spain",28.310582527291686,-16.412560622219107,geographic_connected_component
girne-cyprus,"Girne, Cyprus",landing_region_0393,"Girne, Cyprus",35.2991225036909,33.23628115920059,geographic_connected_component
girvan-united-kingdom,"Girvan, United Kingdom",landing_region_0007,"Achnaba, United Kingdom",55.24016399999987,-4.854218000000534,geographic_connected_component
glen-lyon-united-kingdom,"Glen Lyon, United Kingdom",landing_region_0394,"Glen Lyon, United Kingdom",60.33307401281914,-4.333418788572565,geographic_connected_component
glenbarr-united-kingdom,"Glenbarr, United Kingdom",landing_region_0007,"Achnaba, United Kingdom",55.565500154567616,-5.697577978438339,geographic_connected_component
goheung-south-korea,"Goheung, South Korea",landing_region_0395,"Goheung, South Korea",34.60940175186309,127.28599296347542,geographic_connected_component
gold-river-bc-canada,"Gold River, BC, Canada",landing_region_0008,"Addenbroke Island, BC, Canada",49.781048172407445,-126.05444190775022,geographic_connected_component
golden-bay-malta,"Golden Bay, Malta",landing_region_0102,"Bahar ic-Caghaq, Malta",35.93869335743338,14.344455230051304,geographic_connected_component
golfo-aranci-italy,"Golfo Aranci, Italy",landing_region_0023,"Ajaccio, France",41.00477599999973,9.613161999999766,geographic_connected_component
goonhilly-downs-united-kingdom,"Goonhilly Downs, United Kingdom",landing_region_0396,"Goonhilly Downs, United Kingdom",50.0248026869269,-5.174531473969396,geographic_connected_component
goseong-ri-south-korea,"Goseong-ri, South Korea",landing_region_0397,"Goseong-ri, South Korea",33.4415685056695,126.90930752942877,geographic_connected_component
governors-harbor-bahamas,"Governors Harbor, Bahamas",landing_region_0398,"Governors Harbor, Bahamas",25.196118966380833,-76.24064323944407,geographic_connected_component
gqeberha-south-africa,"Gqeberha, South Africa",landing_region_0399,"Gqeberha, South Africa",-33.962498999999816,25.623280000000147,geographic_connected_component
graciosa-portugal,"Graciosa, Portugal",landing_region_0354,"Faial, Portugal",39.01102990331266,-27.963480173814336,geographic_connected_component
gran-canaria-canary-islands-spain,"Gran Canaria, Canary Islands, Spain",landing_region_0018,"Aguimes, Canary Islands, Spain",27.957734999999765,-15.596565000000123,geographic_connected_component
granadilla-de-abona-spain,"Granadilla de Abona, Spain",landing_region_0227,"Candelaria, Canary Islands, Spain",28.059115806261115,-16.518053538916995,geographic_connected_component
grand-baie-rodrigues-mauritius,"Grand Baie (Rodrigues), Mauritius",landing_region_0400,"Grand Baie (Rodrigues), Mauritius",-19.674345590458458,63.44823384600894,geographic_connected_component
granite-bay-bc-canada,"Granite Bay, BC, Canada",landing_region_0008,"Addenbroke Island, BC, Canada",50.23583903062007,-125.30261850538005,geographic_connected_component
great-bay-beach-sint-maarten,"Great Bay Beach, Sint Maarten",landing_region_0105,"Baie Longue, Saint Martin",18.02447108294624,-63.055056877112236,geographic_connected_component
