probe_country,service_id,service_class,deployment_type,path_scope_stratum,total_valid_traces,mappable_traces,traces_with_feasible_submarine_corridor_candidates,submarine_candidate_exposure_rate,any_candidate_exposure_rate,inter_region_candidate_exposure_rate,domestic_inter_region_candidate_exposure_rate,international_inter_region_candidate_exposure_rate,intra_region_candidate_rate,submarine_exposed_traces,service_physical_exposure_rate,mappable_trace_rate,unique_probes,unique_probe_asns,unique_target_ips,unique_target_asns,service_entry_resolution_rate,sufficient_trace_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,analysis_scope
AE,H-Root,dns_root,anycast,all_publicly_visible,40,28,2,0.05,0.05,0.05,0.05,0.0,0.0,2,0.05,0.7,20,14,1,1,0.7,True,True,auditable,,probe_country_service
AL,H-Root,dns_root,anycast,all_publicly_visible,46,42,4,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.0,0.08695652173913043,0.0,4,0.08695652173913043,0.9130434782608695,23,14,1,1,0.8695652173913043,True,True,auditable,,probe_country_service
AL,H-Root,dns_root,anycast,resolved_entry_only,40,40,4,0.1,0.1,0.1,0.0,0.1,0.0,4,0.1,1.0,20,11,1,1,1.0,True,True,auditable,,probe_country_service
AR,H-Root,dns_root,anycast,all_publicly_visible,100,96,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.96,50,38,1,1,0.96,True,True,auditable,,probe_country_service
AR,H-Root,dns_root,anycast,resolved_entry_only,96,96,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,48,37,1,1,1.0,True,True,auditable,,probe_country_service
AT,H-Root,dns_root,anycast,all_publicly_visible,410,399,2,0.004878048780487805,0.004878048780487805,0.0,0.0,0.0,0.004878048780487805,2,0.004878048780487805,0.973170731707317,205,81,1,1,0.9536585365853658,True,True,auditable,,probe_country_service
AT,H-Root,dns_root,anycast,resolved_entry_only,391,391,2,0.005115089514066497,0.005115089514066497,0.0,0.0,0.0,0.005115089514066497,2,0.005115089514066497,1.0,196,79,1,1,1.0,True,True,auditable,,probe_country_service
AU,H-Root,dns_root,anycast,all_publicly_visible,480,418,251,0.5229166666666667,0.5229166666666667,0.16458333333333333,0.16041666666666668,0.004166666666666667,0.51875,251,0.5229166666666667,0.8708333333333333,241,71,1,1,0.8625,True,True,auditable,,probe_country_service
AU,H-Root,dns_root,anycast,resolved_entry_only,414,414,247,0.5966183574879227,0.5966183574879227,0.19082125603864733,0.1859903381642512,0.004830917874396135,0.5917874396135265,247,0.5966183574879227,1.0,209,66,1,1,1.0,True,True,auditable,,probe_country_service
BA,H-Root,dns_root,anycast,all_publicly_visible,30,28,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.9333333333333333,15,6,1,1,0.9,True,True,auditable,,probe_country_service
BE,H-Root,dns_root,anycast,all_publicly_visible,292,292,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,146,25,1,1,1.0,True,True,auditable,,probe_country_service
BE,H-Root,dns_root,anycast,resolved_entry_only,292,292,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,146,25,1,1,1.0,True,True,auditable,,probe_country_service
BG,H-Root,dns_root,anycast,all_publicly_visible,166,164,2,0.012048192771084338,0.012048192771084338,0.0,0.0,0.0,0.012048192771084338,2,0.012048192771084338,0.9879518072289156,83,51,1,1,0.9759036144578314,True,True,auditable,,probe_country_service
BG,H-Root,dns_root,anycast,resolved_entry_only,162,162,2,0.012345679012345678,0.012345679012345678,0.0,0.0,0.0,0.012345679012345678,2,0.012345679012345678,1.0,81,49,1,1,1.0,True,True,auditable,,probe_country_service
BO,H-Root,dns_root,anycast,all_publicly_visible,36,36,12,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,12,0.3333333333333333,1.0,18,9,1,1,1.0,True,True,auditable,,probe_country_service
BO,H-Root,dns_root,anycast,resolved_entry_only,36,36,12,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,12,0.3333333333333333,1.0,18,9,1,1,1.0,True,True,auditable,,probe_country_service
BR,H-Root,dns_root,anycast,all_publicly_visible,174,158,7,0.040229885057471264,0.040229885057471264,0.040229885057471264,0.040229885057471264,0.0,0.0,7,0.040229885057471264,0.9080459770114943,87,58,1,1,0.8160919540229885,True,True,auditable,,probe_country_service
BR,H-Root,dns_root,anycast,resolved_entry_only,142,142,5,0.035211267605633804,0.035211267605633804,0.035211267605633804,0.035211267605633804,0.0,0.0,5,0.035211267605633804,1.0,71,52,1,1,1.0,True,True,auditable,,probe_country_service
BY,H-Root,dns_root,anycast,all_publicly_visible,46,46,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,23,14,1,1,0.9565217391304348,True,True,auditable,,probe_country_service
BY,H-Root,dns_root,anycast,resolved_entry_only,44,44,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,22,13,1,1,1.0,True,True,auditable,,probe_country_service
CA,H-Root,dns_root,anycast,all_publicly_visible,541,517,95,0.1756007393715342,0.1756007393715342,0.14972273567467653,0.0073937153419593345,0.1423290203327172,0.13863216266173753,95,0.1756007393715342,0.955637707948244,270,85,1,1,0.7097966728280961,True,True,auditable,,probe_country_service
CA,H-Root,dns_root,anycast,resolved_entry_only,384,384,95,0.24739583333333334,0.24739583333333334,0.2109375,0.010416666666666666,0.20052083333333334,0.1953125,95,0.24739583333333334,1.0,193,69,1,1,1.0,True,True,auditable,,probe_country_service
CH,H-Root,dns_root,anycast,all_publicly_visible,645,619,47,0.07286821705426356,0.07286821705426356,0.0,0.0,0.0,0.07286821705426356,47,0.07286821705426356,0.9596899224806201,323,81,1,1,0.9472868217054263,True,True,auditable,,probe_country_service
CH,H-Root,dns_root,anycast,resolved_entry_only,611,611,45,0.07364975450081833,0.07364975450081833,0.0,0.0,0.0,0.07364975450081833,45,0.07364975450081833,1.0,306,79,1,1,1.0,True,True,auditable,,probe_country_service
CL,H-Root,dns_root,anycast,all_publicly_visible,150,148,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.9866666666666667,75,33,1,1,0.9733333333333334,True,True,auditable,,probe_country_service
CL,H-Root,dns_root,anycast,resolved_entry_only,146,146,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,73,33,1,1,1.0,True,True,auditable,,probe_country_service
CN,H-Root,dns_root,anycast,all_publicly_visible,100,93,34,0.34,0.34,0.11,0.0,0.11,0.34,34,0.34,0.93,50,23,1,1,0.9,True,True,auditable,,probe_country_service
CN,H-Root,dns_root,anycast,resolved_entry_only,90,90,33,0.36666666666666664,0.36666666666666664,0.12222222222222222,0.0,0.12222222222222222,0.36666666666666664,33,0.36666666666666664,1.0,46,21,1,1,1.0,True,True,auditable,,probe_country_service
CO,H-Root,dns_root,anycast,all_publicly_visible,62,60,9,0.14516129032258066,0.14516129032258066,0.14516129032258066,0.06451612903225806,0.08064516129032258,0.0,9,0.14516129032258066,0.967741935483871,31,22,1,1,0.9032258064516129,True,True,auditable,,probe_country_service
CO,H-Root,dns_root,anycast,resolved_entry_only,56,56,9,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.07142857142857142,0.08928571428571429,0.0,9,0.16071428571428573,1.0,28,21,1,1,1.0,True,True,auditable,,probe_country_service
CR,H-Root,dns_root,anycast,all_publicly_visible,32,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.8125,16,8,1,1,0.5,True,True,auditable,,probe_country_service
CZ,H-Root,dns_root,anycast,all_publicly_visible,549,541,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.9854280510018215,275,111,1,1,0.9781420765027322,True,True,auditable,,probe_country_service
CZ,H-Root,dns_root,anycast,resolved_entry_only,537,537,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,269,109,1,1,1.0,True,True,auditable,,probe_country_service
DE,H-Root,dns_root,anycast,all_publicly_visible,3190,3111,20,0.006269592476489028,0.006269592476489028,0.00031347962382445143,0.0,0.00031347962382445143,0.006269592476489028,20,0.006269592476489028,0.9752351097178683,1595,376,1,1,0.9692789968652038,True,True,auditable,,probe_country_service
DE,H-Root,dns_root,anycast,resolved_entry_only,3092,3092,20,0.00646830530401035,0.00646830530401035,0.0003234152652005175,0.0,0.0003234152652005175,0.00646830530401035,20,0.00646830530401035,1.0,1548,363,1,1,1.0,True,True,auditable,,probe_country_service
