unit_id,num_links,num_links_with_feasible_candidates,avg_feasible_candidates_per_link,median_feasible_candidates_per_link,max_feasible_candidates_per_link,avg_feasible_corridors_per_link,median_feasible_corridors_per_link,max_feasible_corridors_per_link,share_links_with_parallel_ambiguity,share_links_with_many_candidates,share_links_with_large_landing_radius,share_links_with_rtt_inconclusive,share_links_with_multi_segment_possible,share_links_with_domestic_submarine_candidate,share_links_with_only_low_support_feasible_candidates
probe_country=AE|service_id=H-Root,3,3,1.0,1.0,1,1.0,1.0,1,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.6666666666666666
probe_country=AL|service_id=H-Root,4,4,1.0,1.0,1,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
probe_country=AT|service_id=H-Root,2,2,2.0,2.0,2,1.0,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0
probe_country=AU|service_id=H-Root,650,650,2.726153846153846,3.0,10,1.0,1.0,1,0.8461538461538461,0.8461538461538461,0.0,0.8107692307692308,0.009230769230769232,0.9969230769230769,0.6953846153846154
probe_country=AX|service_id=H-Root,12,12,1.8333333333333333,1.0,4,1.0,1.0,1,0.6666666666666666,0.16666666666666666,0.0,0.75,0.0,0.6666666666666666,0.6666666666666666
probe_country=BB|service_id=H-Root,1,1,1.0,1.0,1,1.0,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
probe_country=BF|service_id=H-Root,8,8,4.75,4.0,6,1.0,1.0,1,1.0,0.375,0.0,0.125,0.0,0.0,0.25
probe_country=BG|service_id=H-Root,2,2,3.0,3.0,3,1.0,1.0,1,1.0,1.0,0.0,1.0,0.0,1.0,1.0
probe_country=BH|service_id=H-Root,5,5,4.0,4.0,4,1.0,1.0,1,1.0,1.0,0.0,1.0,0.0,1.0,0.2
probe_country=BJ|service_id=H-Root,1,1,4.0,4.0,4,1.0,1.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0
probe_country=BO|service_id=H-Root,12,12,2.0,2.0,2,1.0,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
probe_country=BR|service_id=H-Root,7,7,1.0,1.0,1,1.0,1.0,1,0.0,0.0,0.0,0.5714285714285714,0.0,1.0,0.8571428571428571
