country,msm_id,file_name,total_mappable_segments,total_observation_mass,unique_corridors_observed,top1_corridor_id,top1_corridor_share,top2_corridor_share,top3_corridor_share,effective_corridor_count,corridor_concentration_tier,is_corridor_concentrated,auditable_corridor_concentration,sufficient_corridor_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,unique_measurements_or_targets,domestic_segment_share,international_segment_share,paper_case_scope,probe_country,service_id
SG,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,242,242.0,1,landing_region_0132::landing_region_0230,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,True,True,True,auditable,,137,58,1,0.0,1.0,country_corridor_concentration_summary,,
PE,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,36,36.0,1,landing_region_0591::landing_region_0770,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,True,True,True,auditable,,18,9,1,0.0,1.0,country_corridor_concentration_summary,,
SE,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,378,378.0,2,landing_region_0051::landing_region_0512,0.9947089947089947,1.0,1.0,1.033562005887778,severe_corridor_observation_concentration,True,True,True,True,auditable,,182,68,1,1.0,0.0,country_corridor_concentration_summary,,
,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,179,179.0,2,landing_region_0051::landing_region_0512,0.9888268156424581,1.0,1.0,1.0632449305469844,severe_corridor_observation_concentration,True,True,True,True,auditable,,85,26,1,1.0,0.0,service_country_corridor_concentration_summary,SE,H-Root
,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,121,121.0,3,landing_region_0132::landing_region_0230,0.9669421487603306,0.9834710743801653,1.0,1.183090274547832,severe_corridor_observation_concentration,True,True,True,True,auditable,,63,25,1,0.03305785123966942,0.9669421487603306,service_country_corridor_concentration_summary,SG,H-Root
,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,35,35.0,2,landing_region_0132::landing_region_0230,0.9142857142857143,1.0,1.0,1.3397840824403713,severe_corridor_observation_concentration,True,True,True,True,auditable,,18,11,1,0.0,1.0,service_country_corridor_concentration_summary,TH,H-Root
,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,64,64.0,3,landing_region_0051::landing_region_0512,0.90625,0.984375,1.0,1.4238568313358289,severe_corridor_observation_concentration,True,True,True,True,auditable,,30,24,1,0.90625,0.09375,service_country_corridor_concentration_summary,RU,H-Root
,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,85,85.0,4,landing_region_0008::landing_region_0223,0.8705882352941177,0.9647058823529412,0.9882352941176471,1.6218400400670165,severe_corridor_observation_concentration,True,True,True,True,auditable,,38,6,1,0.047058823529411764,0.9529411764705882,service_country_corridor_concentration_summary,CA,H-Root
CA,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,97,97.0,3,landing_region_0008::landing_region_0223,0.865979381443299,0.9896907216494846,1.0,1.5377246991669726,severe_corridor_observation_concentration,True,True,True,True,auditable,,43,7,1,0.0,1.0,country_corridor_concentration_summary,,
EE,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,49,49.0,2,landing_region_0512::landing_region_0640,0.8367346938775511,1.0,1.0,1.5605605003373662,severe_corridor_observation_concentration,True,True,True,True,auditable,,21,11,1,0.0,1.0,country_corridor_concentration_summary,,
ID,5015,dns-root_h-root_msm5015_20260701T000000Z_010000Z.json,127,127.0,7,landing_region_0061::landing_region_0132,0.7480314960629921,0.8110236220472441,0.8661417322834646,2.6819321515164773,moderate_corridor_observation_concentration,True,True,True,True,auditable,,47,32,1,0.7007874015748031,0.2992125984251969,country_corridor_concentration_summary,,
