probe_country,service_id,service_class,deployment_type,path_scope_stratum,total_valid_traces,mappable_traces,traces_with_feasible_submarine_corridor_candidates,submarine_candidate_exposure_rate,any_candidate_exposure_rate,inter_region_candidate_exposure_rate,domestic_inter_region_candidate_exposure_rate,international_inter_region_candidate_exposure_rate,intra_region_candidate_rate,submarine_exposed_traces,service_physical_exposure_rate,mappable_trace_rate,unique_probes,unique_probe_asns,unique_target_ips,unique_target_asns,service_entry_resolution_rate,sufficient_trace_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,analysis_scope
AE,I-Root,dns_root,anycast,all_publicly_visible,40,40,1,0.025,0.025,0.025,0.025,0.0,0.0,1,0.025,1.0,20,14,1,1,0.0,True,True,auditable,,probe_country_service
AL,I-Root,dns_root,anycast,all_publicly_visible,46,42,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.9130434782608695,23,14,1,1,0.0,True,True,auditable,,probe_country_service
AR,I-Root,dns_root,anycast,all_publicly_visible,101,96,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.9504950495049505,51,39,1,1,0.0,True,True,auditable,,probe_country_service
AT,I-Root,dns_root,anycast,all_publicly_visible,412,406,2,0.0048543689320388345,0.0048543689320388345,0.0,0.0,0.0,0.0048543689320388345,2,0.0048543689320388345,0.9854368932038835,206,81,1,1,0.0048543689320388345,True,True,auditable,,probe_country_service
AU,I-Root,dns_root,anycast,all_publicly_visible,480,370,264,0.55,0.55,0.20833333333333334,0.19166666666666668,0.058333333333333334,0.5229166666666667,264,0.55,0.7708333333333334,240,71,1,1,0.008333333333333333,True,True,auditable,,probe_country_service
BA,I-Root,dns_root,anycast,all_publicly_visible,30,28,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.9333333333333333,15,6,1,1,0.0,True,True,auditable,,probe_country_service
BE,I-Root,dns_root,anycast,all_publicly_visible,294,291,4,0.013605442176870748,0.013605442176870748,0.0,0.0,0.0,0.013605442176870748,4,0.013605442176870748,0.9897959183673469,146,25,1,1,0.0,True,True,auditable,,probe_country_service
BG,I-Root,dns_root,anycast,all_publicly_visible,166,164,2,0.012048192771084338,0.012048192771084338,0.0,0.0,0.0,0.012048192771084338,2,0.012048192771084338,0.9879518072289156,83,51,1,1,0.0,True,True,auditable,,probe_country_service
BO,I-Root,dns_root,anycast,all_publicly_visible,36,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.8888888888888888,18,9,1,1,0.0,True,True,auditable,,probe_country_service
BR,I-Root,dns_root,anycast,all_publicly_visible,174,164,7,0.040229885057471264,0.040229885057471264,0.017241379310344827,0.017241379310344827,0.0,0.022988505747126436,7,0.040229885057471264,0.9425287356321839,87,58,1,1,0.0,True,True,auditable,,probe_country_service
