country,msm_id,file_name,total_mappable_segments,total_observation_mass,unique_corridors_observed,top1_corridor_id,top1_corridor_share,top2_corridor_share,top3_corridor_share,effective_corridor_count,corridor_concentration_tier,is_corridor_concentrated,auditable_corridor_concentration,sufficient_corridor_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,unique_measurements_or_targets,domestic_segment_share,international_segment_share,paper_case_scope,probe_country,service_id
,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,127,127.0,1,landing_region_0051::landing_region_0512,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,True,True,True,auditable,,45,17,1,0.49606299212598426,0.5039370078740157,service_country_corridor_concentration_summary,DK,I-Root
DK,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,73,73.0,1,landing_region_0051::landing_region_0512,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,True,True,True,auditable,,37,17,1,0.0,1.0,country_corridor_concentration_summary,,
SG,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,105,105.0,3,landing_region_0061::landing_region_0132,0.9619047619047619,0.980952380952381,1.0,1.2071332592500907,severe_corridor_observation_concentration,True,True,True,True,auditable,,53,29,1,0.0,1.0,country_corridor_concentration_summary,,
,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,38,38.0,3,landing_region_0061::landing_region_0132,0.8947368421052632,0.9473684210526316,1.0,1.5060022429136557,severe_corridor_observation_concentration,True,True,True,True,auditable,,18,10,1,0.0,1.0,service_country_corridor_concentration_summary,SG,I-Root
,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,47,47.0,3,landing_region_0051::landing_region_0512,0.8723404255319149,0.9574468085106383,1.0,1.5891041682750633,severe_corridor_observation_concentration,True,True,True,True,auditable,,19,13,1,0.8723404255319149,0.1276595744680851,service_country_corridor_concentration_summary,SE,I-Root
SE,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,148,148.0,4,landing_region_0051::landing_region_0512,0.8445945945945946,0.9459459459459459,0.9864864864864865,1.7555361197909636,severe_corridor_observation_concentration,True,True,True,True,auditable,,63,29,1,0.831081081081081,0.16891891891891891,country_corridor_concentration_summary,,
,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,125,125.0,6,landing_region_0061::landing_region_0132,0.832,0.8959999999999999,0.944,1.99299796784012,severe_corridor_observation_concentration,True,True,True,True,auditable,,48,36,1,0.416,0.584,service_country_corridor_concentration_summary,ID,I-Root
ID,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,103,103.0,6,landing_region_0061::landing_region_0132,0.7961165048543689,0.8737864077669902,0.9320388349514563,2.210650596543318,moderate_corridor_observation_concentration,True,True,True,True,auditable,,44,32,1,0.5533980582524272,0.44660194174757284,country_corridor_concentration_summary,,
,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,58,58.0,4,landing_region_0719::landing_region_1011,0.7931034482758621,0.896551724137931,0.9655172413793104,2.0525270767673844,moderate_corridor_observation_concentration,True,True,True,True,auditable,,18,4,1,0.9655172413793104,0.034482758620689655,service_country_corridor_concentration_summary,TW,I-Root
TW,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,72,72.0,4,landing_region_0719::landing_region_1011,0.7777777777777778,0.8888888888888888,0.9444444444444444,2.1398917833868305,moderate_corridor_observation_concentration,True,True,True,True,auditable,,23,5,1,0.9444444444444444,0.05555555555555555,country_corridor_concentration_summary,,
NO,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,89,89.0,5,landing_region_0335::landing_region_0562,0.5955056179775281,0.8426966292134832,0.9213483146067416,3.007725081551251,moderate_corridor_observation_concentration,True,True,True,True,auditable,,16,9,1,1.0,0.0,country_corridor_concentration_summary,,
NZ,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,234,234.0,7,landing_region_0041::landing_region_0089,0.5769230769230769,0.811965811965812,0.8717948717948717,3.446035773190675,moderate_corridor_observation_concentration,True,True,True,True,auditable,,73,19,1,0.36324786324786323,0.6367521367521367,country_corridor_concentration_summary,,
,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,199,199.0,8,landing_region_0041::landing_region_0089,0.5678391959798995,0.8040201005025126,0.8743718592964824,3.5264695003888806,moderate_corridor_observation_concentration,True,True,True,True,auditable,,62,18,1,0.36180904522613067,0.6381909547738693,service_country_corridor_concentration_summary,NZ,I-Root
