probe_country,service_id,msm_id,file_name,total_mappable_segments,top1_network_transition_share,top2_network_transition_share,top3_network_transition_share,effective_network_transition_count,network_transition_concentration_tier,top1_corridor_share,top2_corridor_share,top3_corridor_share,effective_corridor_count,corridor_concentration_tier,cross_layer_distribution_class,country_fallback_share,auditable_cross_layer_case,sufficient_trace_observation,sufficient_corridor_observation,sufficient_network_transition_resolution,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,domestic_segment_share,international_segment_share,analysis_scope
AU,Topology-IPv4-ICMP,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,200,0.395,0.5,0.5700000000000001,14.842738142880442,broad_network_transition_distribution,0.285,0.47,0.59,9.588948628925186,broad_corridor_observation_distribution,network_and_physical_both_broad,0.0,True,True,True,True,True,auditable,,39,26,0.68,0.32,probe_country_service
CA,Topology-IPv4-ICMP,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,67,0.14925373134328357,0.2835820895522388,0.3731343283582089,20.360356573041752,broad_network_transition_distribution,0.5074626865671642,0.6268656716417911,0.7313432835820896,6.1162811884992765,broad_corridor_observation_distribution,network_and_physical_both_broad,0.0,True,True,True,True,True,auditable,,34,11,0.3283582089552239,0.6716417910447762,probe_country_service
CH,Topology-IPv4-ICMP,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,36,0.16666666666666666,0.3333333333333333,0.38888888888888884,16.34177803785092,broad_network_transition_distribution,0.2777777777777778,0.3888888888888889,0.4444444444444444,12.432599620749873,broad_corridor_observation_distribution,network_and_physical_both_broad,0.0,True,True,True,True,True,auditable,,10,9,0.19444444444444445,0.8055555555555556,probe_country_service
DE,Topology-IPv4-ICMP,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,139,0.16546762589928057,0.2302158273381295,0.2949640287769784,43.32509274417165,broad_network_transition_distribution,0.18705035971223022,0.26618705035971224,0.3237410071942446,31.25063316631982,broad_corridor_observation_distribution,network_and_physical_both_broad,0.0,True,True,True,True,True,auditable,,26,13,0.17985611510791366,0.8201438848920863,probe_country_service
ES,Topology-IPv4-ICMP,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,54,0.2222222222222222,0.4074074074074074,0.5555555555555556,13.458677121857507,broad_network_transition_distribution,0.2037037037037037,0.38888888888888884,0.5,14.526150104141252,broad_corridor_observation_distribution,network_and_physical_both_broad,0.0,True,True,True,True,True,auditable,,11,8,0.05555555555555555,0.9444444444444444,probe_country_service
FI,Topology-IPv4-ICMP,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,134,0.3582089552238806,0.4850746268656716,0.5597014925373134,13.430385127352979,broad_network_transition_distribution,0.48507462686567165,0.7611940298507462,0.8208955223880597,5.012802196561481,weak_corridor_observation_concentration,network_and_physical_both_broad,0.0,True,True,True,True,True,auditable,,64,31,0.22388059701492538,0.7761194029850746,probe_country_service
FR,Topology-IPv4-ICMP,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,111,0.27927927927927926,0.36036036036036034,0.4324324324324324,25.05283030733413,broad_network_transition_distribution,0.1891891891891892,0.2972972972972973,0.3783783783783784,22.072235576227463,broad_corridor_observation_distribution,network_and_physical_both_broad,0.0,True,True,True,True,True,auditable,,21,8,0.14414414414414414,0.8558558558558559,probe_country_service
GB,Topology-IPv4-ICMP,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,57,0.14035087719298245,0.2631578947368421,0.3333333333333333,27.595722310016487,broad_network_transition_distribution,0.19298245614035087,0.2982456140350877,0.3508771929824561,21.39426030858873,broad_corridor_observation_distribution,network_and_physical_both_broad,0.0,True,True,True,True,True,auditable,,11,7,0.15789473684210525,0.8421052631578947,probe_country_service
ID,Topology-IPv4-ICMP,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,69,0.07246376811594203,0.13043478260869565,0.18840579710144928,36.87805640775194,broad_network_transition_distribution,0.5072463768115942,0.6231884057971014,0.6666666666666667,7.490818096574808,broad_corridor_observation_distribution,network_and_physical_both_broad,0.0,True,True,True,True,True,auditable,,32,26,0.43478260869565216,0.5652173913043478,probe_country_service
IN,Topology-IPv4-ICMP,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,48,0.3541666666666667,0.4375,0.5,13.422603163963968,broad_network_transition_distribution,0.2916666666666667,0.4375,0.5833333333333334,8.86473679693783,broad_corridor_observation_distribution,network_and_physical_both_broad,0.0,True,True,True,True,True,auditable,,14,7,0.125,0.875,probe_country_service
