country,msm_id,file_name,total_mappable_segments,total_observation_mass,unique_corridors_observed,top1_corridor_id,top1_corridor_share,top2_corridor_share,top3_corridor_share,effective_corridor_count,corridor_concentration_tier,is_corridor_concentrated,auditable_corridor_concentration,sufficient_corridor_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,unique_measurements_or_targets,domestic_segment_share,international_segment_share,paper_case_scope,probe_country,service_id
HK,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,85,85.0,1,landing_region_0132::landing_region_0230,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,True,True,True,auditable,,45,20,1,0.0,1.0,country_corridor_concentration_summary,,
,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,80,80.0,3,landing_region_0008::landing_region_0223,0.9125,0.975,1.0,1.4177397038730621,severe_corridor_observation_concentration,True,True,True,True,auditable,,38,5,1,0.05,0.95,service_country_corridor_concentration_summary,CA,J-Root
CA,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,89,89.0,2,landing_region_0008::landing_region_0223,0.9101123595505618,1.0,1.0,1.3529370028444758,severe_corridor_observation_concentration,True,True,True,True,auditable,,42,6,1,0.0,1.0,country_corridor_concentration_summary,,
,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,36,36.0,2,landing_region_0132::landing_region_0230,0.8333333333333334,1.0,1.0,1.5691925832141966,severe_corridor_observation_concentration,True,True,True,True,auditable,,15,8,1,0.0,1.0,service_country_corridor_concentration_summary,HK,J-Root
ID,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,84,84.0,6,landing_region_0061::landing_region_0132,0.7738095238095238,0.8452380952380952,0.8928571428571429,2.3979430383552396,moderate_corridor_observation_concentration,True,True,True,True,auditable,,34,25,1,0.7142857142857143,0.2857142857142857,country_corridor_concentration_summary,,
,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,70,70.0,6,landing_region_0061::landing_region_0132,0.7285714285714285,0.8142857142857143,0.8714285714285714,2.6983745654693063,moderate_corridor_observation_concentration,True,True,True,True,auditable,,27,23,1,0.7714285714285715,0.22857142857142856,service_country_corridor_concentration_summary,ID,J-Root
TW,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,81,81.0,5,landing_region_0719::landing_region_1011,0.691358024691358,0.8395061728395061,0.9382716049382716,2.664921525862366,moderate_corridor_observation_concentration,True,True,True,True,auditable,,23,5,1,0.8148148148148148,0.18518518518518517,country_corridor_concentration_summary,,
SG,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,58,58.0,3,landing_region_0132::landing_region_0431,0.6896551724137931,0.9655172413793104,1.0,2.070177860188262,moderate_corridor_observation_concentration,True,True,True,True,auditable,,26,12,1,0.0,1.0,country_corridor_concentration_summary,,
,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,63,63.0,6,landing_region_0719::landing_region_1011,0.6666666666666666,0.8253968253968254,0.9047619047619047,2.9805805551846243,moderate_corridor_observation_concentration,True,True,True,True,auditable,,17,4,1,0.7777777777777778,0.2222222222222222,service_country_corridor_concentration_summary,TW,J-Root
NZ,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,290,290.0,6,landing_region_0041::landing_region_0089,0.6482758620689655,0.8551724137931034,0.9068965517241379,2.946504763382597,moderate_corridor_observation_concentration,True,True,True,True,auditable,,97,30,1,0.35172413793103446,0.6482758620689655,country_corridor_concentration_summary,,
,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,247,247.0,6,landing_region_0041::landing_region_0089,0.6477732793522267,0.8582995951417004,0.9068825910931174,2.8968904522358887,moderate_corridor_observation_concentration,True,True,True,True,auditable,,83,29,1,0.3522267206477733,0.6477732793522267,service_country_corridor_concentration_summary,NZ,J-Root
,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,121,121.0,3,landing_region_0351::landing_region_0512,0.6198347107438017,0.9834710743801653,1.0,2.0795169135214926,moderate_corridor_observation_concentration,True,True,True,True,auditable,,39,9,1,0.3140495867768595,0.6859504132231405,service_country_corridor_concentration_summary,SE,J-Root
,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,46,46.0,3,landing_region_0132::landing_region_0230,0.5,0.9565217391304348,1.0,2.3183756196291307,moderate_corridor_observation_concentration,True,True,True,True,auditable,,14,6,1,0.0,1.0,service_country_corridor_concentration_summary,SG,J-Root
SE,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,166,166.0,5,landing_region_0351::landing_region_0512,0.4939759036144578,0.9036144578313252,0.9759036144578312,2.746610161163364,moderate_corridor_observation_concentration,True,True,True,True,auditable,,43,14,1,0.3373493975903614,0.6626506024096386,country_corridor_concentration_summary,,
,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,207,207.0,6,landing_region_0041::landing_region_0635,0.4782608695652174,0.8599033816425121,0.9758454106280193,2.9612798760662598,moderate_corridor_observation_concentration,True,True,True,True,auditable,,63,30,1,0.9855072463768116,0.014492753623188406,service_country_corridor_concentration_summary,AU,J-Root
AU,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,248,248.0,6,landing_region_0041::landing_region_0635,0.46774193548387094,0.8669354838709677,0.971774193548387,2.9627235137744736,moderate_corridor_observation_concentration,True,True,True,True,auditable,,73,33,1,0.9879032258064516,0.012096774193548387,country_corridor_concentration_summary,,
