probe_country,service_id,msm_id,file_name,total_mappable_segments,total_observation_mass,unique_corridors_observed,top1_corridor_id,top1_corridor_share,top2_corridor_share,top3_corridor_share,effective_corridor_count,corridor_concentration_tier,is_corridor_concentrated,auditable_corridor_concentration,sufficient_corridor_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,unique_measurements_or_targets,domestic_segment_share,international_segment_share,analysis_scope
AU,J-Root,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,207,207.0,6,landing_region_0041::landing_region_0635,0.4782608695652174,0.8599033816425121,0.9758454106280193,2.9612798760662598,moderate_corridor_observation_concentration,True,True,True,True,auditable,,63,30,1,0.9855072463768116,0.014492753623188406,probe_country_service
CA,J-Root,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,80,80.0,3,landing_region_0008::landing_region_0223,0.9125,0.975,1.0,1.4177397038730621,severe_corridor_observation_concentration,True,True,True,True,auditable,,38,5,1,0.05,0.95,probe_country_service
HK,J-Root,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,36,36.0,2,landing_region_0132::landing_region_0230,0.8333333333333334,1.0,1.0,1.5691925832141966,severe_corridor_observation_concentration,True,True,True,True,auditable,,15,8,1,0.0,1.0,probe_country_service
ID,J-Root,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,70,70.0,6,landing_region_0061::landing_region_0132,0.7285714285714285,0.8142857142857143,0.8714285714285714,2.6983745654693063,moderate_corridor_observation_concentration,True,True,True,True,auditable,,27,23,1,0.7714285714285715,0.22857142857142856,probe_country_service
NO,J-Root,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,68,68.0,6,landing_region_0335::landing_region_0562,0.45588235294117646,0.7647058823529411,0.8676470588235294,3.908202289147257,weak_corridor_observation_concentration,True,True,True,True,auditable,,14,7,1,1.0,0.0,probe_country_service
NZ,J-Root,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,247,247.0,6,landing_region_0041::landing_region_0089,0.6477732793522267,0.8582995951417004,0.9068825910931174,2.8968904522358887,moderate_corridor_observation_concentration,True,True,True,True,auditable,,83,29,1,0.3522267206477733,0.6477732793522267,probe_country_service
PH,J-Root,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,40,40.0,7,landing_region_0230::landing_region_0250,0.4625,0.6875,0.8375,4.397179457167408,weak_corridor_observation_concentration,True,True,True,True,auditable,,11,5,1,0.25,0.75,probe_country_service
SE,J-Root,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,121,121.0,3,landing_region_0351::landing_region_0512,0.6198347107438017,0.9834710743801653,1.0,2.0795169135214926,moderate_corridor_observation_concentration,True,True,True,True,auditable,,39,9,1,0.3140495867768595,0.6859504132231405,probe_country_service
SG,J-Root,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,46,46.0,3,landing_region_0132::landing_region_0230,0.5,0.9565217391304348,1.0,2.3183756196291307,moderate_corridor_observation_concentration,True,True,True,True,auditable,,14,6,1,0.0,1.0,probe_country_service
TW,J-Root,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,63,63.0,6,landing_region_0719::landing_region_1011,0.6666666666666666,0.8253968253968254,0.9047619047619047,2.9805805551846243,moderate_corridor_observation_concentration,True,True,True,True,auditable,,17,4,1,0.7777777777777778,0.2222222222222222,probe_country_service
