country,msm_id,file_name,total_mappable_segments,top1_network_transition_share,top2_network_transition_share,top3_network_transition_share,effective_network_transition_count,network_transition_concentration_tier,top1_corridor_share,top2_corridor_share,top3_corridor_share,effective_corridor_count,corridor_concentration_tier,cross_layer_distribution_class,country_fallback_share,auditable_cross_layer_case,sufficient_trace_observation,sufficient_corridor_observation,sufficient_network_transition_resolution,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,domestic_segment_share,international_segment_share,paper_case_scope,probe_country,service_id
CH,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,56,0.42857142857142855,0.5892857142857143,0.6964285714285714,7.203227573176573,broad_network_transition_distribution,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,32,13,0.9107142857142857,0.08928571428571429,country_cross_layer_distribution_audit,,
IL,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,82,0.5,0.6341463414634146,0.6951219512195121,7.604131401201717,broad_network_transition_distribution,0.9512195121951219,1.0,1.0,1.2152000180923734,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,35,25,0.9512195121951219,0.04878048780487805,country_cross_layer_distribution_audit,,
HK,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,962,0.14241164241164242,0.2130977130977131,0.2785862785862786,66.13630394139439,broad_network_transition_distribution,0.9033264033264033,0.9511434511434511,0.9656964656964657,1.592599108926624,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,502,305,0.8690228690228691,0.13097713097713098,country_cross_layer_distribution_audit,,
,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,312,0.08653846153846154,0.16666666666666669,0.21794871794871795,58.237409191920115,broad_network_transition_distribution,0.8878205128205128,0.9198717948717948,0.9391025641025641,1.8040656561627126,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,82,43,0.9230769230769231,0.07692307692307693,service_country_cross_layer_distribution_audit,SG,Topology-IPv4-ICMP
TW,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,629,0.2066772655007949,0.28139904610492844,0.3513513513513513,32.22068602006814,broad_network_transition_distribution,0.8251192368839427,0.9157392686804451,0.9491255961844197,2.0259217806299454,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,152,98,0.9538950715421304,0.046104928457869634,country_cross_layer_distribution_audit,,
SG,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,1962,0.0871559633027523,0.15851172273190622,0.22782874617737003,95.42144242632423,broad_network_transition_distribution,0.817533129459735,0.8634046890927625,0.9031600407747197,2.3868527097678904,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,823,449,0.8042813455657493,0.19571865443425077,country_cross_layer_distribution_audit,,
PT,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,249,0.15261044176706828,0.285140562248996,0.3694779116465864,28.791192072834104,broad_network_transition_distribution,0.8112449799196787,0.8714859437751004,0.9116465863453815,2.318584693545316,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,117,65,0.8192771084337349,0.18072289156626506,country_cross_layer_distribution_audit,,
NO,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,192,0.140625,0.27604166666666663,0.3333333333333333,29.23346948027577,broad_network_transition_distribution,0.7916666666666666,0.859375,0.8854166666666666,2.5746082244672825,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,58,32,1.0,0.0,country_cross_layer_distribution_audit,,
CN,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,60,0.4666666666666667,0.5833333333333334,0.6666666666666666,7.213052709801064,broad_network_transition_distribution,0.7833333333333333,0.9833333333333334,1.0,1.7885661719229788,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,38,28,0.85,0.15,country_cross_layer_distribution_audit,,
DK,5151,topology-baseline_topology-ipv4-icmp_msm5151_20260701T000000Z_010000Z.json,262,0.11068702290076336,0.21755725190839695,0.316793893129771,36.18189482909304,broad_network_transition_distribution,0.7824427480916031,0.9198473282442748,0.9866412213740459,2.019983028072767,moderate_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,90,49,0.7175572519083969,0.2824427480916031,country_cross_layer_distribution_audit,,
