probe_country,service_id,path_scope_stratum,total_atomic_segments,uniquely_resolved_segments,bounded_candidate_set_segments,no_matched_corridor_segments,insufficiently_resolved_segments,rtt_conclusive_segments,rtt_inconclusive_segments,uniquely_resolved_share,bounded_candidate_set_share,no_matched_corridor_share,insufficiently_resolved_share
?,Topology-IPv4-ICMP,all_publicly_visible,10,0,0,6,4,6,4,0.0,0.0,0.6,0.4
?,Topology-IPv4-ICMP,resolved_entry_only,10,0,0,6,4,6,4,0.0,0.0,0.6,0.4
AD,Topology-IPv4-ICMP,all_publicly_visible,12,1,0,6,5,11,1,0.08333333333333333,0.0,0.5,0.4166666666666667
AD,Topology-IPv4-ICMP,resolved_entry_only,4,0,0,3,1,4,0,0.0,0.0,0.75,0.25
AE,Topology-IPv4-ICMP,all_publicly_visible,154,8,0,109,37,121,33,0.05194805194805195,0.0,0.7077922077922078,0.24025974025974026
AE,Topology-IPv4-ICMP,resolved_entry_only,94,6,0,68,20,76,18,0.06382978723404255,0.0,0.723404255319149,0.2127659574468085
AF,Topology-IPv4-ICMP,all_publicly_visible,80,0,2,49,29,61,19,0.0,0.025,0.6125,0.3625
AF,Topology-IPv4-ICMP,resolved_entry_only,74,0,0,45,29,56,18,0.0,0.0,0.6081081081081081,0.3918918918918919
AL,Topology-IPv4-ICMP,all_publicly_visible,293,4,2,219,68,222,71,0.013651877133105802,0.006825938566552901,0.7474402730375427,0.23208191126279865
AL,Topology-IPv4-ICMP,resolved_entry_only,235,4,2,176,53,182,53,0.01702127659574468,0.00851063829787234,0.7489361702127659,0.225531914893617
AM,Topology-IPv4-ICMP,all_publicly_visible,231,3,3,192,33,171,60,0.012987012987012988,0.012987012987012988,0.8311688311688312,0.14285714285714285
AM,Topology-IPv4-ICMP,resolved_entry_only,158,2,3,131,22,117,41,0.012658227848101266,0.0189873417721519,0.8291139240506329,0.13924050632911392
AO,Topology-IPv4-ICMP,all_publicly_visible,107,7,0,61,39,81,26,0.06542056074766354,0.0,0.5700934579439252,0.3644859813084112
AO,Topology-IPv4-ICMP,resolved_entry_only,88,5,0,54,29,66,22,0.056818181818181816,0.0,0.6136363636363636,0.32954545454545453
AR,Topology-IPv4-ICMP,all_publicly_visible,513,19,6,389,99,393,120,0.037037037037037035,0.011695906432748537,0.7582846003898636,0.19298245614035087
AR,Topology-IPv4-ICMP,resolved_entry_only,254,7,5,207,35,190,64,0.027559055118110236,0.01968503937007874,0.8149606299212598,0.1377952755905512
AT,Topology-IPv4-ICMP,all_publicly_visible,2242,22,12,1920,288,1628,614,0.009812667261373774,0.0053523639607493305,0.856378233719893,0.12845673505798394
AT,Topology-IPv4-ICMP,resolved_entry_only,1338,18,5,1152,163,986,352,0.013452914798206279,0.0037369207772795215,0.8609865470852018,0.1218236173393124
AU,Topology-IPv4-ICMP,all_publicly_visible,2976,216,57,1968,735,2165,811,0.07258064516129033,0.019153225806451613,0.6612903225806451,0.2469758064516129
AU,Topology-IPv4-ICMP,resolved_entry_only,1823,128,33,1192,470,1307,516,0.07021393307734504,0.018102029621503018,0.6538672517827756,0.2578167855183763
AX,Topology-IPv4-ICMP,all_publicly_visible,32,3,2,25,2,21,11,0.09375,0.0625,0.78125,0.0625
AX,Topology-IPv4-ICMP,resolved_entry_only,32,3,2,25,2,21,11,0.09375,0.0625,0.78125,0.0625
AZ,Topology-IPv4-ICMP,all_publicly_visible,74,0,2,44,28,60,14,0.0,0.02702702702702703,0.5945945945945946,0.3783783783783784
