probe_country,total_valid_traces,mappable_traces,submarine_exposed_traces,service_physical_exposure_rate,mappable_trace_rate,unique_services,unique_probes,unique_probe_asns,unique_target_ips,unique_target_asns
KR,23,18,6,0.2608695652173913,0.782608695652174,1,22,12,23,23
KW,2,1,0,0.0,0.5,1,2,2,2,2
KY,1,1,1,1.0,1.0,1,1,1,1,1
KZ,54,52,5,0.09259259259259259,0.9629629629629629,1,53,20,54,53
LA,1,1,0,0.0,1.0,1,1,1,1,1
LB,2,2,0,0.0,1.0,1,2,2,2,2
LC,2,2,2,1.0,1.0,1,2,2,2,2
LI,3,3,3,1.0,1.0,1,3,3,3,3
LK,13,12,8,0.6153846153846154,0.9230769230769231,1,13,6,13,13
LS,1,1,0,0.0,1.0,1,1,1,1,1
LT,36,35,5,0.1388888888888889,0.9722222222222222,1,36,21,36,35
LU,38,36,1,0.02631578947368421,0.9473684210526315,1,38,20,37,37
LV,30,29,6,0.2,0.9666666666666667,1,30,19,30,29
MA,1,1,1,1.0,1.0,1,1,1,1,1
MD,25,23,2,0.08,0.92,1,25,15,24,24
ME,6,6,1,0.16666666666666666,1.0,1,6,5,6,6
MG,2,2,0,0.0,1.0,1,2,1,2,2
MH,1,1,1,1.0,1.0,1,1,1,1,1
MK,10,9,1,0.1,0.9,1,10,8,10,9
ML,1,1,1,1.0,1.0,1,1,1,1,1
MM,3,3,2,0.6666666666666666,1.0,1,3,3,3,3
MN,7,7,1,0.14285714285714285,1.0,1,7,7,7,7
MP,1,1,1,1.0,1.0,1,1,1,1,1
MT,9,9,9,1.0,1.0,1,8,2,9,9
MU,7,7,3,0.42857142857142855,1.0,1,7,3,7,7
MV,11,10,4,0.36363636363636365,0.9090909090909091,1,11,4,11,11
MW,1,1,0,0.0,1.0,1,1,1,1,1
MX,43,42,9,0.20930232558139536,0.9767441860465116,1,43,22,43,43
MY,36,35,16,0.4444444444444444,0.9722222222222222,1,33,18,36,35
MZ,3,3,1,0.3333333333333333,1.0,1,3,3,3,3
NA,1746,1619,455,0.26059564719358536,0.927262313860252,1,1741,4,1723,1211
NC,5,5,4,0.8,1.0,1,5,2,5,5
NG,9,9,3,0.3333333333333333,1.0,1,9,6,9,9
NI,6,6,2,0.3333333333333333,1.0,1,6,4,6,6
NL,582,547,96,0.16494845360824742,0.9398625429553265,1,570,157,572,474
NO,90,84,45,0.5,0.9333333333333333,1,88,32,88,84
NP,14,14,5,0.35714285714285715,1.0,1,14,9,14,13
NZ,98,88,62,0.6326530612244898,0.8979591836734694,1,98,32,95,93
OM,1,1,1,1.0,1.0,1,1,1,1,1
PA,18,15,6,0.3333333333333333,0.8333333333333334,1,18,11,17,16
PE,19,18,6,0.3157894736842105,0.9473684210526315,1,19,14,19,19
PF,5,5,0,0.0,1.0,1,5,1,5,5
PG,1,1,1,1.0,1.0,1,1,1,1,1
PH,59,56,42,0.711864406779661,0.9491525423728814,1,58,32,59,58
PK,6,4,3,0.5,0.6666666666666666,1,6,5,6,6
PL,211,192,20,0.0947867298578199,0.909952606635071,1,202,119,206,184
PR,1,1,1,1.0,1.0,1,1,1,1,1
PS,1,1,1,1.0,1.0,1,1,1,1,1
PT,97,89,26,0.26804123711340205,0.9175257731958762,1,94,21,94,91
PW,1,1,0,0.0,1.0,1,1,1,1,1
PY,10,10,6,0.6,1.0,1,10,8,10,10
QA,1,1,1,1.0,1.0,1,1,1,1,1
RE,36,35,11,0.3055555555555556,0.9722222222222222,1,36,4,36,36
RO,83,74,15,0.18072289156626506,0.891566265060241,1,80,43,83,76
RS,46,42,7,0.15217391304347827,0.9130434782608695,1,45,16,46,45
RU,477,454,114,0.2389937106918239,0.9517819706498952,1,462,280,465,405
RW,1,1,0,0.0,1.0,1,1,1,1,1
SA,15,12,3,0.2,0.8,1,15,8,15,15
SE,200,188,92,0.46,0.94,1,199,70,195,182
SG,114,107,32,0.2807017543859649,0.9385964912280702,1,112,54,111,103
SI,45,42,3,0.06666666666666667,0.9333333333333333,1,43,18,44,41
SK,50,43,6,0.12,0.86,1,48,21,50,45
SL,2,1,1,0.5,0.5,1,2,2,2,2
SM,1,1,0,0.0,1.0,1,1,1,1,1
SN,1,1,0,0.0,1.0,1,1,1,1,1
SS,1,1,0,0.0,1.0,1,1,1,1,1
SV,12,12,3,0.25,1.0,1,11,6,12,12
SY,1,1,0,0.0,1.0,1,1,1,1,1
TD,1,1,1,1.0,1.0,1,1,1,1,1
TG,1,1,1,1.0,1.0,1,1,1,1,1
TH,41,40,20,0.4878048780487805,0.975609756097561,1,39,24,41,38
TJ,14,13,2,0.14285714285714285,0.9285714285714286,1,14,10,14,14
TL,4,4,4,1.0,1.0,1,4,2,4,4
TN,8,6,1,0.125,0.75,1,8,5,8,8
TO,1,1,1,1.0,1.0,1,1,1,1,1
TR,58,55,5,0.08620689655172414,0.9482758620689655,1,57,28,57,56
TT,1,1,0,0.0,1.0,1,1,1,1,1
TV,1,1,1,1.0,1.0,1,1,1,1,1
TW,65,63,48,0.7384615384615385,0.9692307692307692,1,63,29,65,62
TZ,4,4,2,0.5,1.0,1,4,3,4,4
UA,155,147,22,0.14193548387096774,0.9483870967741935,1,151,104,149,136
UG,7,7,2,0.2857142857142857,1.0,1,6,4,7,7
US,1689,1603,333,0.19715808170515098,0.9490822972172883,1,1645,439,1666,1172
UY,19,19,3,0.15789473684210525,1.0,1,19,5,19,19
UZ,10,9,2,0.2,0.9,1,10,8,10,10
VA,1,1,0,0.0,1.0,1,1,1,1,1
VE,38,32,10,0.2631578947368421,0.8421052631578947,1,36,24,36,36
VI,2,2,1,0.5,1.0,1,2,2,2,2
VN,26,26,15,0.5769230769230769,1.0,1,24,13,26,26
VU,1,1,1,1.0,1.0,1,1,1,1,1
XK,2,2,0,0.0,1.0,1,2,2,2,2
YE,1,1,0,0.0,1.0,1,1,1,1,1
ZA,115,112,39,0.3391304347826087,0.9739130434782609,1,111,63,112,108
ZM,4,3,1,0.25,0.75,1,4,4,4,4
ZW,3,3,1,0.3333333333333333,1.0,1,3,2,3,3
