probe_country,total_valid_traces,mappable_traces,submarine_exposed_traces,service_physical_exposure_rate,mappable_trace_rate,unique_services,unique_probes,unique_probe_asns,unique_target_ips,unique_target_asns
AD,3,3,1,0.3333333333333333,1.0,1,3,1,3,3
AE,20,18,5,0.25,0.9,1,20,14,19,19
AF,8,8,1,0.125,1.0,1,6,2,7,7
AL,23,21,2,0.08695652173913043,0.9130434782608695,1,23,14,23,22
AM,14,14,2,0.14285714285714285,1.0,1,14,7,14,14
AO,9,9,5,0.5555555555555556,1.0,1,9,4,9,9
AR,49,45,17,0.3469387755102041,0.9183673469387755,1,48,38,49,46
AT,210,203,25,0.11904761904761904,0.9666666666666667,1,205,81,205,180
AU,246,219,134,0.5447154471544715,0.8902439024390244,1,240,71,245,222
AX,2,2,2,1.0,1.0,1,2,2,2,2
AZ,9,7,2,0.2222222222222222,0.7777777777777778,1,9,8,9,8
BA,15,13,5,0.3333333333333333,0.8666666666666667,1,15,6,15,15
BB,1,1,1,1.0,1.0,1,1,1,1,1
BD,10,10,2,0.2,1.0,1,9,6,10,9
BE,152,148,20,0.13157894736842105,0.9736842105263158,1,146,25,151,140
BF,4,3,1,0.25,0.75,1,4,3,4,4
BG,84,79,11,0.13095238095238096,0.9404761904761905,1,83,51,83,75
BH,5,5,3,0.6,1.0,1,5,2,5,5
BI,1,1,1,1.0,1.0,1,1,1,1,1
BJ,7,7,3,0.42857142857142855,1.0,1,7,4,7,7
BL,1,1,0,0.0,1.0,1,1,1,1,1
BO,18,18,7,0.3888888888888889,1.0,1,18,9,18,17
BR,88,79,31,0.3522727272727273,0.8977272727272727,1,87,58,84,78
BT,2,1,1,0.5,0.5,1,2,2,2,2
BW,1,1,1,1.0,1.0,1,1,1,1,1
BY,23,23,1,0.043478260869565216,1.0,1,23,14,23,23
BZ,1,1,1,1.0,1.0,1,1,1,1,1
CA,276,261,83,0.3007246376811594,0.9456521739130435,1,269,85,270,247
CD,3,3,2,0.6666666666666666,1.0,1,3,3,3,3
CG,2,2,1,0.5,1.0,1,2,2,2,2
CH,332,324,107,0.32228915662650603,0.9759036144578314,1,321,81,314,276
CI,1,1,1,1.0,1.0,1,1,1,1,1
CK,1,1,0,0.0,1.0,1,1,1,1,1
CL,77,74,28,0.36363636363636365,0.961038961038961,1,76,33,77,74
CM,2,2,2,1.0,1.0,1,2,2,2,2
CN,53,40,10,0.18867924528301888,0.7547169811320755,1,50,23,53,51
CO,31,30,5,0.16129032258064516,0.967741935483871,1,31,22,31,31
CR,18,13,1,0.05555555555555555,0.7222222222222222,1,16,8,18,18
CU,1,1,0,0.0,1.0,1,1,1,1,1
CV,4,3,0,0.0,0.75,1,4,2,4,4
CW,2,2,2,1.0,1.0,1,2,2,2,2
CY,13,12,9,0.6923076923076923,0.9230769230769231,1,13,6,13,13
CZ,289,280,32,0.11072664359861592,0.9688581314878892,1,277,112,281,242
DE,1622,1564,209,0.12885326757090013,0.9642416769420469,1,1585,370,1575,1116
DJ,3,3,2,0.6666666666666666,1.0,1,3,2,3,3
DK,109,104,73,0.6697247706422018,0.9541284403669725,1,108,35,108,104
DO,9,9,5,0.5555555555555556,1.0,1,9,7,9,9
DZ,1,0,0,0.0,0.0,1,1,1,1,1
EC,23,22,3,0.13043478260869565,0.9565217391304348,1,23,18,23,21
EE,39,35,21,0.5384615384615384,0.8974358974358975,1,39,22,39,38
EG,2,2,0,0.0,1.0,1,2,1,2,2
ES,237,222,57,0.24050632911392406,0.9367088607594937,1,228,72,235,213
ET,1,1,1,1.0,1.0,1,1,1,1,1
FI,142,136,92,0.647887323943662,0.9577464788732394,1,140,48,135,126
FJ,2,1,1,0.5,0.5,1,2,2,2,2
FM,2,2,2,1.0,1.0,1,2,1,2,2
FR,969,916,124,0.12796697626418987,0.9453044375644994,1,946,162,948,759
GB,533,503,82,0.15384615384615385,0.9437148217636022,1,520,184,522,428
GE,10,10,5,0.5,1.0,1,10,6,10,10
GF,2,2,1,0.5,1.0,1,1,1,2,2
GG,1,1,0,0.0,1.0,1,1,1,1,1
GH,3,3,2,0.6666666666666666,1.0,1,3,3,3,3
GP,2,2,1,0.5,1.0,1,2,2,2,2
GQ,1,1,1,1.0,1.0,1,1,1,1,1
GR,74,64,7,0.0945945945945946,0.8648648648648649,1,72,26,74,73
GT,4,4,1,0.25,1.0,1,4,3,4,4
GU,9,8,8,0.8888888888888888,0.8888888888888888,1,9,5,9,9
HK,54,47,18,0.3333333333333333,0.8703703703703703,1,49,32,54,52
HN,8,8,4,0.5,1.0,1,8,6,8,7
HR,42,37,1,0.023809523809523808,0.8809523809523809,1,42,20,42,37
HT,1,1,0,0.0,1.0,1,1,1,1,1
HU,55,53,8,0.14545454545454545,0.9636363636363636,1,55,23,51,48
ID,79,78,57,0.7215189873417721,0.9873417721518988,1,77,56,79,76
IE,91,89,14,0.15384615384615385,0.978021978021978,1,88,25,90,84
IL,29,28,13,0.4482758620689655,0.9655172413793104,1,29,12,29,29
IM,3,3,1,0.3333333333333333,1.0,1,3,3,3,3
IN,137,118,39,0.2846715328467153,0.8613138686131386,1,133,59,131,125
IQ,8,8,3,0.375,1.0,1,8,6,8,8
IR,46,26,2,0.043478260869565216,0.5652173913043478,1,44,22,43,42
IS,11,11,3,0.2727272727272727,1.0,1,11,8,11,11
IT,313,297,45,0.14376996805111822,0.9488817891373802,1,305,102,303,259
JO,2,1,0,0.0,0.5,1,2,2,2,2
JP,231,214,99,0.42857142857142855,0.9264069264069265,1,221,98,228,207
KE,15,13,1,0.06666666666666667,0.8666666666666667,1,15,10,15,15
KG,20,18,3,0.15,0.9,1,20,13,20,19
KH,3,3,0,0.0,1.0,1,3,3,3,3
KI,3,3,2,0.6666666666666666,1.0,1,2,1,3,3
KN,1,1,1,1.0,1.0,1,1,1,1,1
