country,msm_id,file_name,network_transition_key,network_transition_representation,hop_pair_as_class,network_transition_observation_count,unique_atomic_segments,share_of_network_transition_observations,rank_within_unit,is_top1_network_transition,is_top2_network_transition,is_top3_network_transition,used_country_fallback_transition,group_total_mappable_segments,group_unique_probes,group_unique_probe_asns,domestic_segment_count,international_segment_count
AE,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,8966->5384,as_transition,cross_as_transition,6,6,0.3333333333333333,1,True,False,False,False,18,6,4,6,0
AE,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,5384->5384,as_transition,intra_as_hop_pair,6,6,0.3333333333333333,2,False,True,False,False,18,6,4,6,0
AE,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,4637->4637,as_transition,intra_as_hop_pair,4,4,0.2222222222222222,3,False,False,True,False,18,6,4,2,2
AE,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,8529->8529,as_transition,intra_as_hop_pair,2,2,0.1111111111111111,4,False,False,False,False,18,6,4,0,2
AU,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:AU->AU,country_fallback,country_fallback,2,2,0.25,1,True,False,False,True,8,5,4,2,0
AU,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,7699->4826,as_transition,cross_as_transition,2,2,0.25,2,False,True,False,False,8,5,4,2,0
AU,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,7545->7545,as_transition,intra_as_hop_pair,2,2,0.25,3,False,False,True,False,8,5,4,2,0
AU,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,134697->134697,as_transition,intra_as_hop_pair,1,1,0.125,4,False,False,False,False,8,5,4,1,0
AU,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,4826->13335,as_transition,cross_as_transition,1,1,0.125,5,False,False,False,False,8,5,4,1,0
AX,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,3238->3238,as_transition,intra_as_hop_pair,2,2,1.0,1,True,False,False,False,2,1,1,0,2
BJ,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,28683->174,as_transition,cross_as_transition,6,6,0.6,1,True,False,False,False,10,5,3,0,6
BJ,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,37136->6713,as_transition,cross_as_transition,2,2,0.2,2,False,True,False,False,10,5,3,0,2
BJ,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:BJ->NG,country_fallback,country_fallback,2,2,0.2,3,False,False,True,True,10,5,3,0,2
CA,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,852->13335,as_transition,cross_as_transition,4,4,0.4,1,True,False,False,False,10,5,3,0,4
CA,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,6461->6461,as_transition,intra_as_hop_pair,2,2,0.2,2,False,True,False,False,10,5,3,0,2
CA,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,3257->3257,as_transition,intra_as_hop_pair,2,2,0.2,3,False,False,True,False,10,5,3,0,2
CA,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,174->174,as_transition,intra_as_hop_pair,2,2,0.2,4,False,False,False,False,10,5,3,0,2
CN,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,4134->4134,as_transition,intra_as_hop_pair,6,6,0.8571428571428571,1,True,False,False,False,7,6,2,6,0
CN,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:CN->CN,country_fallback,country_fallback,1,1,0.14285714285714285,2,False,True,False,True,7,6,2,1,0
CV,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,37575->8657,as_transition,cross_as_transition,2,2,1.0,1,True,False,False,False,2,1,1,0,2
CW,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,23520->23520,as_transition,intra_as_hop_pair,3,3,0.6,1,True,False,False,False,5,3,2,0,3
CW,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,23520->13335,as_transition,cross_as_transition,2,2,0.4,2,False,True,False,False,5,3,2,0,2
DJ,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:DJ->KE,country_fallback,country_fallback,2,2,1.0,1,True,False,False,True,2,1,1,0,2
DK,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:DK->SE,country_fallback,country_fallback,10,10,1.0,1,True,False,False,True,10,5,1,0,10
DO,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,23520->23520,as_transition,intra_as_hop_pair,2,2,0.5,1,True,False,False,False,4,2,2,0,2
DO,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:DO->US,country_fallback,country_fallback,2,2,0.5,2,False,True,False,True,4,2,2,0,2
EE,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,1257->1257,as_transition,intra_as_hop_pair,6,6,1.0,1,True,False,False,False,6,3,2,0,6
ES,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,3352->3352,as_transition,intra_as_hop_pair,5,5,0.8333333333333334,1,True,False,False,False,6,4,2,5,0
ES,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,6453->6453,as_transition,intra_as_hop_pair,1,1,0.16666666666666666,2,False,True,False,False,6,4,2,0,1
FI,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:FI->FI,country_fallback,country_fallback,8,8,0.26666666666666666,1,True,False,False,True,30,10,2,8,0
FI,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,719->6667,as_transition,cross_as_transition,7,7,0.23333333333333334,2,False,True,False,False,30,10,2,7,0
FI,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,39699->39699,as_transition,intra_as_hop_pair,7,7,0.23333333333333334,3,False,False,True,False,30,10,2,7,0
FI,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,719->719,as_transition,intra_as_hop_pair,5,5,0.16666666666666666,4,False,False,False,False,30,10,2,5,0
FI,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,1759->1759,as_transition,intra_as_hop_pair,2,2,0.06666666666666667,5,False,False,False,False,30,10,2,2,0
FI,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,9002->9002,as_transition,intra_as_hop_pair,1,1,0.03333333333333333,6,False,False,False,False,30,10,2,0,1
FJ,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:FJ->NZ,country_fallback,country_fallback,2,2,1.0,1,True,False,False,True,2,1,1,0,2
GH,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,37721->37721,as_transition,intra_as_hop_pair,2,2,0.3333333333333333,1,True,False,False,False,6,3,3,0,2
