probe_country,service_id,path_scope_stratum,msm_id,file_name,as_boundary_transition_key,as_boundary_observation_count,share_of_as_boundary_observations,rank_within_unit,is_top1_as_boundary_transition,is_top2_as_boundary_transition,is_top3_as_boundary_transition,group_total_hop_pair_segments,group_cross_as_boundary_segments,group_intra_as_hop_pair_segments,group_country_fallback_segments,cross_as_boundary_coverage_rate,intra_as_hop_pair_share,country_fallback_share,group_unique_probes,group_unique_probe_asns
AE,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,8966->5384,2,1.0,1,True,False,False,10,2,8,0,0.2,0.8,0.0,1,1
AU,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,4826->13335,1,1.0,1,True,False,False,5,1,2,2,0.2,0.4,0.4,1,1
BJ,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,28683->174,6,0.75,1,True,False,False,8,8,0,0,1.0,0.0,0.0,4,3
BJ,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,37136->6713,2,0.25,2,False,True,False,8,8,0,0,1.0,0.0,0.0,4,3
CA,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,852->13335,4,1.0,1,True,False,False,14,4,10,0,0.2857142857142857,0.7142857142857143,0.0,2,1
CV,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,37575->8657,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,1
CW,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,23520->13335,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,1
FI,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,719->6667,6,1.0,1,True,False,False,19,6,9,4,0.3157894736842105,0.47368421052631576,0.21052631578947367,3,1
ID,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,149728->58389,2,1.0,1,True,False,False,15,2,8,5,0.13333333333333333,0.5333333333333333,0.3333333333333333,1,1
KY,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,36549->3855,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,1
ML,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,8346->6453,1,1.0,1,True,False,False,1,1,0,0,1.0,0.0,0.0,1,1
MT,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,15735->1299,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,1
MV,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,24016->45489,2,1.0,1,True,False,False,4,2,2,0,0.5,0.5,0.0,1,1
MX,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,265539->23520,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,1
NA,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,21859->4229,4,0.2,1,True,False,False,103,20,56,27,0.1941747572815534,0.5436893203883495,0.2621359223300971,11,0
NA,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,8966->5384,4,0.2,2,False,True,False,103,20,56,27,0.1941747572815534,0.5436893203883495,0.2621359223300971,11,0
NA,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,5786->20080,2,0.1,3,False,False,True,103,20,56,27,0.1941747572815534,0.5436893203883495,0.2621359223300971,11,0
NA,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,23520->13335,2,0.1,4,False,False,False,103,20,56,27,0.1941747572815534,0.5436893203883495,0.2621359223300971,11,0
NA,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,15735->1299,2,0.1,5,False,False,False,103,20,56,27,0.1941747572815534,0.5436893203883495,0.2621359223300971,11,0
NA,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,55885->38800,2,0.1,6,False,False,False,103,20,56,27,0.1941747572815534,0.5436893203883495,0.2621359223300971,11,0
NA,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,8434->29518,2,0.1,7,False,False,False,103,20,56,27,0.1941747572815534,0.5436893203883495,0.2621359223300971,11,0
NA,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,3356->3549,1,0.05,8,False,False,False,103,20,56,27,0.1941747572815534,0.5436893203883495,0.2621359223300971,11,0
NA,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,719->6667,1,0.05,9,False,False,False,103,20,56,27,0.1941747572815534,0.5436893203883495,0.2621359223300971,11,0
NO,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,49409->57829,4,0.6666666666666666,1,True,False,False,71,6,53,12,0.08450704225352113,0.7464788732394366,0.16901408450704225,3,2
NO,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,48144->50304,2,0.3333333333333333,2,False,True,False,71,6,53,12,0.08450704225352113,0.7464788732394366,0.16901408450704225,3,2
PA,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,23520->13335,4,0.6666666666666666,1,True,False,False,6,6,0,0,1.0,0.0,0.0,2,1
PA,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,11556->23520,2,0.3333333333333333,2,False,True,False,6,6,0,0,1.0,0.0,0.0,2,1
PE,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,3356->3549,3,1.0,1,True,False,False,5,3,2,0,0.6,0.4,0.0,2,2
PH,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,9299->1299,3,0.2,1,True,False,False,47,15,22,10,0.3191489361702128,0.46808510638297873,0.2127659574468085,7,7
PH,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,21859->4229,2,0.13333333333333333,2,False,True,False,47,15,22,10,0.3191489361702128,0.46808510638297873,0.2127659574468085,7,7
PH,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,45754->13335,2,0.13333333333333333,3,False,False,True,47,15,22,10,0.3191489361702128,0.46808510638297873,0.2127659574468085,7,7
PH,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,45209->9821,2,0.13333333333333333,4,False,False,False,47,15,22,10,0.3191489361702128,0.46808510638297873,0.2127659574468085,7,7
PH,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,132400->134707,2,0.13333333333333333,5,False,False,False,47,15,22,10,0.3191489361702128,0.46808510638297873,0.2127659574468085,7,7
PH,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,137818->132021,2,0.13333333333333333,6,False,False,False,47,15,22,10,0.3191489361702128,0.46808510638297873,0.2127659574468085,7,7
PH,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,132021->4775,2,0.13333333333333333,7,False,False,False,47,15,22,10,0.3191489361702128,0.46808510638297873,0.2127659574468085,7,7
PT,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,2860->13335,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,1
SV,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,23520->13335,1,1.0,1,True,False,False,1,1,0,0,1.0,0.0,0.0,1,1
TL,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,7699->4826,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,1
TR,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,9121->6663,2,0.5,1,True,False,False,8,4,4,0,0.5,0.5,0.0,2,2
TR,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,6663->13335,2,0.5,2,False,True,False,8,4,4,0,0.5,0.5,0.0,2,2
TW,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,131645->7539,2,1.0,1,True,False,False,38,2,14,22,0.05263157894736842,0.3684210526315789,0.5789473684210527,1,1
US,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,36149->40300,4,0.6666666666666666,1,True,False,False,29,6,20,3,0.20689655172413793,0.6896551724137931,0.10344827586206896,3,2
US,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,14638->23520,2,0.3333333333333333,2,False,True,False,29,6,20,3,0.20689655172413793,0.6896551724137931,0.10344827586206896,3,2
