country,msm_id,file_name,as_boundary_transition_key,as_boundary_observation_count,share_of_as_boundary_observations,rank_within_unit,is_top1_as_boundary_transition,is_top2_as_boundary_transition,is_top3_as_boundary_transition,group_total_hop_pair_segments,group_cross_as_boundary_segments,group_intra_as_hop_pair_segments,group_country_fallback_segments,cross_as_boundary_coverage_rate,intra_as_hop_pair_share,country_fallback_share,group_unique_probes,group_unique_probe_asns
AE,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,8966->5384,6,1.0,1,True,False,False,18,6,12,0,0.3333333333333333,0.6666666666666666,0.0,3,1
AU,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,7699->4826,2,0.6666666666666666,1,True,False,False,8,3,3,2,0.375,0.375,0.25,2,2
AU,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,4826->13335,1,0.3333333333333333,2,False,True,False,8,3,3,2,0.375,0.375,0.25,2,2
BJ,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,28683->174,6,0.75,1,True,False,False,10,8,0,2,0.8,0.0,0.2,4,3
BJ,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,37136->6713,2,0.25,2,False,True,False,10,8,0,2,0.8,0.0,0.2,4,3
CA,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,852->13335,4,1.0,1,True,False,False,10,4,6,0,0.4,0.6,0.0,2,1
CV,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,37575->8657,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,1
CW,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,23520->13335,2,1.0,1,True,False,False,5,2,3,0,0.4,0.6,0.0,1,1
FI,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,719->6667,7,1.0,1,True,False,False,30,7,15,8,0.23333333333333334,0.5,0.26666666666666666,4,1
HK,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,21859->4229,2,1.0,1,True,False,False,6,2,3,1,0.3333333333333333,0.5,0.16666666666666666,1,1
HN,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,23520->13335,1,1.0,1,True,False,False,1,1,0,0,1.0,0.0,0.0,1,1
ID,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,149728->58389,2,1.0,1,True,False,False,19,2,8,9,0.10526315789473684,0.42105263157894735,0.47368421052631576,1,1
KY,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,36549->3855,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,1
MT,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,15735->1299,4,1.0,1,True,False,False,4,4,0,0,1.0,0.0,0.0,2,1
MV,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,24016->45489,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,1
MX,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,265539->23520,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,1
NO,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,49409->57829,4,0.6666666666666666,1,True,False,False,78,6,60,12,0.07692307692307693,0.7692307692307693,0.15384615384615385,3,2
NO,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,48144->50304,2,0.3333333333333333,2,False,True,False,78,6,60,12,0.07692307692307693,0.7692307692307693,0.15384615384615385,3,2
