probe_country,service_id,path_scope_stratum,msm_id,file_name,network_transition_key,network_transition_representation,hop_pair_as_class,network_transition_observation_count,unique_atomic_segments,share_of_network_transition_observations,rank_within_unit,is_top1_network_transition,is_top2_network_transition,is_top3_network_transition,used_country_fallback_transition,group_total_mappable_segments,group_unique_probes,group_unique_probe_asns,domestic_segment_count,international_segment_count
AE,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,4637->4637,as_transition,intra_as_hop_pair,4,4,0.4,1,True,False,False,False,10,4,4,2,2
AE,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,8529->8529,as_transition,intra_as_hop_pair,2,2,0.2,2,False,True,False,False,10,4,4,0,2
AE,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,8966->5384,as_transition,cross_as_transition,2,2,0.2,3,False,False,True,False,10,4,4,2,0
AE,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,5384->5384,as_transition,intra_as_hop_pair,2,2,0.2,4,False,False,False,False,10,4,4,2,0
AU,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:AU->AU,country_fallback,country_fallback,2,2,0.4,1,True,False,False,True,5,3,3,2,0
AU,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,7545->7545,as_transition,intra_as_hop_pair,2,2,0.4,2,False,True,False,False,5,3,3,2,0
AU,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,4826->13335,as_transition,cross_as_transition,1,1,0.2,3,False,False,True,False,5,3,3,1,0
AX,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,3238->3238,as_transition,intra_as_hop_pair,2,2,1.0,1,True,False,False,False,2,1,1,0,2
BB,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,23520->23520,as_transition,intra_as_hop_pair,2,2,1.0,1,True,False,False,False,2,1,1,0,2
BJ,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,28683->174,as_transition,cross_as_transition,6,6,0.75,1,True,False,False,False,8,4,3,0,6
BJ,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,37136->6713,as_transition,cross_as_transition,2,2,0.25,2,False,True,False,False,8,4,3,0,2
CA,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,174->174,as_transition,intra_as_hop_pair,6,6,0.42857142857142855,1,True,False,False,False,14,7,5,0,6
CA,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,852->13335,as_transition,cross_as_transition,4,4,0.2857142857142857,2,False,True,False,False,14,7,5,0,4
CA,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,63479->63479,as_transition,intra_as_hop_pair,2,2,0.14285714285714285,3,False,False,True,False,14,7,5,2,0
CA,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,3257->3257,as_transition,intra_as_hop_pair,2,2,0.14285714285714285,4,False,False,False,False,14,7,5,0,2
CD,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,30844->30844,as_transition,intra_as_hop_pair,1,1,1.0,1,True,False,False,False,1,1,1,0,1
CN,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,4134->4134,as_transition,intra_as_hop_pair,5,5,1.0,1,True,False,False,False,5,4,2,5,0
CR,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,1299->1299,as_transition,intra_as_hop_pair,2,2,1.0,1,True,False,False,False,2,1,1,2,0
CV,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,37575->8657,as_transition,cross_as_transition,2,2,1.0,1,True,False,False,False,2,1,1,0,2
CW,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,23520->13335,as_transition,cross_as_transition,2,2,1.0,1,True,False,False,False,2,1,1,0,2
DJ,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:DJ->KE,country_fallback,country_fallback,2,2,0.5,1,True,False,False,True,4,1,1,0,2
DJ,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,6939->6939,as_transition,intra_as_hop_pair,2,2,0.5,2,False,True,False,False,4,1,1,0,2
DK,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:DK->SE,country_fallback,country_fallback,10,10,0.4,1,True,False,False,True,25,7,2,0,10
DK,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:SE->DK,country_fallback,country_fallback,10,10,0.4,2,False,True,False,True,25,7,2,0,10
DK,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,8473->8473,as_transition,intra_as_hop_pair,5,5,0.2,3,False,False,True,False,25,7,2,4,1
DO,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,23520->23520,as_transition,intra_as_hop_pair,2,2,0.5,1,True,False,False,False,4,2,2,0,2
DO,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:DO->US,country_fallback,country_fallback,2,2,0.5,2,False,True,False,True,4,2,2,0,2
EE,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,1257->1257,as_transition,intra_as_hop_pair,12,12,1.0,1,True,False,False,False,12,3,2,0,12
ES,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,3352->3352,as_transition,intra_as_hop_pair,5,5,0.8333333333333334,1,True,False,False,False,6,4,2,5,0
ES,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,6453->6453,as_transition,intra_as_hop_pair,1,1,0.16666666666666666,2,False,True,False,False,6,4,2,0,1
FI,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,719->6667,as_transition,cross_as_transition,6,6,0.3157894736842105,1,True,False,False,False,19,5,2,6,0
FI,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,39699->39699,as_transition,intra_as_hop_pair,5,5,0.2631578947368421,2,False,True,False,False,19,5,2,5,0
FI,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,719->719,as_transition,intra_as_hop_pair,4,4,0.21052631578947367,3,False,False,True,False,19,5,2,4,0
FI,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:FI->FI,country_fallback,country_fallback,4,4,0.21052631578947367,4,False,False,False,True,19,5,2,4,0
GH,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,37721->37721,as_transition,intra_as_hop_pair,2,2,0.5,1,True,False,False,False,4,2,2,0,2
GH,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,37468->37468,as_transition,intra_as_hop_pair,2,2,0.5,2,False,True,False,False,4,2,2,0,2
GP,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,21351->21351,as_transition,intra_as_hop_pair,2,2,1.0,1,True,False,False,False,2,1,1,0,2
GQ,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,37529->37529,as_transition,intra_as_hop_pair,1,1,1.0,1,True,False,False,False,1,1,1,1,0
GU,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,17456->17456,as_transition,intra_as_hop_pair,2,2,0.6666666666666666,1,True,False,False,False,3,2,2,2,0
GU,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,137074->137074,as_transition,intra_as_hop_pair,1,1,0.3333333333333333,2,False,True,False,False,3,2,2,0,1
ID,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,7713->7713,as_transition,intra_as_hop_pair,4,4,0.26666666666666666,1,True,False,False,False,15,7,6,4,0
ID,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:ID->ID,country_fallback,country_fallback,4,4,0.26666666666666666,2,False,True,False,True,15,7,6,4,0
ID,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,24521->24521,as_transition,intra_as_hop_pair,2,2,0.13333333333333333,3,False,False,True,False,15,7,6,2,0
ID,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,149728->58389,as_transition,cross_as_transition,2,2,0.13333333333333333,4,False,False,False,False,15,7,6,2,0
ID,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,55666->55666,as_transition,intra_as_hop_pair,2,2,0.13333333333333333,5,False,False,False,False,15,7,6,2,0
ID,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:ID->SG,country_fallback,country_fallback,1,1,0.06666666666666667,6,False,False,False,True,15,7,6,0,1
ID,F-Root,resolved_entry_only,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,7713->7713,as_transition,intra_as_hop_pair,4,4,1.0,1,True,False,False,False,4,2,2,4,0
IN,F-Root,all_publicly_visible,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,COUNTRY_FALLBACK:IN->IN,country_fallback,country_fallback,5,5,1.0,1,True,False,False,True,5,4,3,5,0
