probe_country,service_id,path_scope_stratum,msm_id,file_name,total_mappable_segments,unique_network_transitions_observed,top1_network_transition_key,top1_network_transition_share,top2_network_transition_share,top3_network_transition_share,effective_network_transition_count,network_transition_concentration_tier,cross_as_boundary_segments,intra_as_hop_pair_segments,country_fallback_segments,cross_as_boundary_share,intra_as_hop_pair_share,country_fallback_share,sufficient_network_transition_resolution,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,domestic_segment_share,international_segment_share
AE,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,6,3,8529->8529,0.3333333333333333,0.6666666666666666,1.0,2.9999999999999996,weak_network_transition_concentration,0,6,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",3,3,0.5,0.5
AE,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,6,3,8529->8529,0.3333333333333333,0.6666666666666666,1.0,2.9999999999999996,weak_network_transition_concentration,0,6,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",3,3,0.5,0.5
AF,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,6,1,COUNTRY_FALLBACK:PK->SG,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,0,6,0.0,0.0,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns,maximum_country_fallback_share","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns,maximum_country_fallback_share",2,1,0.0,1.0
AF,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,6,1,COUNTRY_FALLBACK:PK->SG,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,0,6,0.0,0.0,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns,maximum_country_fallback_share","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns,maximum_country_fallback_share",2,1,0.0,1.0
AL,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,5,1,6939->6939,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,5,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,0.0,1.0
AL,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,5,1,6939->6939,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,5,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,0.0,1.0
AU,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,109,10,1221->1221,0.43119266055045874,0.5596330275229358,0.6788990825688074,6.231289655640884,broad_network_transition_distribution,6,90,13,0.05504587155963303,0.8256880733944955,0.11926605504587157,True,True,auditable,,35,18,1.0,0.0
AU,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,109,10,1221->1221,0.43119266055045874,0.5596330275229358,0.6788990825688074,6.231289655640884,broad_network_transition_distribution,6,90,13,0.05504587155963303,0.8256880733944955,0.11926605504587157,True,True,auditable,,35,18,1.0,0.0
AX,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,3,1,3238->3238,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,3,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
AX,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,3,1,3238->3238,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,3,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
AZ,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,1,1,1299->1299,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,1,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
AZ,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,1,1,1299->1299,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,1,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
BB,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,3,2,23520->23520,0.6666666666666666,1.0,1.0,1.8898815748423097,moderate_network_transition_concentration,1,2,0,0.3333333333333333,0.6666666666666666,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
BB,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,3,2,23520->23520,0.6666666666666666,1.0,1.0,1.8898815748423097,moderate_network_transition_concentration,1,2,0,0.3333333333333333,0.6666666666666666,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
BJ,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,8,3,28683->24691,0.375,0.75,1.0,2.9511517858675242,weak_network_transition_concentration,5,3,0,0.625,0.375,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",3,3,0.0,1.0
BJ,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,8,3,28683->24691,0.375,0.75,1.0,2.9511517858675242,weak_network_transition_concentration,5,3,0,0.625,0.375,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",3,3,0.0,1.0
BR,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,3,1,COUNTRY_FALLBACK:BR->BR,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,0,3,0.0,0.0,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns,maximum_country_fallback_share","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns,maximum_country_fallback_share",2,1,1.0,0.0
BR,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,3,1,COUNTRY_FALLBACK:BR->BR,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,0,3,0.0,0.0,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns,maximum_country_fallback_share","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns,maximum_country_fallback_share",2,1,1.0,0.0
CA,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,97,13,852->2906,0.422680412371134,0.5773195876288659,0.6907216494845361,6.866076936706173,broad_network_transition_distribution,49,38,10,0.5051546391752577,0.3917525773195876,0.10309278350515463,True,True,auditable,,47,18,0.030927835051546393,0.9690721649484536
CA,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,97,13,852->2906,0.422680412371134,0.5773195876288659,0.6907216494845361,6.866076936706173,broad_network_transition_distribution,49,38,10,0.5051546391752577,0.3917525773195876,0.10309278350515463,True,True,auditable,,47,18,0.030927835051546393,0.9690721649484536
CI,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,3,1,37721->37721,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,3,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
CI,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,3,1,37721->37721,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,3,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
CM,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,3,2,36937->30844,0.6666666666666666,1.0,1.0,1.8898815748423097,moderate_network_transition_concentration,2,1,0,0.6666666666666666,0.3333333333333333,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,0.0,1.0
CM,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,3,2,36937->30844,0.6666666666666666,1.0,1.0,1.8898815748423097,moderate_network_transition_concentration,2,1,0,0.6666666666666666,0.3333333333333333,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,0.0,1.0
CN,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,5,2,COUNTRY_FALLBACK:HK->SG,0.8,1.0,1.0,1.6493848884661177,severe_network_transition_concentration,0,0,5,0.0,0.0,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns,maximum_country_fallback_share","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns,maximum_country_fallback_share",3,2,0.2,0.8
CN,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,5,2,COUNTRY_FALLBACK:HK->SG,0.8,1.0,1.0,1.6493848884661177,severe_network_transition_concentration,0,0,5,0.0,0.0,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns,maximum_country_fallback_share","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns,maximum_country_fallback_share",3,2,0.2,0.8
CO,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,18,4,23520->23520,0.5,0.7222222222222222,0.8888888888888888,3.399320824401512,weak_network_transition_concentration,7,11,0,0.3888888888888889,0.6111111111111112,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",6,5,0.0,1.0
CO,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,18,4,23520->23520,0.5,0.7222222222222222,0.8888888888888888,3.399320824401512,weak_network_transition_concentration,7,11,0,0.3888888888888889,0.6111111111111112,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",6,5,0.0,1.0
CU,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,2,1,23520->23520,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,2,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
CU,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,2,1,23520->23520,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0,2,0,0.0,1.0,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
CW,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,2,2,23520->23520,0.5,1.0,1.0,2.0,moderate_network_transition_concentration,1,1,0,0.5,0.5,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
CW,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,2,2,23520->23520,0.5,1.0,1.0,2.0,moderate_network_transition_concentration,1,1,0,0.5,0.5,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
CY,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,8,2,5504->1299,0.75,1.0,1.0,1.7547653506033232,moderate_network_transition_concentration,6,2,0,0.75,0.25,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",4,2,0.0,1.0
CY,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,8,2,5504->1299,0.75,1.0,1.0,1.7547653506033232,moderate_network_transition_concentration,6,2,0,0.75,0.25,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",4,2,0.0,1.0
DK,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,47,7,1299->1299,0.425531914893617,0.6170212765957447,0.7446808510638298,5.145698005328822,broad_network_transition_distribution,5,33,9,0.10638297872340426,0.7021276595744681,0.19148936170212766,True,True,auditable,,14,12,0.5531914893617021,0.44680851063829785
DK,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,47,7,1299->1299,0.425531914893617,0.6170212765957447,0.7446808510638298,5.145698005328822,broad_network_transition_distribution,5,33,9,0.10638297872340426,0.7021276595744681,0.19148936170212766,True,True,auditable,,14,12,0.5531914893617021,0.44680851063829785
DO,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,11,4,COUNTRY_FALLBACK:DO->US,0.6363636363636364,0.8181818181818181,0.9090909090909091,2.8110611744415355,moderate_network_transition_concentration,1,3,7,0.09090909090909091,0.2727272727272727,0.6363636363636364,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,maximum_country_fallback_share","minimum_mappable_segments,minimum_unique_probes,maximum_country_fallback_share",6,6,0.0,1.0
