probe_country,service_id,path_scope_stratum,msm_id,file_name,network_transition_key,network_transition_representation,network_transition_observation_count,unique_atomic_segments,share_of_network_transition_observations,rank_within_unit,is_top1_network_transition,is_top2_network_transition,is_top3_network_transition,used_country_fallback_transition,group_total_mappable_segments,group_unique_probes,group_unique_probe_asns,domestic_segment_count,international_segment_count
AU,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,1221->1221,as_transition,47,47,0.43119266055045874,1,True,False,False,False,109,35,18,47,0
AU,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,7545->7545,as_transition,14,14,0.12844036697247707,2,False,True,False,False,109,35,18,14,0
AU,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,134697->134697,as_transition,9,9,0.08256880733944955,3,False,False,True,False,109,35,18,9,0
AU,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,4764->4764,as_transition,8,8,0.07339449541284404,4,False,False,False,False,109,35,18,8,0
AU,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,-1->-1,as_transition,7,7,0.06422018348623854,5,False,False,False,False,109,35,18,7,0
AU,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,7575->7575,as_transition,6,6,0.05504587155963303,6,False,False,False,False,109,35,18,6,0
AU,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,136557->136557,as_transition,4,4,0.03669724770642202,7,False,False,False,False,109,35,18,4,0
AU,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,38008->7578,as_transition,3,3,0.027522935779816515,8,False,False,False,False,109,35,18,3,0
AU,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,-1->7545,as_transition,3,3,0.027522935779816515,9,False,False,False,False,109,35,18,3,0
AU,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,58507->-1,as_transition,3,3,0.027522935779816515,10,False,False,False,False,109,35,18,3,0
AU,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,4804->7474,as_transition,3,3,0.027522935779816515,11,False,False,False,False,109,35,18,3,0
AU,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,18390->18390,as_transition,2,2,0.01834862385321101,12,False,False,False,False,109,35,18,2,0
AU,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,1221->1221,as_transition,47,47,0.43119266055045874,1,True,False,False,False,109,35,18,47,0
AU,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,7545->7545,as_transition,14,14,0.12844036697247707,2,False,True,False,False,109,35,18,14,0
AU,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,134697->134697,as_transition,9,9,0.08256880733944955,3,False,False,True,False,109,35,18,9,0
AU,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,4764->4764,as_transition,8,8,0.07339449541284404,4,False,False,False,False,109,35,18,8,0
AU,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,-1->-1,as_transition,7,7,0.06422018348623854,5,False,False,False,False,109,35,18,7,0
AU,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,7575->7575,as_transition,6,6,0.05504587155963303,6,False,False,False,False,109,35,18,6,0
AU,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,136557->136557,as_transition,4,4,0.03669724770642202,7,False,False,False,False,109,35,18,4,0
AU,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,38008->7578,as_transition,3,3,0.027522935779816515,8,False,False,False,False,109,35,18,3,0
AU,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,-1->7545,as_transition,3,3,0.027522935779816515,9,False,False,False,False,109,35,18,3,0
AU,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,58507->-1,as_transition,3,3,0.027522935779816515,10,False,False,False,False,109,35,18,3,0
AU,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,4804->7474,as_transition,3,3,0.027522935779816515,11,False,False,False,False,109,35,18,3,0
AU,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,18390->18390,as_transition,2,2,0.01834862385321101,12,False,False,False,False,109,35,18,2,0
AX,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,3238->3238,as_transition,3,3,1.0,1,True,False,False,False,3,1,1,0,3
AX,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,3238->3238,as_transition,3,3,1.0,1,True,False,False,False,3,1,1,0,3
AZ,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,1299->1299,as_transition,1,1,1.0,1,True,False,False,False,1,1,1,0,1
AZ,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,1299->1299,as_transition,1,1,1.0,1,True,False,False,False,1,1,1,0,1
BB,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,23520->23520,as_transition,2,2,0.6666666666666666,1,True,False,False,False,3,1,1,0,2
BB,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,23520->2906,as_transition,1,1,0.3333333333333333,2,False,True,False,False,3,1,1,0,1
BB,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,23520->23520,as_transition,2,2,0.6666666666666666,1,True,False,False,False,3,1,1,0,2
BB,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,23520->2906,as_transition,1,1,0.3333333333333333,2,False,True,False,False,3,1,1,0,1
BJ,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,28683->24691,as_transition,3,3,0.375,1,True,False,False,False,8,3,3,0,3
BJ,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,24691->24691,as_transition,3,3,0.375,2,False,True,False,False,8,3,3,0,3
BJ,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,36937->30844,as_transition,2,2,0.25,3,False,False,True,False,8,3,3,0,2
BJ,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,28683->24691,as_transition,3,3,0.375,1,True,False,False,False,8,3,3,0,3
BJ,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,24691->24691,as_transition,3,3,0.375,2,False,True,False,False,8,3,3,0,3
BJ,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,36937->30844,as_transition,2,2,0.25,3,False,False,True,False,8,3,3,0,2
BR,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,2716->-1,as_transition,2,2,0.6666666666666666,1,True,False,False,False,3,2,1,2,0
BR,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,-1->-1,as_transition,1,1,0.3333333333333333,2,False,True,False,False,3,2,1,1,0
BR,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,2716->-1,as_transition,2,2,0.6666666666666666,1,True,False,False,False,3,2,1,2,0
BR,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,-1->-1,as_transition,1,1,0.3333333333333333,2,False,True,False,False,3,2,1,1,0
CA,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,852->2906,as_transition,41,41,0.422680412371134,1,True,False,False,False,97,47,18,0,41
CA,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,6327->6327,as_transition,15,15,0.15463917525773196,2,False,True,False,False,97,47,18,0,15
CA,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,174->174,as_transition,11,11,0.1134020618556701,3,False,False,True,False,97,47,18,0,11
CA,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,5645->-1,as_transition,6,6,0.061855670103092786,4,False,False,False,False,97,47,18,0,6
CA,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,3257->3257,as_transition,4,4,0.041237113402061855,5,False,False,False,False,97,47,18,0,4
CA,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,3356->3356,as_transition,3,3,0.030927835051546393,6,False,False,False,False,97,47,18,0,3
CA,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,208951->6939,as_transition,3,3,0.030927835051546393,7,False,False,False,False,97,47,18,0,3
CA,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,63479->63479,as_transition,3,3,0.030927835051546393,8,False,False,False,False,97,47,18,3,0
CA,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,174->3356,as_transition,2,2,0.020618556701030927,9,False,False,False,False,97,47,18,0,2
CA,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,11260->6461,as_transition,2,2,0.020618556701030927,10,False,False,False,False,97,47,18,0,2
CA,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,394256->-1,as_transition,2,2,0.020618556701030927,11,False,False,False,False,97,47,18,0,2
CA,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,-1->6453,as_transition,2,2,0.020618556701030927,12,False,False,False,False,97,47,18,0,2
CA,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,6461->6461,as_transition,2,2,0.020618556701030927,13,False,False,False,False,97,47,18,0,2
CA,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,11260->2906,as_transition,1,1,0.010309278350515464,14,False,False,False,False,97,47,18,0,1
CA,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,852->2906,as_transition,41,41,0.422680412371134,1,True,False,False,False,97,47,18,0,41
CA,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,6327->6327,as_transition,15,15,0.15463917525773196,2,False,True,False,False,97,47,18,0,15
CA,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,174->174,as_transition,11,11,0.1134020618556701,3,False,False,True,False,97,47,18,0,11
CA,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,5645->-1,as_transition,6,6,0.061855670103092786,4,False,False,False,False,97,47,18,0,6
CA,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,3257->3257,as_transition,4,4,0.041237113402061855,5,False,False,False,False,97,47,18,0,4
CA,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,3356->3356,as_transition,3,3,0.030927835051546393,6,False,False,False,False,97,47,18,0,3
CA,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,208951->6939,as_transition,3,3,0.030927835051546393,7,False,False,False,False,97,47,18,0,3
CA,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,63479->63479,as_transition,3,3,0.030927835051546393,8,False,False,False,False,97,47,18,3,0
CA,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,174->3356,as_transition,2,2,0.020618556701030927,9,False,False,False,False,97,47,18,0,2
CA,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,11260->6461,as_transition,2,2,0.020618556701030927,10,False,False,False,False,97,47,18,0,2
CA,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,394256->-1,as_transition,2,2,0.020618556701030927,11,False,False,False,False,97,47,18,0,2
CA,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,-1->6453,as_transition,2,2,0.020618556701030927,12,False,False,False,False,97,47,18,0,2
CA,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,6461->6461,as_transition,2,2,0.020618556701030927,13,False,False,False,False,97,47,18,0,2
CA,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,11260->2906,as_transition,1,1,0.010309278350515464,14,False,False,False,False,97,47,18,0,1
CI,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,37721->37721,as_transition,3,3,1.0,1,True,False,False,False,3,1,1,0,3
CI,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,37721->37721,as_transition,3,3,1.0,1,True,False,False,False,3,1,1,0,3
CM,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,36937->30844,as_transition,2,2,0.6666666666666666,1,True,False,False,False,3,2,2,0,2
CM,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,60171->60171,as_transition,1,1,0.3333333333333333,2,False,True,False,False,3,2,2,0,1
CM,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,36937->30844,as_transition,2,2,0.6666666666666666,1,True,False,False,False,3,2,2,0,2
CM,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,60171->60171,as_transition,1,1,0.3333333333333333,2,False,True,False,False,3,2,2,0,1
CN,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,174->-1,as_transition,4,4,0.8,1,True,False,False,False,5,3,2,0,4
CN,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,17623->-1,as_transition,1,1,0.2,2,False,True,False,False,5,3,2,1,0
CN,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,174->-1,as_transition,4,4,0.8,1,True,False,False,False,5,3,2,0,4
CN,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,17623->-1,as_transition,1,1,0.2,2,False,True,False,False,5,3,2,1,0
CO,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,23520->23520,as_transition,9,9,0.5,1,True,False,False,False,18,6,5,0,9
CO,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,13489->6762,as_transition,4,4,0.2222222222222222,2,False,True,False,False,18,6,5,0,4
CO,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,23520->2906,as_transition,3,3,0.16666666666666666,3,False,False,True,False,18,6,5,0,3
CO,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,52320->52320,as_transition,2,2,0.1111111111111111,4,False,False,False,False,18,6,5,0,2
CO,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,23520->23520,as_transition,9,9,0.5,1,True,False,False,False,18,6,5,0,9
CO,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,13489->6762,as_transition,4,4,0.2222222222222222,2,False,True,False,False,18,6,5,0,4
CO,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,23520->2906,as_transition,3,3,0.16666666666666666,3,False,False,True,False,18,6,5,0,3
CO,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,52320->52320,as_transition,2,2,0.1111111111111111,4,False,False,False,False,18,6,5,0,2
CU,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,23520->23520,as_transition,2,2,1.0,1,True,False,False,False,2,1,1,0,2
CU,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,23520->23520,as_transition,2,2,1.0,1,True,False,False,False,2,1,1,0,2
CW,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,23520->23520,as_transition,1,1,0.5,1,True,False,False,False,2,1,1,0,1
CW,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,23520->2906,as_transition,1,1,0.5,2,False,True,False,False,2,1,1,0,1
CW,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,23520->23520,as_transition,1,1,0.5,1,True,False,False,False,2,1,1,0,1
CW,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,23520->2906,as_transition,1,1,0.5,2,False,True,False,False,2,1,1,0,1
CY,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,5504->1299,as_transition,6,6,0.75,1,True,False,False,False,8,4,2,0,6
CY,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,35432->35432,as_transition,2,2,0.25,2,False,True,False,False,8,4,2,0,2
CY,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,5504->1299,as_transition,6,6,0.75,1,True,False,False,False,8,4,2,0,6
CY,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,35432->35432,as_transition,2,2,0.25,2,False,True,False,False,8,4,2,0,2
DK,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,1299->1299,as_transition,20,20,0.425531914893617,1,True,False,False,False,47,14,12,20,0
DK,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,8473->8473,as_transition,6,6,0.1276595744680851,2,False,True,False,False,47,14,12,6,0
DK,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,197301->-1,as_transition,6,6,0.1276595744680851,3,False,False,True,False,47,14,12,0,6
DK,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,6453->6453,as_transition,4,4,0.0851063829787234,4,False,False,False,False,47,14,12,0,4
DK,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,2603->2603,as_transition,3,3,0.06382978723404255,5,False,False,False,False,47,14,12,0,3
DK,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,9158->1299,as_transition,3,3,0.06382978723404255,6,False,False,False,False,47,14,12,0,3
DK,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,39642->-1,as_transition,3,3,0.06382978723404255,7,False,False,False,False,47,14,12,0,3
DK,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,6453->2906,as_transition,2,2,0.0425531914893617,8,False,False,False,False,47,14,12,0,2
DK,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,1299->1299,as_transition,20,20,0.425531914893617,1,True,False,False,False,47,14,12,20,0
DK,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,8473->8473,as_transition,6,6,0.1276595744680851,2,False,True,False,False,47,14,12,6,0
DK,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,197301->-1,as_transition,6,6,0.1276595744680851,3,False,False,True,False,47,14,12,0,6
DK,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,6453->6453,as_transition,4,4,0.0851063829787234,4,False,False,False,False,47,14,12,0,4
DK,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,2603->2603,as_transition,3,3,0.06382978723404255,5,False,False,False,False,47,14,12,0,3
DK,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,9158->1299,as_transition,3,3,0.06382978723404255,6,False,False,False,False,47,14,12,0,3
DK,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,39642->-1,as_transition,3,3,0.06382978723404255,7,False,False,False,False,47,14,12,0,3
DK,Netflix-Assets,resolved_entry_only,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,6453->2906,as_transition,2,2,0.0425531914893617,8,False,False,False,False,47,14,12,0,2
DO,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,64126->-1,as_transition,6,6,0.5454545454545454,1,True,False,False,False,11,6,6,0,6
DO,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,23520->23520,as_transition,2,2,0.18181818181818182,2,False,True,False,False,11,6,6,0,2
DO,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,265721->-1,as_transition,1,1,0.09090909090909091,3,False,False,True,False,11,6,6,0,1
DO,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,207036->207036,as_transition,1,1,0.09090909090909091,4,False,False,False,False,11,6,6,0,1
DO,Netflix-Assets,all_publicly_visible,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,23520->2906,as_transition,1,1,0.09090909090909091,5,False,False,False,False,11,6,6,0,1
