country,msm_id,file_name,as_boundary_transition_key,as_boundary_observation_count,share_of_as_boundary_observations,rank_within_unit,is_top1_as_boundary_transition,is_top2_as_boundary_transition,is_top3_as_boundary_transition,group_total_hop_pair_segments,group_cross_as_boundary_segments,group_intra_as_hop_pair_segments,group_country_fallback_segments,cross_as_boundary_coverage_rate,intra_as_hop_pair_share,country_fallback_share,group_unique_probes,group_unique_probe_asns
FI,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,719->6667,12,0.6,1,True,False,False,201,20,148,33,0.09950248756218906,0.736318407960199,0.16417910447761194,9,4
FI,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,49282->42708,4,0.2,2,False,True,False,201,20,148,33,0.09950248756218906,0.736318407960199,0.16417910447761194,9,4
FI,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,16086->2906,2,0.1,3,False,False,True,201,20,148,33,0.09950248756218906,0.736318407960199,0.16417910447761194,9,4
FI,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,1759->1299,1,0.05,4,False,False,False,201,20,148,33,0.09950248756218906,0.736318407960199,0.16417910447761194,9,4
FI,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,41745->9002,1,0.05,5,False,False,False,201,20,148,33,0.09950248756218906,0.736318407960199,0.16417910447761194,9,4
FJ,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,24390->7575,3,1.0,1,True,False,False,8,3,3,2,0.375,0.375,0.25,1,1
HK,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,58453->2906,14,0.9333333333333333,1,True,False,False,59,15,32,12,0.2542372881355932,0.5423728813559322,0.2033898305084746,9,7
HK,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,6453->2906,1,0.06666666666666667,2,False,True,False,59,15,32,12,0.2542372881355932,0.5423728813559322,0.2033898305084746,9,7
HN,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,263725->54082,12,0.6666666666666666,1,True,False,False,23,18,5,0,0.782608695652174,0.21739130434782608,0.0,7,5
HN,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,64150->54082,4,0.2222222222222222,2,False,True,False,23,18,5,0,0.782608695652174,0.21739130434782608,0.0,7,5
HN,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,23520->2906,2,0.1111111111111111,3,False,False,True,23,18,5,0,0.782608695652174,0.21739130434782608,0.0,7,5
ID,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,23700->7632,9,0.24324324324324326,1,True,False,False,150,37,63,50,0.24666666666666667,0.42,0.3333333333333333,16,11
ID,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,133815->45430,6,0.16216216216216217,2,False,True,False,150,37,63,50,0.24666666666666667,0.42,0.3333333333333333,16,11
ID,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,131111->2906,4,0.10810810810810811,3,False,False,True,150,37,63,50,0.24666666666666667,0.42,0.3333333333333333,16,11
ID,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,9905->7632,3,0.08108108108108109,4,False,False,False,150,37,63,50,0.24666666666666667,0.42,0.3333333333333333,16,11
ID,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,141626->58389,3,0.08108108108108109,5,False,False,False,150,37,63,50,0.24666666666666667,0.42,0.3333333333333333,16,11
ID,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,149728->58389,3,0.08108108108108109,6,False,False,False,150,37,63,50,0.24666666666666667,0.42,0.3333333333333333,16,11
ID,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,131749->58389,3,0.08108108108108109,7,False,False,False,150,37,63,50,0.24666666666666667,0.42,0.3333333333333333,16,11
ID,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,142360->136106,2,0.05405405405405406,8,False,False,False,150,37,63,50,0.24666666666666667,0.42,0.3333333333333333,16,11
ID,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,138115->149391,1,0.02702702702702703,9,False,False,False,150,37,63,50,0.24666666666666667,0.42,0.3333333333333333,16,11
ID,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,9340->136106,1,0.02702702702702703,10,False,False,False,150,37,63,50,0.24666666666666667,0.42,0.3333333333333333,16,11
ID,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,45147->1299,1,0.02702702702702703,11,False,False,False,150,37,63,50,0.24666666666666667,0.42,0.3333333333333333,16,11
ID,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,24203->2906,1,0.02702702702702703,12,False,False,False,150,37,63,50,0.24666666666666667,0.42,0.3333333333333333,16,11
IN,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,6453->2906,5,1.0,1,True,False,False,30,5,7,18,0.16666666666666666,0.23333333333333334,0.6,4,3
KY,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,36549->3855,3,1.0,1,True,False,False,3,3,0,0,1.0,0.0,0.0,1,1
MT,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,15735->1299,6,1.0,1,True,False,False,6,6,0,0,1.0,0.0,0.0,3,1
MV,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,7642->2906,8,0.7272727272727273,1,True,False,False,24,11,0,13,0.4583333333333333,0.0,0.5416666666666666,7,3
MV,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,24016->45489,3,0.2727272727272727,2,False,True,False,24,11,0,13,0.4583333333333333,0.0,0.5416666666666666,7,3
MX,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,265539->23520,4,1.0,1,True,False,False,4,4,0,0,1.0,0.0,0.0,2,2
NG,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,36937->30844,4,1.0,1,True,False,False,20,4,16,0,0.2,0.8,0.0,2,2
NO,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,49409->57829,5,0.3125,1,True,False,False,116,16,100,0,0.13793103448275862,0.8620689655172413,0.0,4,3
NO,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,57829->3356,5,0.3125,2,False,True,False,116,16,100,0,0.13793103448275862,0.8620689655172413,0.0,4,3
NO,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,25400->1299,3,0.1875,3,False,False,True,116,16,100,0,0.13793103448275862,0.8620689655172413,0.0,4,3
NO,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,48144->50304,3,0.1875,4,False,False,False,116,16,100,0,0.13793103448275862,0.8620689655172413,0.0,4,3
NU,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,55885->38800,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,0
NZ,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,23655->2906,9,0.6923076923076923,1,True,False,False,151,13,123,15,0.08609271523178808,0.8145695364238411,0.09933774834437085,5,2
NZ,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,9790->2906,4,0.3076923076923077,2,False,True,False,151,13,123,15,0.08609271523178808,0.8145695364238411,0.09933774834437085,5,2
PA,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,11556->23520,3,1.0,1,True,False,False,3,3,0,0,1.0,0.0,0.0,1,1
PH,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,45209->9821,3,0.23076923076923078,1,True,False,False,133,13,92,28,0.09774436090225563,0.6917293233082706,0.21052631578947367,6,6
PH,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,132400->134707,3,0.23076923076923078,2,False,True,False,133,13,92,28,0.09774436090225563,0.6917293233082706,0.21052631578947367,6,6
PH,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,9299->2906,2,0.15384615384615385,3,False,False,True,133,13,92,28,0.09774436090225563,0.6917293233082706,0.21052631578947367,6,6
PH,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,137818->132021,2,0.15384615384615385,4,False,False,False,133,13,92,28,0.09774436090225563,0.6917293233082706,0.21052631578947367,6,6
PH,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,17639->2906,2,0.15384615384615385,5,False,False,False,133,13,92,28,0.09774436090225563,0.6917293233082706,0.21052631578947367,6,6
PH,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,132021->4775,1,0.07692307692307693,6,False,False,False,133,13,92,28,0.09774436090225563,0.6917293233082706,0.21052631578947367,6,6
PR,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,5786->20080,3,0.5,1,True,False,False,9,6,3,0,0.6666666666666666,0.3333333333333333,0.0,2,1
PR,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,14638->23520,3,0.5,2,False,True,False,9,6,3,0,0.6666666666666666,0.3333333333333333,0.0,2,1
SE,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,8434->29518,3,1.0,1,True,False,False,202,3,193,6,0.01485148514851485,0.9554455445544554,0.0297029702970297,1,0
SL,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,329109->60171,2,1.0,1,True,False,False,2,2,0,0,1.0,0.0,0.0,1,1
SN,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,8346->174,3,0.5,1,True,False,False,6,6,0,0,1.0,0.0,0.0,2,1
SN,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,8346->6453,3,0.5,2,False,True,False,6,6,0,0,1.0,0.0,0.0,2,1
TW,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,21859->4229,6,0.2608695652173913,1,True,False,False,180,23,73,84,0.12777777777777777,0.40555555555555556,0.4666666666666667,9,3
TW,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,18041->7539,5,0.21739130434782608,2,False,True,False,180,23,73,84,0.12777777777777777,0.40555555555555556,0.4666666666666667,9,3
TW,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,9416->2906,5,0.21739130434782608,3,False,False,True,180,23,73,84,0.12777777777777777,0.40555555555555556,0.4666666666666667,9,3
TW,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,149791->7539,3,0.13043478260869565,4,False,False,False,180,23,73,84,0.12777777777777777,0.40555555555555556,0.4666666666666667,9,3
TW,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,18041->6939,3,0.13043478260869565,5,False,False,False,180,23,73,84,0.12777777777777777,0.40555555555555556,0.4666666666666667,9,3
TW,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,1659->6939,1,0.043478260869565216,6,False,False,False,180,23,73,84,0.12777777777777777,0.40555555555555556,0.4666666666666667,9,3
US,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,23520->2906,7,0.5833333333333334,1,True,False,False,69,12,48,9,0.17391304347826086,0.6956521739130435,0.13043478260869565,7,5
US,176517335,edge-localization-extension_netflix-assets_msm176517335_20260701T000000Z_010000Z.json,174->3356,5,0.4166666666666667,2,False,True,False,69,12,48,9,0.17391304347826086,0.6956521739130435,0.13043478260869565,7,5
