country,msm_id,file_name,total_mappable_segments,total_observation_mass,unique_corridors_observed,top1_corridor_id,top1_corridor_share,top2_corridor_share,top3_corridor_share,effective_corridor_count,corridor_concentration_tier,is_corridor_concentrated,auditable_corridor_concentration,sufficient_corridor_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,unique_measurements_or_targets,domestic_segment_share,international_segment_share,paper_case_scope,probe_country,service_id
,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,110,110.0,1,landing_region_0061::landing_region_0061,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,True,True,True,auditable,,55,41,1,1.0,0.0,service_country_corridor_concentration_summary,CZ,I-Root
CH,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,81,81.0,1,landing_region_0376::landing_region_0376,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,True,True,True,auditable,,30,18,1,1.0,0.0,country_corridor_concentration_summary,,
,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,40,40.0,1,landing_region_0376::landing_region_0376,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,True,True,True,auditable,,12,7,1,1.0,0.0,service_country_corridor_concentration_summary,CH,I-Root
HK,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,445,445.0,4,landing_region_0230::landing_region_0230,0.9752808988764045,0.995505617977528,0.997752808988764,1.139639176146482,severe_corridor_observation_concentration,True,True,True,True,auditable,,116,69,1,0.9752808988764045,0.024719101123595506,country_corridor_concentration_summary,,
,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,82,82.0,2,landing_region_0061::landing_region_0061,0.9512195121951219,1.0,1.0,1.2152000180923734,severe_corridor_observation_concentration,True,True,True,True,auditable,,39,32,1,1.0,0.0,service_country_corridor_concentration_summary,NL,I-Root
,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,99,99.0,3,landing_region_0239::landing_region_0239,0.9393939393939394,0.9797979797979799,1.0,1.3063127708859268,severe_corridor_observation_concentration,True,True,True,True,auditable,,35,8,1,0.9797979797979798,0.020202020202020204,service_country_corridor_concentration_summary,PT,I-Root
,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,30,30.0,2,landing_region_0061::landing_region_0061,0.9333333333333333,1.0,1.0,1.2775319170740629,severe_corridor_observation_concentration,True,True,True,True,auditable,,14,13,1,0.9333333333333333,0.06666666666666667,service_country_corridor_concentration_summary,PL,I-Root
PT,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,114,114.0,4,landing_region_0239::landing_region_0239,0.9298245614035088,0.9649122807017544,0.9824561403508771,1.386878276168022,severe_corridor_observation_concentration,True,True,True,True,auditable,,38,10,1,0.9649122807017544,0.03508771929824561,country_corridor_concentration_summary,,
,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,291,291.0,3,landing_region_0061::landing_region_0061,0.9243986254295533,0.9965635738831615,1.0,1.3256089694085837,severe_corridor_observation_concentration,True,True,True,True,auditable,,135,85,1,0.9965635738831615,0.003436426116838488,service_country_corridor_concentration_summary,RU,I-Root
SG,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,1128,1128.0,4,landing_region_0132::landing_region_0132,0.9069148936170213,0.9964539007092199,0.99822695035461,1.3869973507420659,severe_corridor_observation_concentration,True,True,True,True,auditable,,224,86,1,0.9069148936170213,0.09308510638297872,country_corridor_concentration_summary,,
