probe_country,service_id,msm_id,file_name,total_mappable_segments,total_observation_mass,unique_corridors_observed,top1_corridor_id,top1_corridor_share,top2_corridor_share,top3_corridor_share,effective_corridor_count,corridor_concentration_tier,is_corridor_concentrated,auditable_corridor_concentration,sufficient_corridor_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,unique_measurements_or_targets,domestic_segment_share,international_segment_share,analysis_scope
AU,Topology-IPv4-UDP,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,621,621.0,38,landing_region_0041::landing_region_0735,0.27375201288244766,0.4331723027375201,0.5652173913043478,10.406889503381604,broad_corridor_observation_distribution,False,False,True,True,auditable,,65,31,1,0.6859903381642513,0.3140096618357488,probe_country_service
CA,Topology-IPv4-UDP,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,210,210.0,42,landing_region_0008::landing_region_0223,0.5142857142857142,0.6857142857142857,0.7285714285714285,8.001126170142603,broad_corridor_observation_distribution,False,False,True,True,auditable,,51,15,1,0.21904761904761905,0.780952380952381,probe_country_service
CH,Topology-IPv4-UDP,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,113,113.0,39,landing_region_0132::landing_region_0431,0.25663716814159293,0.3274336283185841,0.39823008849557523,21.086861000750332,broad_corridor_observation_distribution,False,False,True,True,auditable,,27,19,1,0.1415929203539823,0.8584070796460177,probe_country_service
CZ,Topology-IPv4-UDP,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,91,91.0,37,landing_region_0132::landing_region_0431,0.25274725274725274,0.3076923076923077,0.3626373626373626,21.860629698129202,broad_corridor_observation_distribution,False,False,True,True,auditable,,23,17,1,0.14285714285714285,0.8571428571428571,probe_country_service
DE,Topology-IPv4-UDP,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,439,439.0,90,landing_region_0132::landing_region_0431,0.17312072892938496,0.25512528473804097,0.3143507972665148,38.66787691168396,broad_corridor_observation_distribution,False,False,True,True,auditable,,72,32,1,0.2164009111617312,0.7835990888382688,probe_country_service
DK,Topology-IPv4-UDP,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,65,65.0,16,landing_region_0051::landing_region_0512,0.4307692307692308,0.5846153846153846,0.6615384615384616,7.617805799117585,broad_corridor_observation_distribution,False,False,True,True,auditable,,23,12,1,0.27692307692307694,0.7230769230769231,probe_country_service
EE,Topology-IPv4-UDP,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,95,95.0,12,landing_region_0512::landing_region_0640,0.4,0.6421052631578947,0.8315789473684211,5.037764958235646,weak_corridor_observation_concentration,True,True,True,True,auditable,,16,12,1,0.07368421052631578,0.9263157894736842,probe_country_service
ES,Topology-IPv4-UDP,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,142,142.0,42,landing_region_0126::landing_region_0431,0.2746478873239437,0.44366197183098594,0.5211267605633803,17.17661305995495,broad_corridor_observation_distribution,False,False,True,True,auditable,,38,20,1,0.15492957746478872,0.8450704225352113,probe_country_service
FI,Topology-IPv4-UDP,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,370,370.0,34,landing_region_0351::landing_region_0512,0.4702702702702703,0.7405405405405405,0.7891891891891892,6.0788734597612955,broad_corridor_observation_distribution,False,False,True,True,auditable,,87,35,1,0.25675675675675674,0.7432432432432432,probe_country_service
FR,Topology-IPv4-UDP,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,330,330.0,68,landing_region_0132::landing_region_0431,0.21818181818181817,0.30303030303030304,0.3787878787878788,29.953161224315366,broad_corridor_observation_distribution,False,False,True,True,auditable,,70,25,1,0.19393939393939394,0.806060606060606,probe_country_service
GB,Topology-IPv4-UDP,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,150,150.0,55,landing_region_0132::landing_region_0431,0.16,0.30000000000000004,0.36,30.232209182481576,broad_corridor_observation_distribution,False,False,True,True,auditable,,24,17,1,0.34,0.66,probe_country_service
HK,Topology-IPv4-UDP,5051,topology-baseline_topology-ipv4-udp_msm5051_20260701T000000Z_010000Z.json,31,31.0,9,landing_region_0132::landing_region_0230,0.5161290322580645,0.7096774193548387,0.7741935483870968,4.791019218233161,broad_corridor_observation_distribution,False,False,True,True,auditable,,12,11,1,0.12903225806451613,0.8709677419354839,probe_country_service
