metric,value
candidate_rows,45142.0
unique_links,9749.0
unique_units,145.0
units_with_network_layer_diversity,168.0
units_with_physical_diversity_cable,145.0
units_with_physical_diversity_corridor,145.0
units_with_network_physical_mismatch_cable,145.0
units_with_network_physical_mismatch_corridor,145.0
median_network_layer_diversity_score,9.498051232490033
median_cable_physical_candidate_diversity_score,6.713847612796406
median_corridor_physical_candidate_diversity_score,3.649335754063105
cable_mismatch_network_high_physical_low,12.0
cable_mismatch_network_high_physical_high,61.0
cable_mismatch_network_low_physical_low,61.0
cable_mismatch_network_low_physical_high,11.0
corridor_mismatch_network_high_physical_low,15.0
corridor_mismatch_network_high_physical_high,58.0
corridor_mismatch_network_low_physical_low,58.0
corridor_mismatch_network_low_physical_high,14.0
cable_corridor_target_quadrant_preserved,8.0
cable_corridor_target_quadrant_jaccard,0.42105263157894735
cable_corridor_target_quadrant_recall_from_cable,0.6666666666666666
cable_corridor_target_quadrant_precision_to_corridor,0.5333333333333333
mean_corridor_minus_cable_physical_diversity,-3.4058356545790986
cable_corridor_quadrant_agreement_rate,0.8344827586206897
spearman_cable_corridor_physical_diversity_score,0.8748143754816825
