country,msm_id,file_name,total_mappable_segments,top1_network_transition_share,top2_network_transition_share,top3_network_transition_share,effective_network_transition_count,network_transition_concentration_tier,top1_corridor_share,top2_corridor_share,top3_corridor_share,effective_corridor_count,corridor_concentration_tier,cross_layer_distribution_class,country_fallback_share,auditable_cross_layer_case,sufficient_trace_observation,sufficient_corridor_observation,sufficient_network_transition_resolution,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,domestic_segment_share,international_segment_share,paper_case_scope,probe_country,service_id
,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,142,0.19718309859154928,0.38028169014084506,0.49295774647887325,11.476612452068913,broad_network_transition_distribution,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,27,10,1.0,0.0,service_country_cross_layer_distribution_audit,IL,E-Root
IL,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,160,0.2,0.375,0.5375,11.224522581470962,broad_network_transition_distribution,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,31,11,1.0,0.0,country_cross_layer_distribution_audit,,
,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,52,0.5769230769230769,0.7307692307692307,0.7692307692307692,4.403870564475841,broad_network_transition_distribution,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,13,8,1.0,0.0,service_country_cross_layer_distribution_audit,CH,E-Root
CH,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,62,0.6451612903225806,0.7741935483870968,0.8064516129032258,3.7523413819322116,weak_network_transition_concentration,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,14,9,1.0,0.0,country_cross_layer_distribution_audit,,
SG,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,622,0.11093247588424437,0.20418006430868169,0.27813504823151125,35.08131902009865,broad_network_transition_distribution,0.9951768488745981,0.9983922829581994,1.0,1.034180963847565,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,133,55,0.9951768488745981,0.00482315112540193,country_cross_layer_distribution_audit,,
HK,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,429,0.1351981351981352,0.2703962703962704,0.36363636363636365,26.912472026029597,broad_network_transition_distribution,0.993006993006993,0.9976689976689976,1.0,1.047205150503619,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,109,55,0.993006993006993,0.006993006993006993,country_cross_layer_distribution_audit,,
AU,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,544,0.15073529411764705,0.20955882352941174,0.26102941176470584,38.42804104150563,broad_network_transition_distribution,0.9816176470588235,0.988970588235294,0.9963235294117646,1.1174696002881328,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,108,50,1.0,0.0,country_cross_layer_distribution_audit,,
,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,376,0.10904255319148937,0.16489361702127658,0.22074468085106383,36.49250437076673,broad_network_transition_distribution,0.9787234042553191,0.9893617021276595,0.9946808510638298,1.1332486040126266,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,72,41,1.0,0.0,service_country_cross_layer_distribution_audit,AU,E-Root
,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,469,0.09808102345415778,0.18336886993603413,0.26652452025586354,31.66005554843081,broad_network_transition_distribution,0.9744136460554371,0.9893390191897655,0.9978678038379531,1.1523010467803685,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,81,36,0.9893390191897654,0.010660980810234541,service_country_cross_layer_distribution_audit,SG,E-Root
PT,5013,dns-root_e-root_msm5013_20260701T000000Z_010000Z.json,228,0.18421052631578946,0.3201754385964912,0.43859649122807015,15.200279573833186,broad_network_transition_distribution,0.9736842105263158,0.9912280701754386,1.0,1.148483958301507,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,True,True,True,True,True,auditable,,77,21,1.0,0.0,country_cross_layer_distribution_audit,,
