probe_country,service_id,service_class,deployment_type,total_valid_traces,mappable_traces,submarine_exposed_traces,service_physical_exposure_rate,mappable_trace_rate,unique_probes,unique_probe_asns,unique_target_ips,unique_target_asns,service_entry_resolution_rate,sufficient_trace_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,analysis_scope
AD,E-Root,dns_root,anycast,6,4,0,0.0,0.6666666666666666,3,1,1,1,0.6666666666666666,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
AE,E-Root,dns_root,anycast,38,29,2,0.05263157894736842,0.7631578947368421,19,13,1,1,0.5789473684210527,True,True,auditable,,probe_country_service
AF,E-Root,dns_root,anycast,12,12,4,0.3333333333333333,1.0,6,2,1,1,0.3333333333333333,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
AL,E-Root,dns_root,anycast,46,42,0,0.0,0.9130434782608695,23,14,1,1,0.21739130434782608,True,True,auditable,,probe_country_service
AM,E-Root,dns_root,anycast,28,28,0,0.0,1.0,14,7,1,1,0.21428571428571427,False,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,probe_country_service
AO,E-Root,dns_root,anycast,19,19,0,0.0,1.0,10,4,1,1,0.15789473684210525,False,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,probe_country_service
AR,E-Root,dns_root,anycast,101,93,0,0.0,0.9207920792079208,51,39,1,1,0.3069306930693069,True,True,auditable,,probe_country_service
AT,E-Root,dns_root,anycast,410,403,2,0.004878048780487805,0.9829268292682927,205,80,1,1,0.5585365853658537,True,True,auditable,,probe_country_service
AU,E-Root,dns_root,anycast,481,358,142,0.29521829521829523,0.7442827442827443,241,71,1,1,0.14553014553014554,True,True,auditable,,probe_country_service
AX,E-Root,dns_root,anycast,4,4,2,0.5,1.0,2,2,1,1,0.75,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
AZ,E-Root,dns_root,anycast,18,14,0,0.0,0.7777777777777778,9,8,1,1,0.3333333333333333,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
BA,E-Root,dns_root,anycast,30,28,0,0.0,0.9333333333333333,15,6,1,1,0.8666666666666667,True,True,auditable,,probe_country_service
BB,E-Root,dns_root,anycast,2,2,2,1.0,1.0,1,1,1,1,0.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
BD,E-Root,dns_root,anycast,18,18,0,0.0,1.0,9,6,1,1,0.8888888888888888,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
BE,E-Root,dns_root,anycast,293,293,0,0.0,1.0,146,25,1,1,0.28668941979522183,True,True,auditable,,probe_country_service
BF,E-Root,dns_root,anycast,8,6,0,0.0,0.75,4,3,1,1,0.75,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",probe_country_service
BG,E-Root,dns_root,anycast,166,162,0,0.0,0.9759036144578314,83,51,1,1,0.3253012048192771,True,True,auditable,,probe_country_service
BH,E-Root,dns_root,anycast,10,4,4,0.4,0.4,5,2,1,1,0.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
BI,E-Root,dns_root,anycast,2,2,0,0.0,1.0,1,1,1,1,1.0,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",probe_country_service
